scenario,scope,buses,lines,transformers,links,generators,loads,snapshots,anchor_snapshot,peak_demand_mw,generation_capacity_mw,netcdf,csv_folder
WP2033,all-island,754,755,225,4,929,246,168,2030-01-17 18:00:00,8791.8,42573.9,networks/WP2033_all-island.nc,networks/WP2033_all-island/
