bus,station,v_nom_kV,jurisdiction,x,y,has_coordinates,ac_component,is_wind_node,wind_farms,wind_MW,other_generators,other_gen_MW,load_MW
3662,LOUGHTOWN,220.0,IE,-6.9856001,52.2816555,True,0,False,0,0.0,0,0.0,0.0
3681,AUNGIERSTOWN,110.0,IE,-6.4523208,53.316073,True,0,False,0,0.0,0,0.0,35.89
3691,LAGHTANVACK,110.0,IE,-9.38332075,54.12188105,False,0,False,0,0.0,2,108.0,0.0
3751,MISERY HILL,110.0,IE,-6.2393583,53.3451982,True,0,False,0,0.0,0,0.0,20.65
3761,MACETOWN,110.0,IE,-6.4151251,53.4142091,True,0,False,0,0.0,0,0.0,27.72
3781,MCDERMOTT,110.0,IE,-6.2509463,53.3543732,True,0,False,0,0.0,0,0.0,124.71000000000001
3801,MIDLETON,110.0,IE,-8.1872013,51.9376618,True,0,True,1,1.7,4,14.89,48.25
3821,MEATH HILL,110.0,IE,-6.7310796,53.8911239,True,0,True,7,68.698,0,0.0,58.66
3841,MAYNOOTH A,110.0,IE,-6.6557283,53.313389300000004,False,0,False,0,0.0,0,0.0,0.0
3842,MAYNOOTH A,220.0,IE,-6.7457951000000005,53.312890425,False,0,False,0,0.0,0,0.0,0.0
3851,MAYNOOTH B,110.0,IE,-6.641628066666667,53.340543233333335,False,0,False,0,0.0,0,0.0,0.0
3852,MAYNOOTH B,220.0,IE,-6.547042775,53.303987975,False,0,False,0,0.0,0,0.0,0.0
3861,MILLTOWN,110.0,IE,-6.2522534,53.3150328,True,0,False,0,0.0,0,0.0,9.33
3871,MILLTOWN,110.0,IE,-6.2522534,53.3150328,True,0,False,0,0.0,0,0.0,78.34
3881,MACROOM,110.0,IE,-8.8921962,51.8957884,True,0,True,1,24.0,2,17.8,20.64
3891,CARRIGDANGAN,110.0,IE,-9.1207652,51.8043751,True,0,True,2,67.89999999999999,0,0.0,0.0
3901,MONETEEN,110.0,IE,-8.6881456,52.6369214,True,0,False,0,0.0,0,0.0,0.0
3911,METRO AIRPOR,110.0,IE,-6.2162523,53.3997557,False,0,False,0,0.0,0,0.0,23.75
3921,METRO NORTH,110.0,IE,-6.2093905,53.40476085,False,0,False,0,0.0,0,0.0,29.45
3934,MNYPG1,380.0,IE,-9.4216875,52.6103965,True,0,False,0,0.0,0,0.0,0.0
3940,MNYP B,220.0,IE,-9.4216875,52.6103965,True,0,False,0,0.0,0,0.0,0.0
3941,MONEYPOINT,110.0,IE,-9.4216875,52.6103965,True,0,True,1,17.25,0,0.0,0.0
3942,MONEYPOINT,220.0,IE,-9.4216875,52.6103965,True,0,False,0,0.0,0,0.0,0.0
3944,MONEYPOINT,380.0,IE,-9.4216875,52.6103965,True,0,False,0,0.0,0,0.0,0.0
3954,MNYPG2,380.0,IE,-9.4216875,52.6103965,True,0,False,0,0.0,0,0.0,0.0
3961,MARINA,110.0,IE,-8.4461681,51.8991554,True,0,False,0,0.0,0,0.0,21.73
3981,MUNGRET A,110.0,IE,-8.6881456,52.6369214,False,0,False,0,0.0,0,0.0,21.5
3991,MUNGRET B,110.0,IE,-8.6881456,52.6369214,False,0,False,0,0.0,0,0.0,0.0
4001,MULLINGAR,110.0,IE,-7.3716668,53.5383686,True,0,False,0,0.0,5,33.84,55.4
4012,MOORETOWN,220.0,IE,-6.3349293,53.41195306666666,False,0,False,0,0.0,0,0.0,58.41
4021,MALLOW,110.0,IE,-8.6206886,52.1431365,True,0,False,0,0.0,2,9.940000000000001,26.35
4041,MOY,110.0,IE,-9.1879038,54.1232614,True,0,True,1,6.0,0,0.0,30.2
4061,MULLAGHARLIN,110.0,IE,-6.4087276,53.9755464,True,0,False,0,0.0,0,0.0,8.21
4071,MEENTYCAT,110.0,IE,-7.842446,54.8676656,True,0,True,3,84.96,0,0.0,0.0
4081,MONREAD,110.0,IE,-6.6456698,53.2412035,True,0,False,0,0.0,2,8.0,21.49
4091,MULREAVY,110.0,IE,-7.9692346,54.6644867,True,0,True,4,95.25,0,0.0,0.0
4101,NEWBURY,110.0,IE,-6.2162523,53.3997557,True,0,False,0,0.0,0,0.0,32.0
4111,BANCROFT,110.0,IE,-6.3505969,53.2948465,True,0,False,0,0.0,0,0.0,43.0
4121,MULGEETH,110.0,IE,-7.1427122,53.4302536,False,0,True,1,60.0,0,0.0,0.0
4201,NEWBRIDGE,110.0,IE,-6.8355084,53.1955872,True,0,False,0,0.0,1,12.0,52.19
4211,NORTH QUAYS,110.0,IE,-6.2355586,53.3504282,True,0,False,0,0.0,0,0.0,24.5
4221,NAVAN,110.0,IE,-6.7064767,53.6997602,True,0,False,0,0.0,5,16.448999999999998,75.29
4242,NORTH WALL,220.0,IE,-6.211276,53.3498314,True,0,False,0,0.0,0,0.0,0.0
4261,NENAGH,110.0,IE,-8.1812103,52.8610738,True,0,True,6,14.69,1,4.0,27.95
4281,NANGOR,110.0,IE,-6.4356661,53.3241021,True,0,False,0,0.0,0,0.0,11.11
4321,OAKLANDS,110.0,IE,-6.21014215,52.73272435,False,0,False,0,0.0,0,0.0,0.0
4341,OLDCOURT,110.0,IE,-8.3012481,51.8651043,False,0,False,0,0.0,0,0.0,0.3
4351,OLDCOURT,110.0,IE,-8.3012481,51.8651043,False,0,False,0,0.0,0,0.0,0.0
4361,OUGHTRAGH,110.0,IE,-9.6927788,52.136625,True,0,True,1,9.0,1,4.0,29.21
4371,GLENREE,110.0,IE,-8.9893244,54.1053454,True,0,True,4,77.3,0,0.0,0.0
4382,OLDSTREET,220.0,IE,-8.2688847,53.134326,True,0,False,0,0.0,0,0.0,0.0
4384,OLDSTREET,380.0,IE,-8.2688847,53.134326,True,0,False,0,0.0,0,0.0,0.0
4391,PHILIPSTOWN,110.0,IE,-7.0878409,53.2882569,True,0,True,1,50.0,0,0.0,0.0
