outage,hour,kind,n_over,worst_branch,worst_kind,over_MW,worst_pct,wind_avail_MW,eir_cleared,eir_mw,eir_nodes,eir_new_overloads,eir_new_MW,eir_worsened,eir_resid_MW,eir_worst_new_pct,eir_max_load_pct,blind_cleared,blind_mw,blind_nodes,blind_new_overloads,blind_new_MW,blind_worsened,blind_resid_MW,blind_worst_new_pct,blind_max_load_pct,ovl_cleared,ovl_mw,ovl_nodes,ovl_new_overloads,ovl_new_MW,ovl_worsened,ovl_resid_MW,ovl_worst_new_pct,ovl_max_load_pct,solo_cleared,solo_mw,solo_nodes,solo_new_overloads,solo_new_MW,solo_worsened,solo_resid_MW,solo_worst_new_pct,solo_max_load_pct,veto_cleared,veto_mw,veto_nodes,veto_new_overloads,veto_new_MW,veto_worsened,veto_resid_MW,veto_worst_new_pct,veto_max_load_pct,lp_cleared,lp_mw,lp_nodes,lp_new_overloads,lp_new_MW,lp_worsened,lp_resid_MW,lp_worst_new_pct,lp_max_load_pct,lp_feasible
1121-1301-1,65,Line,2,1122-1742-1,Line,40.159,107.8,5388.6,1,153.922,44,0,0.0,0,0.0,0.0,100.1,1,62.977,2,0,0.0,0,0.0,0.0,100.1,1,62.977,2,0,0.0,0,0.0,0.0,100.1,0,154.308,1,0,0.0,0,0.132,0.0,100.11,0,154.308,1,0,0.0,0,0.132,0.0,100.11,1,62.975,2,0,0.0,0,0.0,0.0,100.1,1
1121-1301-1,72,Line,1,3581-89516-1,Line,0.129,100.1,5745.9,1,0.034,19,0,0.0,0,0.0,0.0,100.1,1,0.014,1,0,0.0,0,0.0,0.0,100.1,1,0.014,1,0,0.0,0,0.0,0.0,100.1,1,0.014,1,0,0.0,0,0.0,0.0,100.1,1,0.014,1,0,0.0,0,0.0,0.0,100.1,1,0.014,1,0,0.0,0,0.0,0.0,100.1,1
1121-1301-1,101,Line,3,1122-1742-1,Line,41.583,106.95,5965.5,1,147.553,37,0,0.0,0,0.0,0.0,100.1,1,69.391,2,0,0.0,0,0.0,0.0,100.1,1,69.391,2,0,0.0,0,0.0,0.0,100.1,1,86.081,3,0,0.0,0,0.0,0.0,100.1,1,86.081,3,0,0.0,0,0.0,0.0,100.1,1,68.932,2,0,0.0,0,0.0,0.0,100.1,1
1121-1301-1,108,Line,4,1122-1742-1,Line,34.163,105.45,7006.9,1,121.033,42,0,0.0,0,0.0,0.0,100.1,1,57.239,3,0,0.0,0,0.0,0.0,100.1,1,549.804,3,0,0.0,0,0.0,0.0,100.1,0,107.24,1,0,0.0,0,0.129,0.0,100.1,1,133.199,3,0,0.0,0,0.0,0.0,100.1,1,56.783,3,0,0.0,0,0.0,0.0,100.1,1
1121-1301-1,159,Line,2,T3464-3462-34641-1-w2,Transformer,3.712,100.37,5313.0,1,9.496,62,0,0.0,0,0.0,0.0,100.1,1,6.6,1,0,0.0,0,0.0,0.0,100.1,1,6.6,1,0,0.0,0,0.0,0.0,100.1,1,6.6,1,0,0.0,0,0.0,0.0,100.1,1,6.6,1,0,0.0,0,0.0,0.0,100.1,1,6.6,1,0,0.0,0,0.0,0.0,100.1,1
1121-4321-1,108,Line,2,T3464-3462-34641-1-w2,Transformer,2.018,100.2,7006.9,1,3.649,62,0,0.0,0,0.0,0.0,100.1,1,2.478,1,0,0.0,0,0.0,0.0,100.1,1,2.478,1,0,0.0,0,0.0,0.0,100.1,1,2.478,1,0,0.0,0,0.0,0.0,100.1,1,2.478,1,0,0.0,0,0.0,0.0,100.1,1,2.478,1,0,0.0,0,0.0,0.0,100.1,1
1122-1742-1,36,Line,2,1121-1301-1,Line,164.984,156.99,6805.4,1,437.126,12,0,0.0,0,0.0,0.0,100.1,1,313.168,2,0,0.0,0,0.0,0.0,100.1,1,313.168,2,0,0.0,0,0.0,0.0,100.1,1,313.168,2,0,0.0,0,0.0,0.0,100.1,1,313.168,2,0,0.0,0,0.0,0.0,100.1,1,313.168,2,0,0.0,0,0.0,0.0,100.1,1
1122-1742-1,50,Line,6,1121-1301-1,Line,284.404,179.31,5312.4,0,608.608,39,0,0.0,0,0.185,0.0,100.12,1,472.262,4,0,0.0,0,0.0,0.0,100.1,1,473.538,5,0,0.0,0,0.0,0.0,100.1,1,494.988,4,0,0.0,0,0.0,0.0,100.1,1,494.988,4,0,0.0,0,0.0,0.0,100.1,1,471.133,5,0,0.0,0,0.0,0.0,100.1,1
1122-1742-1,58,Line,2,1121-1301-1,Line,10.724,106.23,4583.8,0,56.201,39,0,0.0,0,0.174,0.0,100.11,1,30.013,2,0,0.0,0,0.0,0.0,100.1,1,57.72,2,0,0.0,0,0.0,0.0,100.1,0,35.266,1,0,0.0,0,0.817,0.0,100.66,0,35.266,1,0,0.0,0,0.817,0.0,100.66,1,30.011,2,0,0.0,0,0.0,0.0,100.1,1
1122-1742-1,65,Line,3,1121-1301-1,Line,194.682,165.01,5388.6,0,503.554,35,0,0.0,0,0.187,0.0,100.12,1,358.981,3,0,0.0,0,0.0,0.0,100.1,1,358.981,3,0,0.0,0,0.0,0.0,100.1,0,373.393,1,0,0.0,0,1.376,0.0,101.12,0,373.393,1,0,0.0,0,1.376,0.0,101.12,1,358.981,3,0,0.0,0,0.0,0.0,100.1,1
1122-1742-1,72,Line,3,1121-1301-1,Line,140.149,148.12,5745.9,0,357.169,32,0,0.0,0,0.183,0.0,100.12,1,261.04,3,0,0.0,0,0.0,0.0,100.1,1,261.04,3,0,0.0,0,0.0,0.0,100.1,0,276.242,1,0,0.0,0,1.223,0.0,100.99,0,276.242,1,0,0.0,0,1.223,0.0,100.99,1,261.04,3,0,0.0,0,0.0,0.0,100.1,1
1122-1742-1,79,Line,1,3581-89516-1,Line,0.463,100.38,2728.8,1,1.417,26,0,0.0,0,0.0,0.0,100.1,1,0.662,1,0,0.0,0,0.0,0.0,100.1,1,0.662,1,0,0.0,0,0.0,0.0,100.1,1,0.662,1,0,0.0,0,0.0,0.0,100.1,1,0.662,1,0,0.0,0,0.0,0.0,100.1,1,0.662,1,0,0.0,0,0.0,0.0,100.1,1
1122-1742-1,94,Line,3,1121-1301-1,Line,93.351,133.57,5470.0,0,244.851,39,0,0.0,0,0.175,0.0,100.11,1,178.296,3,0,0.0,0,0.0,0.0,100.1,1,178.296,3,0,0.0,0,0.0,0.0,100.1,0,192.519,1,0,0.0,0,1.069,0.0,100.87,0,192.519,1,0,0.0,0,1.069,0.0,100.87,1,178.296,3,0,0.0,0,0.0,0.0,100.1,1
1122-1742-1,101,Line,5,1121-1301-1,Line,273.463,166.63,5965.5,1,525.004,67,0,0.0,0,0.0,0.0,100.1,1,456.245,4,0,0.0,0,0.0,0.0,100.1,1,456.245,4,0,0.0,0,0.0,0.0,100.1,1,456.245,4,0,0.0,0,0.0,0.0,100.1,1,456.245,4,0,0.0,0,0.0,0.0,100.1,1,452.867,5,0,0.0,0,0.0,0.0,100.1,1
1122-1742-1,108,Line,7,1121-1301-1,Line,257.826,160.32,7006.9,1,566.429,91,0,0.0,0,0.0,0.0,100.1,1,446.474,5,0,0.0,0,0.0,0.0,100.1,1,479.593,5,0,0.0,0,0.0,0.0,100.1,1,456.851,7,0,0.0,0,0.0,0.0,100.1,0,452.97,4,0,0.0,0,1.075,0.0,100.87,1,443.137,5,0,0.0,0,0.0,0.0,100.1,1
1122-1742-1,145,Line,1,3581-89516-1,Line,0.44,100.36,4124.9,1,1.186,26,0,0.0,0,0.0,0.0,100.1,1,0.617,1,0,0.0,0,0.0,0.0,100.1,1,0.617,1,0,0.0,0,0.0,0.0,100.1,1,0.617,1,0,0.0,0,0.0,0.0,100.1,1,0.617,1,0,0.0,0,0.0,0.0,100.1,1,0.617,1,0,0.0,0,0.0,0.0,100.1,1
1122-1742-1,152,Line,1,3581-89516-1,Line,0.679,100.55,4161.2,1,1.898,25,0,0.0,0,0.0,0.0,100.1,1,1.083,1,0,0.0,0,0.0,0.0,100.1,1,1.083,1,0,0.0,0,0.0,0.0,100.1,1,1.083,1,0,0.0,0,0.0,0.0,100.1,1,1.083,1,0,0.0,0,0.0,0.0,100.1,1,1.083,1,0,0.0,0,0.0,0.0,100.1,1
1122-1742-1,159,Line,4,T3464-3462-34641-1-w2,Transformer,33.917,102.88,5313.0,1,96.038,89,0,0.0,0,0.0,0.0,100.1,1,68.23,2,0,0.0,0,0.0,0.0,100.1,1,68.23,2,0,0.0,0,0.0,0.0,100.1,1,70.23,2,0,0.0,0,0.0,0.0,100.1,1,70.23,2,0,0.0,0,0.0,0.0,100.1,1,68.229,4,0,0.0,0,0.0,0.0,100.1,1
1122-1742-1,167,Line,1,3581-89516-1,Line,0.173,100.14,3161.9,1,0.154,26,0,0.0,0,0.0,0.0,100.1,1,0.097,1,0,0.0,0,0.0,0.0,100.1,1,0.097,1,0,0.0,0,0.0,0.0,100.1,1,0.097,1,0,0.0,0,0.0,0.0,100.1,1,0.097,1,0,0.0,0,0.0,0.0,100.1,1,0.097,1,0,0.0,0,0.0,0.0,100.1,1
1122-3642-1,50,Line,1,3581-89516-1,Line,0.17,100.14,5312.4,1,0.228,26,0,0.0,0,0.0,0.0,100.1,1,0.092,1,0,0.0,0,0.0,0.0,100.1,1,0.092,1,0,0.0,0,0.0,0.0,100.1,1,0.092,1,0,0.0,0,0.0,0.0,100.1,1,0.092,1,0,0.0,0,0.0,0.0,100.1,1,0.092,1,0,0.0,0,0.0,0.0,100.1,1
1122-3642-1,58,Line,1,3581-89516-1,Line,0.237,100.19,4583.8,1,0.539,26,0,0.0,0,0.0,0.0,100.1,1,0.223,1,0,0.0,0,0.0,0.0,100.1,1,0.223,1,0,0.0,0,0.0,0.0,100.1,1,0.223,1,0,0.0,0,0.0,0.0,100.1,1,0.223,1,0,0.0,0,0.0,0.0,100.1,1,0.223,1,0,0.0,0,0.0,0.0,100.1,1
1122-3642-1,108,Line,4,T3464-3462-34641-1-w2,Transformer,9.858,100.94,7006.9,1,29.464,64,0,0.0,0,0.0,0.0,100.1,1,20.325,2,0,0.0,0,0.0,0.0,100.1,1,55.197,2,0,0.0,0,0.0,0.0,100.1,1,20.594,2,0,0.0,0,0.0,0.0,100.1,1,55.197,2,0,0.0,0,0.0,0.0,100.1,1,20.325,2,0,0.0,0,0.0,0.0,100.1,1
1122-3642-1,145,Line,1,3581-89516-1,Line,0.177,100.14,4124.9,1,0.202,26,0,0.0,0,0.0,0.0,100.1,1,0.105,1,0,0.0,0,0.0,0.0,100.1,1,0.105,1,0,0.0,0,0.0,0.0,100.1,1,0.105,1,0,0.0,0,0.0,0.0,100.1,1,0.105,1,0,0.0,0,0.0,0.0,100.1,1,0.105,1,0,0.0,0,0.0,0.0,100.1,1
1122-3642-1,152,Line,1,3581-89516-1,Line,0.177,100.14,4161.2,1,0.184,25,0,0.0,0,0.0,0.0,100.1,1,0.105,1,0,0.0,0,0.0,0.0,100.1,1,0.105,1,0,0.0,0,0.0,0.0,100.1,1,0.105,1,0,0.0,0,0.0,0.0,100.1,1,0.105,1,0,0.0,0,0.0,0.0,100.1,1,0.105,1,0,0.0,0,0.0,0.0,100.1,1
1122-3642-1,159,Line,3,T3464-3462-34641-1-w2,Transformer,7.795,100.76,5313.0,1,22.743,64,0,0.0,0,0.0,0.0,100.1,1,16.023,2,0,0.0,0,0.0,0.0,100.1,1,33.291,2,0,0.0,0,0.0,0.0,100.1,1,16.057,2,0,0.0,0,0.0,0.0,100.1,1,16.057,2,0,0.0,0,0.0,0.0,100.1,1,16.023,2,0,0.0,0,0.0,0.0,100.1,1
1122-3642-1,167,Line,1,3581-89516-1,Line,0.135,100.11,3161.9,1,0.038,26,0,0.0,0,0.0,0.0,100.1,1,0.024,1,0,0.0,0,0.0,0.0,100.1,1,0.024,1,0,0.0,0,0.0,0.0,100.1,1,0.024,1,0,0.0,0,0.0,0.0,100.1,1,0.024,1,0,0.0,0,0.0,0.0,100.1,1,0.024,1,0,0.0,0,0.0,0.0,100.1,1
1141-3501-1,0,Line,1,3581-89516-1,Line,0.289,100.23,5299.5,1,0.457,14,0,0.0,0,0.0,0.0,100.1,1,0.321,1,0,0.0,0,0.0,0.0,100.1,1,0.321,1,0,0.0,0,0.0,0.0,100.1,1,0.321,1,0,0.0,0,0.0,0.0,100.1,1,0.321,1,0,0.0,0,0.0,0.0,100.1,1,0.321,1,0,0.0,0,0.0,0.0,100.1,1
1141-3501-1,21,Line,1,3581-89516-1,Line,0.191,100.16,4735.3,1,0.211,8,0,0.0,0,0.0,0.0,100.1,1,0.164,1,0,0.0,0,0.0,0.0,100.1,1,0.164,1,0,0.0,0,0.0,0.0,100.1,1,0.164,1,0,0.0,0,0.0,0.0,100.1,1,0.164,1,0,0.0,0,0.0,0.0,100.1,1,0.164,1,0,0.0,0,0.0,0.0,100.1,1
1141-3501-1,50,Line,2,1122-1742-1,Line,4.413,100.45,5312.4,1,9.189,43,0,0.0,0,0.0,0.0,100.1,1,3.848,2,0,0.0,0,0.0,0.0,100.1,1,3.848,2,0,0.0,0,0.0,0.0,100.1,1,3.945,2,0,0.0,0,0.0,0.0,100.1,1,3.945,2,0,0.0,0,0.0,0.0,100.1,1,3.778,2,0,0.0,0,0.0,0.0,100.1,1
1141-3501-1,101,Line,2,T3464-3462-34641-1-w2,Transformer,6.856,100.69,5965.5,1,20.94,62,0,0.0,0,0.0,0.0,100.1,1,14.218,1,0,0.0,0,0.0,0.0,100.1,1,14.218,1,0,0.0,0,0.0,0.0,100.1,1,14.218,1,0,0.0,0,0.0,0.0,100.1,1,14.218,1,0,0.0,0,0.0,0.0,100.1,1,14.218,1,0,0.0,0,0.0,0.0,100.1,1
1141-3501-1,108,Line,3,3691-4041-1,Line,8.622,101.0,7006.9,1,26.199,72,0,0.0,0,0.0,0.0,100.1,1,16.756,2,0,0.0,0,0.0,0.0,100.1,1,49.434,2,0,0.0,0,0.0,0.0,100.1,1,16.756,2,0,0.0,0,0.0,0.0,100.1,1,49.434,2,0,0.0,0,0.0,0.0,100.1,1,16.507,2,0,0.0,0,0.0,0.0,100.1,1
1141-3501-1,159,Line,2,T3464-3462-34641-1-w2,Transformer,4.96,100.5,5313.0,1,13.806,64,0,0.0,0,0.0,0.0,100.1,1,9.615,1,0,0.0,0,0.0,0.0,100.1,1,9.615,1,0,0.0,0,0.0,0.0,100.1,1,9.615,1,0,0.0,0,0.0,0.0,100.1,1,9.615,1,0,0.0,0,0.0,0.0,100.1,1,9.615,1,0,0.0,0,0.0,0.0,100.1,1
1141-4941-1,50,Line,2,1122-1742-1,Line,6.864,100.7,5312.4,1,16.449,44,0,0.0,0,0.0,0.0,100.1,1,6.865,2,0,0.0,0,0.0,0.0,100.1,1,6.865,2,0,0.0,0,0.0,0.0,100.1,1,7.072,2,0,0.0,0,0.0,0.0,100.1,1,7.072,2,0,0.0,0,0.0,0.0,100.1,1,6.717,2,0,0.0,0,0.0,0.0,100.1,1
1141-4941-1,101,Line,2,T3464-3462-34641-1-w2,Transformer,10.973,101.1,5965.5,1,35.527,61,0,0.0,0,0.0,0.0,100.1,1,24.152,1,0,0.0,0,0.0,0.0,100.1,1,24.152,1,0,0.0,0,0.0,0.0,100.1,1,24.152,1,0,0.0,0,0.0,0.0,100.1,1,24.152,1,0,0.0,0,0.0,0.0,100.1,1,24.152,1,0,0.0,0,0.0,0.0,100.1,1
1141-4941-1,108,Line,3,3691-4041-1,Line,14.746,101.71,7006.9,1,47.542,71,0,0.0,0,0.0,0.0,100.1,1,30.524,2,0,0.0,0,0.0,0.0,100.1,1,60.844,2,0,0.0,0,0.0,0.0,100.1,1,30.524,2,0,0.0,0,0.0,0.0,100.1,1,60.844,2,0,0.0,0,0.0,0.0,100.1,1,30.069,2,0,0.0,0,0.0,0.0,100.1,1
1141-4941-1,159,Line,2,T3464-3462-34641-1-w2,Transformer,8.424,100.84,5313.0,1,25.787,63,0,0.0,0,0.0,0.0,100.1,1,17.98,1,0,0.0,0,0.0,0.0,100.1,1,17.98,1,0,0.0,0,0.0,0.0,100.1,1,17.98,1,0,0.0,0,0.0,0.0,100.1,1,17.98,1,0,0.0,0,0.0,0.0,100.1,1,17.98,1,0,0.0,0,0.0,0.0,100.1,1
