branch,bus,ptdf,sensitivity,wind_MW,wind_farms
1251-52219-1,83510,-0.005280556839828102,-0.005280556839828102,37.7,2
1251-52219-1,84412,-0.005096894667807952,-0.005096894667807952,15.0,1
1251-52219-1,85510,-0.004520678677031015,-0.004520678677031015,70.6,3
1251-52219-1,87510,-0.004520678677034026,-0.004520678677034026,95.7,7
1251-52219-1,87900,-0.005657321059168802,-0.005657321059168802,76.3,4
1251-52219-1,89210,-0.0046406655897810595,-0.0046406655897810595,27.6,1
1251-52219-1,89510,-0.004292692653788954,-0.004292692653788954,28.1,4
1251-52219-1,90210,-0.005074251760909795,-0.005074251760909795,90.0,7
1261-3651-1,1021,-0.0013315579228447838,0.0013315579228447838,8.16,2
1261-3651-1,1061,-0.0013315579226880203,0.0013315579226880203,15.6,4
1261-3651-1,1121,-0.0013315579226622631,0.0013315579226622631,118.39000000000001,4
1261-3651-1,1131,-0.0013315579228292407,0.0013315579228292407,34.35,1
1261-3651-1,1141,-0.001331557922776394,0.001331557922776394,0.9,1
1261-3651-1,1231,-0.0013315579226180763,0.0013315579226180763,42.0,2
1261-3651-1,1251,-0.001331557923015314,0.001331557923015314,154.219,11
1261-3651-1,1281,-0.001331557923378579,0.001331557923378579,65.71000000000001,6
1261-3651-1,1311,-0.0013315579228661,0.0013315579228661,147.6,4
1261-3651-1,1341,-0.0013315579227120011,0.0013315579227120011,89.3,17
1261-3651-1,1381,-0.0013315579228914132,0.0013315579228914132,2.0,1
1261-3651-1,1401,-0.0013315579226382823,0.0013315579226382823,46.88999999999999,6
1261-3651-1,1431,-0.0013315579227632934,0.0013315579227632934,45.0,1
1261-3651-1,1441,-0.0013315579230024355,0.0013315579230024355,13.6,3
1261-3651-1,1461,-0.0013315579229047358,0.0013315579229047358,32.4,1
1261-3651-1,1481,-0.0013315579228194707,0.0013315579228194707,1.7,1
1261-3651-1,1511,-0.001331557922845894,0.001331557922845894,100.549,5
1261-3651-1,1521,-0.001331557922736426,0.001331557922736426,56.4,1
1261-3651-1,1551,-0.0013315579229375984,0.0013315579229375984,169.05,7
1261-3651-1,1571,-0.0013315579226826912,0.0013315579226826912,22.94,3
1261-3651-1,1631,-0.0013315579226791385,0.0013315579226791385,79.60300000000001,12
1261-3651-1,1651,-0.0013315579228443397,0.0013315579228443397,51.599999999999994,2
1261-3651-1,1661,-0.0013315579226791385,0.0013315579226791385,50.44,7
1261-3651-1,1671,-0.0013315579227426433,0.0013315579227426433,75.0,1
1261-3651-1,1751,-0.0013315579228816432,0.0013315579228816432,54.0,2
1261-3651-1,1821,-0.0013315579227031193,0.0013315579227031193,9.24,2
1261-3651-1,1831,-0.001331557922601867,0.001331557922601867,7.99,2
1261-3651-1,1841,-0.0013315579226560459,0.0013315579226560459,7.49,2
1261-3651-1,1881,-0.0013315579228638796,0.0013315579228638796,70.699,7
1261-3651-1,1901,-0.0013315579227572982,0.0013315579227572982,55.74,7
1261-3651-1,1931,-0.0013315579226658159,0.0013315579226658159,34.8,2
1261-3651-1,1971,-0.0013315579228820873,0.0013315579228820873,81.0,3
1261-3651-1,1991,-0.0013315579226740315,0.0013315579226740315,41.400000000000006,4
1261-3651-1,2101,-0.0013315579227674013,0.0013315579227674013,16.6,2
1261-3651-1,2111,-0.0013315579226951257,0.0013315579226951257,174.0,2
1261-3651-1,2131,-0.0013315579228285745,0.0013315579228285745,28.5,1
1261-3651-1,2141,-0.0013315579228594387,0.0013315579228594387,8.98,2
1261-3651-1,2151,-0.0013315579228501129,0.0013315579228501129,25.2,1
1261-3651-1,2171,-0.0013315579226236274,0.0013315579226236274,33.6,1
1261-3651-1,2181,-0.0013315579227890506,0.0013315579227890506,5.949999999999999,4
1261-3651-1,2221,-0.0013315579230681607,0.0013315579230681607,27.17,4
1261-3651-1,2225,-0.001331557923069493,0.001331557923069493,22.95,2
1261-3651-1,2231,-0.0013315579227868302,0.0013315579227868302,59.5,1
1261-3651-1,2241,-0.0013315579228070362,0.0013315579228070362,26.03,5
1261-3651-1,2281,-0.0013315579227288765,0.0013315579227288765,40.8,1
1261-3651-1,2331,-0.00133155792262718,0.00133155792262718,47.3,1
1261-3651-1,2391,-0.0013315579229469243,0.0013315579229469243,36.0,1
1261-3651-1,2401,-0.001331557922736648,0.001331557922736648,79.2,1
1261-3651-1,2601,-0.001331557922606308,0.001331557922606308,75.6,2
1261-3651-1,2651,-0.0013315579227604069,0.0013315579227604069,49.5,1
1261-3651-1,2671,-0.001331557922676918,0.001331557922676918,82.0,3
1261-3651-1,2701,-0.0013315579227426433,0.0013315579227426433,0.5,1
1261-3651-1,2731,-0.0013315579228820873,0.0013315579228820873,29.8,2
1261-3651-1,2742,-0.0013315579227781704,0.0013315579227781704,450.0,1
1261-3651-1,2771,-0.0013315579228789787,0.0013315579228789787,74.215,4
1261-3651-1,2821,-0.001331557922726656,0.001331557922726656,8.0,2
1261-3651-1,2881,-0.0013315579228616592,0.0013315579228616592,26.0,1
1261-3651-1,3101,-0.0013315579229220553,0.0013315579229220553,35.95,1
1261-3651-1,3221,-0.0013315579229020713,0.0013315579229020713,0.85,1
1261-3651-1,3251,-0.0013315579228563301,0.0013315579228563301,83.15,4
1261-3651-1,3301,-0.0013315579228976304,0.0013315579228976304,13.85,2
1261-3651-1,3311,-0.0013315579226977903,0.0013315579226977903,110.2,1
1261-3651-1,3391,-0.001331557922865212,0.001331557922865212,105.0,1
1261-3651-1,3461,-0.001331557922840565,0.001331557922840565,18.0,1
1261-3651-1,3481,-0.001331557922840565,0.001331557922840565,37.0,1
1261-3651-1,3491,-0.0013315579227473062,0.0013315579227473062,48.9,1
1261-3651-1,3501,-0.0013315579227328733,0.0013315579227328733,9.55,2
1261-3651-1,3511,-0.0013315579227307084,0.0013315579227307084,97.5,2
1261-3651-1,3561,-0.0013315579227521912,0.0013315579227521912,33.1,1
1261-3651-1,3571,-0.0013315579227970442,0.0013315579227970442,34.0,1
1261-3651-1,3581,-0.001331557922731541,0.001331557922731541,60.27,7
1261-3651-1,3591,-0.001331557922721771,0.001331557922721771,30.5,1
1261-3651-1,3621,-0.0013315579229478125,0.0013315579229478125,68.4,2
1261-3651-1,3801,-0.0013315579228962982,0.0013315579228962982,1.7,1
1261-3651-1,3821,-0.0013315579227621832,0.0013315579227621832,68.698,7
1261-3651-1,3881,-0.0013315579229415953,0.0013315579229415953,24.0,1
1261-3651-1,3891,-0.0013315579230686048,0.0013315579230686048,67.89999999999999,2
1261-3651-1,3941,-0.0013315579229069563,0.0013315579229069563,17.25,1
1261-3651-1,4041,-0.0013315579225778862,0.0013315579225778862,6.0,1
1261-3651-1,4071,-0.0013315579227404228,0.0013315579227404228,84.96,3
1261-3651-1,4091,-0.001331557922726212,0.001331557922726212,95.25,4
1261-3651-1,4121,-0.0013315579226982344,0.0013315579226982344,60.0,1
1261-3651-1,4261,-0.001331557922850557,0.001331557922850557,14.69,6
1261-3651-1,4361,-0.0013315579228700969,0.0013315579228700969,9.0,1
1261-3651-1,4371,-0.0013315579226134133,0.0013315579226134133,77.3,4
1261-3651-1,4391,-0.0013315579227439756,0.0013315579227439756,50.0,1
1261-3651-1,4481,-0.0013315579227588525,0.0013315579227588525,54.20099999999999,2
1261-3651-1,4671,-0.001331557922731763,0.001331557922731763,90.0,1
1261-3651-1,4681,-0.0013315579228430074,0.0013315579228430074,32.49,3
1261-3651-1,4701,-0.0013315579227337615,0.0013315579227337615,4.99,1
1261-3651-1,4781,-0.001331557922750859,0.001331557922750859,78.62,3
1261-3651-1,4951,-0.0013315579227071161,0.0013315579227071161,46.1,4
1261-3651-1,4961,-0.0013315579227430874,0.0013315579227430874,28.017,3
1261-3651-1,4981,-0.001331557922686688,0.001331557922686688,17.73,3
1261-3651-1,4991,-0.001331557922726212,0.001331557922726212,63.25,10
1261-3651-1,5001,-0.001331557922790605,0.001331557922790605,7.65,1
1261-3651-1,5081,-0.0013315579227999308,0.0013315579227999308,105.0,1
1261-3651-1,5191,-0.001331557922706672,0.001331557922706672,29.9,1
1261-3651-1,5221,-0.0013315579229373764,0.0013315579229373764,31.0,3
1261-3651-1,5241,-0.0013315579225787744,0.0013315579225787744,19.2,1
1261-3651-1,5261,-0.0013315579228398988,0.0013315579228398988,26.5,7
1261-3651-1,5271,-0.001331557922886084,0.001331557922886084,59.08,3
1261-3651-1,5274,-0.001331557922885196,0.001331557922885196,115.08,3
1261-3651-1,5281,-0.0013315579228563301,0.0013315579228563301,47.56,6
1261-3651-1,5301,-0.001331557922940263,0.001331557922940263,41.8,5
1261-3651-1,5341,-0.0013315579226294005,0.0013315579226294005,12.040000000000001,3
1261-3651-1,5361,-0.0013315579227279883,0.0013315579227279883,44.69,6
1261-3651-1,5381,-0.0013315579229140617,0.0013315579229140617,4.6,2
1261-3651-1,5441,-0.0013315579228126984,0.0013315579228126984,18.53,3
1261-3651-1,5501,-0.0013315579227026753,0.0013315579227026753,38.9,3
1261-3651-1,6201,-0.0013315579228780905,0.0013315579228780905,156.84,2
1261-3651-1,6931,-0.0013315579228665442,0.0013315579228665442,20.0,1
1261-3651-1,11261,-0.0013315579227004548,0.0013315579227004548,800.0,1
1261-3651-1,11310,-0.0013315579228292407,0.0013315579228292407,23.15,1
1261-3651-1,14010,-0.0013315579226382823,0.0013315579226382823,33.9,1
1261-3651-1,14013,-0.0013315579226391705,0.0013315579226391705,172.0,2
1261-3651-1,14016,-0.0013315579226391705,0.0013315579226391705,50.0,1
1261-3651-1,14720,-0.0013315579227577423,0.0013315579227577423,500.0,1
1261-3651-1,17010,-0.0013315579227084484,0.0013315579227084484,55.0,2
1261-3651-1,17420,-0.0013315579227271002,0.0013315579227271002,824.0,1
1261-3651-1,20900,-0.0013315579226285124,0.0013315579226285124,109.2,2
1261-3651-1,22811,-0.0013315579227288765,0.0013315579227288765,2.55,1
1261-3651-1,23610,-0.0013315579228647678,0.0013315579228647678,72.39,2
1261-3651-1,28810,-0.0013315579228647678,0.0013315579228647678,40.8,3
1261-3651-1,32060,-0.0013315579228780905,0.0013315579228780905,450.0,1
1261-3651-1,36210,-0.0013315579229473684,0.0013315579229473684,59.0,2
1261-3651-1,36411,-0.0013315579226755858,0.0013315579226755858,60.162,9
1261-3651-1,39420,-0.0013315579228233565,0.0013315579228233565,450.0,1
1261-3651-1,44731,-0.0013315579227581864,0.0013315579227581864,483.0,1
1261-3651-1,44732,-0.0013315579227430874,0.0013315579227430874,483.0,1
1261-3651-1,44733,-0.0013315579227404228,0.0013315579227404228,483.0,1
1261-3651-1,51911,-0.0013315579227253238,0.0013315579227253238,139.2,2
1261-3651-1,52610,-0.0013315579228381225,0.0013315579228381225,46.3,3
1261-3651-1,66094,-0.0013315579227253238,0.0013315579227253238,58.0,1
1261-3651-1,66096,-0.0013315579228345698,0.0013315579228345698,84.0,1
1261-3651-1,66123,-0.0013315579227506369,0.0013315579227506369,370.0,2
1261-3651-1,68090,-0.0013315579228674324,0.0013315579228674324,34.0,1
1261-3651-1,70010,-0.001331557922716442,0.001331557922716442,82.5,4
1261-3651-1,71011,-0.001331557922736426,0.001331557922736426,50.15,3
1261-3651-1,73500,-0.0013315579227324292,0.0013315579227324292,47.5,1
1261-3651-1,74011,-0.0013315579227346497,0.0013315579227346497,13.8,1
1261-3651-1,75010,-0.0013315579227306529,0.0013315579227306529,103.0,4
1261-3651-1,77210,-0.001331557922721327,0.001331557922721327,67.9,3
1261-3651-1,77212,-0.0013315579227222152,0.0013315579227222152,51.6,1
1261-3651-1,77511,-0.0013315579227346497,0.0013315579227346497,17.5,1
1261-3651-1,79010,-0.0013315579227204388,0.0013315579227204388,16.9,1
1261-3651-1,80710,-0.001331557922721327,0.001331557922721327,67.5,5
1261-3651-1,81810,-0.0013315579227284324,0.0013315579227284324,73.7,3
1261-3651-1,83011,-0.001331557922736426,0.001331557922736426,15.0,2
1261-3651-1,83510,-0.0013315579227284324,0.0013315579227284324,37.7,2
1261-3651-1,84412,-0.0013315579227279883,0.0013315579227279883,15.0,1
1261-3651-1,85510,-0.0013315579227248797,0.0013315579227248797,70.6,3
1261-3651-1,87510,-0.0013315579227248797,0.0013315579227248797,95.7,7
1261-3651-1,87900,-0.0013315579227324292,0.0013315579227324292,76.3,4
1261-3651-1,89210,-0.0013315579227288765,0.0013315579227288765,27.6,1
1261-3651-1,89510,-0.0013315579227284324,0.0013315579227284324,28.1,4
1261-3651-1,90210,-0.0013315579227306529,0.0013315579227306529,90.0,7
1271-1491-1,1021,0.00860831900047341,-0.00860831900047341,8.16,2
1271-1491-1,1061,-0.019536027786135612,0.019536027786135612,15.6,4
1271-1491-1,1121,0.011955990040539414,-0.011955990040539414,118.39000000000001,4
1271-1491-1,1131,0.008887323249902579,-0.008887323249902579,34.35,1
1271-1491-1,1141,0.007047417539491728,-0.007047417539491728,0.9,1
1271-1491-1,1231,0.011473068258407007,-0.011473068258407007,42.0,2
1271-1491-1,1251,0.007957626490722604,-0.007957626490722604,154.219,11
1271-1491-1,1281,0.00949941889096392,-0.00949941889096392,65.71000000000001,6
1271-1491-1,1311,0.00917219574713965,-0.00917219574713965,147.6,4
1271-1491-1,1341,-0.024253317677614662,0.024253317677614662,89.3,17
1271-1491-1,1381,0.00964670486401992,-0.00964670486401992,2.0,1
1271-1491-1,1401,-0.009669424551526149,0.009669424551526149,46.88999999999999,6
1271-1491-1,1431,0.012654891012007253,-0.012654891012007253,45.0,1
1271-1491-1,1441,0.009559857810574147,-0.009559857810574147,13.6,3
1271-1491-1,1461,0.009680940849084978,-0.009680940849084978,32.4,1
1271-1491-1,1481,0.010730886079309441,-0.010730886079309441,1.7,1
1271-1491-1,1511,0.008887323249869175,-0.008887323249869175,100.549,5
1271-1491-1,1521,0.0215878868863774,-0.0215878868863774,56.4,1
1271-1491-1,1551,0.009451721460641802,-0.009451721460641802,169.05,7
1271-1491-1,1571,-0.02409925578490826,0.02409925578490826,22.94,3
1271-1491-1,1631,-0.01954978652405759,0.01954978652405759,79.60300000000001,12
1271-1491-1,1651,0.008944480454708064,-0.008944480454708064,51.599999999999994,2
1271-1491-1,1661,-0.0036953890622127904,0.0036953890622127904,50.44,7
1271-1491-1,1671,0.02052005118885489,-0.02052005118885489,75.0,1
1271-1491-1,1751,0.009282299841163431,-0.009282299841163431,54.0,2
1271-1491-1,1821,0.0011858329585955072,-0.0011858329585955072,9.24,2
1271-1491-1,1831,0.0022006116123125625,-0.0022006116123125625,7.99,2
1271-1491-1,1841,0.011473068258412053,-0.011473068258412053,7.49,2
1271-1491-1,1881,0.00924312440353832,-0.00924312440353832,70.699,7
1271-1491-1,1901,0.01180633833436527,-0.01180633833436527,55.74,7
1271-1491-1,1931,-0.01735221260496086,0.01735221260496086,34.8,2
1271-1491-1,1971,0.009282299841167465,-0.009282299841167465,81.0,3
1271-1491-1,1991,0.011477246520833,-0.011477246520833,41.400000000000006,4
1271-1491-1,2101,-0.0771530861972162,0.0771530861972162,16.6,2
1271-1491-1,2111,0.0022006116124086914,-0.0022006116124086914,174.0,2
1271-1491-1,2131,0.00888732324990243,-0.00888732324990243,28.5,1
1271-1491-1,2141,0.010230536634067599,-0.010230536634067599,8.98,2
1271-1491-1,2151,0.008913334974377565,-0.008913334974377565,25.2,1
1271-1491-1,2171,0.0022006116123201025,-0.0022006116123201025,33.6,1
1271-1491-1,2181,-0.22497891417968444,0.22497891417968444,5.949999999999999,4
1271-1491-1,2221,0.009499418890912117,-0.009499418890912117,27.17,4
1271-1491-1,2225,0.009499452572001384,-0.009499452572001384,22.95,2
1271-1491-1,2231,0.008128996627722651,-0.008128996627722651,59.5,1
1271-1491-1,2241,0.009995597747217486,-0.009995597747217486,26.03,5
1271-1491-1,2281,-0.0018468688646135396,0.0018468688646135396,40.8,1
1271-1491-1,2331,0.0022006116123164977,-0.0022006116123164977,47.3,1
1271-1491-1,2391,0.009573217185656412,-0.009573217185656412,36.0,1
1271-1491-1,2401,0.02158788688637834,-0.02158788688637834,79.2,1
1271-1491-1,2601,-0.015003736544407715,0.015003736544407715,75.6,2
1271-1491-1,2651,0.013042333775111742,-0.013042333775111742,49.5,1
1271-1491-1,2671,-0.019549786524060444,0.019549786524060444,82.0,3
1271-1491-1,2701,0.029331287815981443,-0.029331287815981443,0.5,1
1271-1491-1,2731,0.009282299841167931,-0.009282299841167931,29.8,2
1271-1491-1,2742,0.01092183911965015,-0.01092183911965015,450.0,1
1271-1491-1,2771,0.009282299841165121,-0.009282299841165121,74.215,4
1271-1491-1,2821,-0.0425673819251946,0.0425673819251946,8.0,2
1271-1491-1,2881,0.009243124403436291,-0.009243124403436291,26.0,1
1271-1491-1,3101,0.009267570507699822,-0.009267570507699822,35.95,1
1271-1491-1,3221,0.00961839077063297,-0.00961839077063297,0.85,1
1271-1491-1,3251,0.00897126568421011,-0.00897126568421011,83.15,4
1271-1491-1,3301,0.009165659504056718,-0.009165659504056718,13.85,2
1271-1491-1,3311,0.024266417668235413,-0.024266417668235413,110.2,1
1271-1491-1,3391,0.00917219574713926,-0.00917219574713926,105.0,1
1271-1491-1,3461,0.008888325728119187,-0.008888325728119187,18.0,1
1271-1491-1,3481,0.008888325728119253,-0.008888325728119253,37.0,1
1271-1491-1,3491,-0.06276900150636988,0.06276900150636988,48.9,1
1271-1491-1,3501,0.003943146873736678,-0.003943146873736678,9.55,2
1271-1491-1,3511,0.03487534425362824,-0.03487534425362824,97.5,2
1271-1491-1,3561,-0.06321296627104982,0.06321296627104982,33.1,1
1271-1491-1,3571,0.010661517949183696,-0.010661517949183696,34.0,1
1271-1491-1,3581,-0.02379789957652377,0.02379789957652377,60.27,7
1271-1491-1,3591,-0.023879110496638333,0.023879110496638333,30.5,1
1271-1491-1,3621,0.009434833847203441,-0.009434833847203441,68.4,2
1271-1491-1,3801,0.009673575488277204,-0.009673575488277204,1.7,1
1271-1491-1,3821,-0.08858070750801009,0.08858070750801009,68.698,7
1271-1491-1,3881,0.009469065830145857,-0.009469065830145857,24.0,1
1271-1491-1,3891,0.009499418890912006,-0.009499418890912006,67.89999999999999,2
1271-1491-1,3941,0.008456902128659493,-0.008456902128659493,17.25,1
1271-1491-1,4041,-0.013973149495151842,0.013973149495151842,6.0,1
1271-1491-1,4071,-0.02389006938046573,0.02389006938046573,84.96,3
1271-1491-1,4091,-0.024193978161338798,0.024193978161338798,95.25,4
1271-1491-1,4121,0.03398716873409326,-0.03398716873409326,60.0,1
1271-1491-1,4261,0.008984244095210302,-0.008984244095210302,14.69,6
1271-1491-1,4361,0.00903612237116119,-0.00903612237116119,9.0,1
1271-1491-1,4371,-0.015276876541872184,0.015276876541872184,77.3,4
1271-1491-1,4391,0.02034676723236466,-0.02034676723236466,50.0,1
1271-1491-1,4481,0.015065544831146081,-0.015065544831146081,54.20099999999999,2
1271-1491-1,4671,0.003943146873737187,-0.003943146873737187,90.0,1
1271-1491-1,4681,0.00887695976963071,-0.00887695976963071,32.49,3
1271-1491-1,4701,0.003930347871277384,-0.003930347871277384,4.99,1
1271-1491-1,4781,-0.07031082523219143,0.07031082523219143,78.62,3
1271-1491-1,4951,0.0022006116123928533,-0.0022006116123928533,46.1,4
1271-1491-1,4961,-0.06241822882397792,0.06241822882397792,28.017,3
1271-1491-1,4981,-0.019020891413009104,0.019020891413009104,17.73,3
1271-1491-1,4991,-0.023797899576519878,0.023797899576519878,63.25,10
1271-1491-1,5001,0.007474886530890642,-0.007474886530890642,7.65,1
1271-1491-1,5081,0.010303375991819548,-0.010303375991819548,105.0,1
1271-1491-1,5191,-0.024099255784989917,0.024099255784989917,29.9,1
1271-1491-1,5221,0.008314509437689455,-0.008314509437689455,31.0,3
1271-1491-1,5241,-0.013973149495151627,0.013973149495151627,19.2,1
1271-1491-1,5261,0.008925987311842198,-0.008925987311842198,26.5,7
1271-1491-1,5271,0.009325820215857518,-0.009325820215857518,59.08,3
1271-1491-1,5274,0.009326178996781337,-0.009326178996781337,115.08,3
1271-1491-1,5281,0.008971265684210037,-0.008971265684210037,47.56,6
1271-1491-1,5301,0.009434833847202973,-0.009434833847202973,41.8,5
1271-1491-1,5341,-0.01552666391573072,0.01552666391573072,12.040000000000001,3
1271-1491-1,5361,-0.02379789957652023,0.02379789957652023,44.69,6
1271-1491-1,5381,0.009479737232170396,-0.009479737232170396,4.6,2
1271-1491-1,5441,0.01077234610423239,-0.01077234610423239,18.53,3
1271-1491-1,5501,0.011261717021255899,-0.011261717021255899,38.9,3
1271-1491-1,6201,0.009282299841165957,-0.009282299841165957,156.84,2
1271-1491-1,6931,0.01013498806357808,-0.01013498806357808,20.0,1
1271-1491-1,11261,0.011953753087006469,-0.011953753087006469,800.0,1
1271-1491-1,11310,0.008887323249902613,-0.008887323249902613,23.15,1
1271-1491-1,14010,-0.009669424551525908,0.009669424551525908,33.9,1
1271-1491-1,14013,-0.009669424551525953,0.009669424551525953,172.0,2
1271-1491-1,14016,-0.009669424551525689,0.009669424551525689,50.0,1
1271-1491-1,14720,0.02881875515831164,-0.02881875515831164,500.0,1
1271-1491-1,17010,-0.02447187009331948,0.02447187009331948,55.0,2
1271-1491-1,17420,0.012579108093492308,-0.012579108093492308,824.0,1
1271-1491-1,20900,0.002200611612318566,-0.002200611612318566,109.2,2
1271-1491-1,22811,-0.0018448195074100575,0.0018448195074100575,2.55,1
1271-1491-1,23610,0.007475774430957098,-0.007475774430957098,72.39,2
1271-1491-1,28810,0.009172195747138831,-0.009172195747138831,40.8,3
1271-1491-1,32060,0.009685005690856625,-0.009685005690856625,450.0,1
1271-1491-1,36210,0.009434833847203521,-0.009434833847203521,59.0,2
1271-1491-1,36411,0.011477246520834011,-0.011477246520834011,60.162,9
1271-1491-1,39420,0.008842159135002182,-0.008842159135002182,450.0,1
1271-1491-1,44731,0.02852871049967388,-0.02852871049967388,483.0,1
1271-1491-1,44732,0.013443481839656055,-0.013443481839656055,483.0,1
1271-1491-1,44733,0.013443481839656189,-0.013443481839656189,483.0,1
1271-1491-1,51911,-0.024193628626072956,0.024193628626072956,139.2,2
1271-1491-1,52610,0.00888732324989247,-0.00888732324989247,46.3,3
1271-1491-1,66094,-0.0025623783027113314,0.0025623783027113314,58.0,1
1271-1491-1,66096,0.008984244095228435,-0.008984244095228435,84.0,1
1271-1491-1,66123,-0.022232999607597767,0.022232999607597767,370.0,2
1271-1491-1,68090,0.010134988063577387,-0.010134988063577387,34.0,1
1271-1491-1,70010,-0.02816464769071284,0.02816464769071284,82.5,4
1271-1491-1,71011,-0.021219054828189022,0.021219054828189022,50.15,3
1271-1491-1,73500,-0.02141543546710707,0.02141543546710707,47.5,1
1271-1491-1,74011,-0.021193693243711096,0.021193693243711096,13.8,1
1271-1491-1,75010,-0.021587125941873637,0.021587125941873637,103.0,4
1271-1491-1,77210,-0.025279609709122054,0.025279609709122054,67.9,3
1271-1491-1,77212,-0.025279609709122044,0.025279609709122044,51.6,1
1271-1491-1,77511,-0.021776127056865584,0.021776127056865584,17.5,1
1271-1491-1,79010,-0.028164647690715465,0.028164647690715465,16.9,1
1271-1491-1,80710,-0.02345436045129951,0.02345436045129951,67.5,5
1271-1491-1,81810,-0.02236263471421786,0.02236263471421786,73.7,3
1271-1491-1,83011,-0.02120508149352704,0.02120508149352704,15.0,2
1271-1491-1,83510,-0.021666758169779147,0.021666758169779147,37.7,2
1271-1491-1,84412,-0.021789271060019506,0.021789271060019506,15.0,1
1271-1491-1,85510,-0.024203281219264322,0.024203281219264322,70.6,3
1271-1491-1,87510,-0.02420328121926662,0.02420328121926662,95.7,7
1271-1491-1,87900,-0.02141543546710882,0.02141543546710882,76.3,4
1271-1491-1,89210,-0.022362634714217736,0.022362634714217736,27.6,1
1271-1491-1,89510,-0.022799947993339988,0.022799947993339988,28.1,4
1271-1491-1,90210,-0.022995235492899866,0.022995235492899866,90.0,7
1271-2041-1,1021,-0.009939876923184163,0.009939876923184163,8.16,2
1271-2041-1,1061,0.018204469863357407,-0.018204469863357407,15.6,4
1271-2041-1,1121,-0.013287547963433097,0.013287547963433097,118.39000000000001,4
1271-2041-1,1131,-0.01021888117267145,0.01021888117267145,34.35,1
1271-2041-1,1141,-0.008378975462242378,0.008378975462242378,0.9,1
1271-2041-1,1231,-0.012804626181317655,0.012804626181317655,42.0,2
1271-2041-1,1251,-0.009289184413354632,0.009289184413354632,154.219,11
1271-2041-1,1281,-0.010830976813373437,0.010830976813373437,65.71000000000001,6
1271-2041-1,1311,-0.01050375366978946,0.01050375366978946,147.6,4
1271-2041-1,1341,0.02292175975476662,-0.02292175975476662,89.3,17
1271-2041-1,1381,-0.010978262786627363,0.010978262786627363,2.0,1
1271-2041-1,1401,0.008337866628711742,-0.008337866628711742,46.88999999999999,6
1271-2041-1,1431,-0.013986448934740419,0.013986448934740419,45.0,1
1271-2041-1,1441,-0.01089141573313129,0.01089141573313129,13.6,3
1271-2041-1,1461,-0.011012498771726935,0.011012498771726935,32.4,1
1271-2041-1,1481,-0.012062444002057908,0.012062444002057908,1.7,1
1271-2041-1,1511,-0.010218881172638842,0.010218881172638842,100.549,5
1271-2041-1,1521,-0.022919444809180713,0.022919444809180713,56.4,1
1271-2041-1,1551,-0.010783279383261755,0.010783279383261755,169.05,7
1271-2041-1,1571,0.02276769786206848,-0.02276769786206848,22.94,3
1271-2041-1,1631,0.018218228601283554,-0.018218228601283554,79.60300000000001,12
1271-2041-1,1651,-0.010276038377437218,0.010276038377437218,51.599999999999994,2
1271-2041-1,1661,0.0023638311394557614,-0.0023638311394557614,50.44,7
1271-2041-1,1671,-0.021851609111666462,0.021851609111666462,75.0,1
1271-2041-1,1751,-0.010613857763820482,0.010613857763820482,54.0,2
1271-2041-1,1821,-0.0025173908813522178,0.0025173908813522178,9.24,2
1271-2041-1,1831,-0.0035321695350979776,0.0035321695350979776,7.99,2
1271-2041-1,1841,-0.012804626181299149,0.012804626181299149,7.49,2
1271-2041-1,1881,-0.010574682326272514,0.010574682326272514,70.699,7
1271-2041-1,1901,-0.013137896257128587,0.013137896257128587,55.74,7
1271-2041-1,1931,0.01602065468212046,-0.01602065468212046,34.8,2
1271-2041-1,1971,-0.010613857763819167,0.010613857763819167,81.0,3
1271-2041-1,1991,-0.01280880444370193,0.01280880444370193,41.400000000000006,4
1271-2041-1,2101,0.07582152827441468,-0.07582152827441468,16.6,2
1271-2041-1,2111,-0.0035321695351643867,0.0035321695351643867,174.0,2
1271-2041-1,2131,-0.01021888117267161,0.01021888117267161,28.5,1
1271-2041-1,2141,-0.011562094556738112,0.011562094556738112,8.98,2
1271-2041-1,2151,-0.01024489289710942,0.01024489289710942,25.2,1
1271-2041-1,2171,-0.0035321695351052873,0.0035321695351052873,33.6,1
1271-2041-1,2181,0.2236473562569301,-0.2236473562569301,5.949999999999999,4
1271-2041-1,2221,-0.010830976813460855,0.010830976813460855,27.17,4
1271-2041-1,2225,-0.01083101049455016,0.01083101049455016,22.95,2
1271-2041-1,2231,-0.009460554550313353,0.009460554550313353,59.5,1
1271-2041-1,2241,-0.011327155669953733,0.011327155669953733,26.03,5
1271-2041-1,2281,0.000515310941859591,-0.000515310941859591,40.8,1
1271-2041-1,2331,-0.0035321695351064612,0.0035321695351064612,47.3,1
1271-2041-1,2391,-0.010904775108365834,0.010904775108365834,36.0,1
1271-2041-1,2401,-0.02291944480918253,0.02291944480918253,79.2,1
1271-2041-1,2601,0.013672178621534808,-0.013672178621534808,75.6,2
1271-2041-1,2651,-0.014373891697863917,0.014373891697863917,49.5,1
1271-2041-1,2671,0.018218228601285642,-0.018218228601285642,82.0,3
1271-2041-1,2701,-0.030662845738780156,0.030662845738780156,0.5,1
1271-2041-1,2731,-0.01061385776381969,0.01061385776381969,29.8,2
1271-2041-1,2742,-0.01225339704241491,0.01225339704241491,450.0,1
1271-2041-1,2771,-0.010613857763818563,0.010613857763818563,74.215,4
