scenario,outage,hour,kind,n_over,worst_branch,worst_kind,over_MW,worst_pct,wind_avail_MW,eir_cleared,eir_mw,eir_nodes,eir_new_overloads,eir_new_MW,eir_worsened,eir_resid_MW,eir_worst_new_pct,eir_max_load_pct,blind_cleared,blind_mw,blind_nodes,blind_new_overloads,blind_new_MW,blind_worsened,blind_resid_MW,blind_worst_new_pct,blind_max_load_pct,sum_cleared,sum_mw,sum_nodes,sum_new_overloads,sum_new_MW,sum_worsened,sum_resid_MW,sum_worst_new_pct,sum_max_load_pct,need_cleared,need_mw,need_nodes,need_new_overloads,need_new_MW,need_worsened,need_resid_MW,need_worst_new_pct,need_max_load_pct,mmx_cleared,mmx_mw,mmx_nodes,mmx_new_overloads,mmx_new_MW,mmx_worsened,mmx_resid_MW,mmx_worst_new_pct,mmx_max_load_pct,bvet_cleared,bvet_mw,bvet_nodes,bvet_new_overloads,bvet_new_MW,bvet_worsened,bvet_resid_MW,bvet_worst_new_pct,bvet_max_load_pct,nvet_cleared,nvet_mw,nvet_nodes,nvet_new_overloads,nvet_new_MW,nvet_worsened,nvet_resid_MW,nvet_worst_new_pct,nvet_max_load_pct,svet_cleared,svet_mw,svet_nodes,svet_new_overloads,svet_new_MW,svet_worsened,svet_resid_MW,svet_worst_new_pct,svet_max_load_pct,oldstep_cleared,oldstep_mw,oldstep_nodes,oldstep_new_overloads,oldstep_new_MW,oldstep_worsened,oldstep_resid_MW,oldstep_worst_new_pct,oldstep_max_load_pct,stale_cleared,stale_mw,stale_nodes,stale_new_overloads,stale_new_MW,stale_worsened,stale_resid_MW,stale_worst_new_pct,stale_max_load_pct,roster_cleared,roster_mw,roster_nodes,roster_new_overloads,roster_new_MW,roster_worsened,roster_resid_MW,roster_worst_new_pct,roster_max_load_pct,gper_cleared,gper_mw,gper_nodes,gper_new_overloads,gper_new_MW,gper_worsened,gper_resid_MW,gper_worst_new_pct,gper_max_load_pct,gnet_cleared,gnet_mw,gnet_nodes,gnet_new_overloads,gnet_new_MW,gnet_worsened,gnet_resid_MW,gnet_worst_new_pct,gnet_max_load_pct,gperv_cleared,gperv_mw,gperv_nodes,gperv_new_overloads,gperv_new_MW,gperv_worsened,gperv_resid_MW,gperv_worst_new_pct,gperv_max_load_pct,gnetv_cleared,gnetv_mw,gnetv_nodes,gnetv_new_overloads,gnetv_new_MW,gnetv_worsened,gnetv_resid_MW,gnetv_worst_new_pct,gnetv_max_load_pct,lp_cleared,lp_mw,lp_nodes,lp_new_overloads,lp_new_MW,lp_worsened,lp_resid_MW,lp_worst_new_pct,lp_max_load_pct,lp_feasible
WP2033,1701-5041-1,29,Line,1,5041-17010-2,Line,46.977,122.37,645.0,1,160.73,10,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,162.252,5,0,0.0,0,0.0,0.0,99.89,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,160.73,10,0,0.0,0,0.0,0.0,100.1,1,160.73,10,0,0.0,0,0.0,0.0,100.1,1,160.73,10,0,0.0,0,0.0,0.0,100.1,1,160.73,10,0,0.0,0,0.0,0.0,100.1,1,160.73,6,0,0.0,0,0.0,0.0,100.1,1
WP2033,1701-5041-1,30,Line,1,5041-17010-2,Line,44.127,121.01,538.4,1,150.937,10,0,0.0,0,0.0,0.0,100.1,1,150.937,5,0,0.0,0,0.0,0.0,100.1,1,150.937,5,0,0.0,0,0.0,0.0,100.1,1,150.937,5,0,0.0,0,0.0,0.0,100.1,1,150.937,5,0,0.0,0,0.0,0.0,100.1,1,150.937,5,0,0.0,0,0.0,0.0,100.1,1,150.937,5,0,0.0,0,0.0,0.0,100.1,1,150.937,5,0,0.0,0,0.0,0.0,100.1,1,150.937,5,0,0.0,0,0.0,0.0,100.1,1,155.442,5,0,0.0,0,0.0,0.0,99.48,1,150.937,5,0,0.0,0,0.0,0.0,100.1,1,150.937,10,0,0.0,0,0.0,0.0,100.1,1,150.937,10,0,0.0,0,0.0,0.0,100.1,1,150.937,10,0,0.0,0,0.0,0.0,100.1,1,150.937,10,0,0.0,0,0.0,0.0,100.1,1,150.937,6,0,0.0,0,0.0,0.0,100.1,1
WP2033,1701-5041-1,59,Line,1,5041-17010-2,Line,39.436,118.78,659.7,1,134.814,10,0,0.0,0,0.0,0.0,100.1,1,134.814,4,0,0.0,0,0.0,0.0,100.1,1,134.814,4,0,0.0,0,0.0,0.0,100.1,1,134.814,4,0,0.0,0,0.0,0.0,100.1,1,134.814,4,0,0.0,0,0.0,0.0,100.1,1,134.814,4,0,0.0,0,0.0,0.0,100.1,1,134.814,4,0,0.0,0,0.0,0.0,100.1,1,134.814,4,0,0.0,0,0.0,0.0,100.1,1,134.814,4,0,0.0,0,0.0,0.0,100.1,1,139.405,4,0,0.0,0,0.0,0.0,99.46,1,134.814,4,0,0.0,0,0.0,0.0,100.1,1,134.814,10,0,0.0,0,0.0,0.0,100.1,1,134.814,10,0,0.0,0,0.0,0.0,100.1,1,134.814,10,0,0.0,0,0.0,0.0,100.1,1,134.814,10,0,0.0,0,0.0,0.0,100.1,1,134.814,5,0,0.0,0,0.0,0.0,100.1,1
WP2033,1701-5041-1,67,Line,1,5041-17010-2,Line,9.166,104.36,489.9,1,30.779,10,0,0.0,0,0.0,0.0,100.1,1,30.779,2,0,0.0,0,0.0,0.0,100.1,1,30.779,2,0,0.0,0,0.0,0.0,100.1,1,30.779,2,0,0.0,0,0.0,0.0,100.1,1,30.779,2,0,0.0,0,0.0,0.0,100.1,1,30.779,2,0,0.0,0,0.0,0.0,100.1,1,30.779,2,0,0.0,0,0.0,0.0,100.1,1,30.779,2,0,0.0,0,0.0,0.0,100.1,1,30.779,2,0,0.0,0,0.0,0.0,100.1,1,34.851,2,0,0.0,0,0.0,0.0,99.54,1,30.779,2,0,0.0,0,0.0,0.0,100.1,1,30.779,10,0,0.0,0,0.0,0.0,100.1,1,30.779,10,0,0.0,0,0.0,0.0,100.1,1,30.779,10,0,0.0,0,0.0,0.0,100.1,1,30.779,10,0,0.0,0,0.0,0.0,100.1,1,30.779,3,0,0.0,0,0.0,0.0,100.1,1
WP2033,1701-5041-1,68,Line,1,5041-17010-2,Line,46.977,122.37,555.4,1,160.73,10,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,165.947,5,0,0.0,0,0.0,0.0,99.38,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,160.73,10,0,0.0,0,0.0,0.0,100.1,1,160.73,10,0,0.0,0,0.0,0.0,100.1,1,160.73,10,0,0.0,0,0.0,0.0,100.1,1,160.73,10,0,0.0,0,0.0,0.0,100.1,1,160.73,6,0,0.0,0,0.0,0.0,100.1,1
WP2033,1701-5041-1,69,Line,1,5041-17010-2,Line,46.977,122.37,555.5,1,160.73,10,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,162.815,5,0,0.0,0,0.0,0.0,99.81,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,160.73,10,0,0.0,0,0.0,0.0,100.1,1,160.73,10,0,0.0,0,0.0,0.0,100.1,1,160.73,10,0,0.0,0,0.0,0.0,100.1,1,160.73,10,0,0.0,0,0.0,0.0,100.1,1,160.73,6,0,0.0,0,0.0,0.0,100.1,1
WP2033,1701-5041-1,70,Line,1,5041-17010-2,Line,4.802,102.29,487.5,1,15.782,10,0,0.0,0,0.0,0.0,100.1,1,15.782,2,0,0.0,0,0.0,0.0,100.1,1,15.782,2,0,0.0,0,0.0,0.0,100.1,1,15.782,2,0,0.0,0,0.0,0.0,100.1,1,15.782,2,0,0.0,0,0.0,0.0,100.1,1,15.782,2,0,0.0,0,0.0,0.0,100.1,1,15.782,2,0,0.0,0,0.0,0.0,100.1,1,15.782,2,0,0.0,0,0.0,0.0,100.1,1,15.782,2,0,0.0,0,0.0,0.0,100.1,1,17.066,2,0,0.0,0,0.0,0.0,99.92,1,15.782,2,0,0.0,0,0.0,0.0,100.1,1,15.782,10,0,0.0,0,0.0,0.0,100.1,1,15.782,10,0,0.0,0,0.0,0.0,100.1,1,15.782,10,0,0.0,0,0.0,0.0,100.1,1,15.782,10,0,0.0,0,0.0,0.0,100.1,1,15.782,2,0,0.0,0,0.0,0.0,100.1,1
WP2033,1701-5041-1,105,Line,1,5041-17010-2,Line,26.564,112.65,463.3,1,90.574,10,0,0.0,0,0.0,0.0,100.1,1,90.574,4,0,0.0,0,0.0,0.0,100.1,1,90.574,4,0,0.0,0,0.0,0.0,100.1,1,90.574,4,0,0.0,0,0.0,0.0,100.1,1,90.574,4,0,0.0,0,0.0,0.0,100.1,1,90.574,4,0,0.0,0,0.0,0.0,100.1,1,90.574,4,0,0.0,0,0.0,0.0,100.1,1,90.574,4,0,0.0,0,0.0,0.0,100.1,1,90.574,4,0,0.0,0,0.0,0.0,100.1,1,94.992,4,0,0.0,0,0.0,0.0,99.49,1,90.574,4,0,0.0,0,0.0,0.0,100.1,1,90.574,10,0,0.0,0,0.0,0.0,100.1,1,90.574,10,0,0.0,0,0.0,0.0,100.1,1,90.574,10,0,0.0,0,0.0,0.0,100.1,1,90.574,10,0,0.0,0,0.0,0.0,100.1,1,90.574,4,0,0.0,0,0.0,0.0,100.1,1
WP2033,1701-5041-1,106,Line,1,5041-17010-2,Line,46.977,122.37,556.7,1,160.73,10,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,164.616,5,0,0.0,0,0.0,0.0,99.56,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,160.73,10,0,0.0,0,0.0,0.0,100.1,1,160.73,10,0,0.0,0,0.0,0.0,100.1,1,160.73,10,0,0.0,0,0.0,0.0,100.1,1,160.73,10,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1
WP2033,1701-5041-1,107,Line,1,5041-17010-2,Line,46.977,122.37,520.2,1,160.73,10,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,166.645,5,0,0.0,0,0.0,0.0,99.28,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,160.73,10,0,0.0,0,0.0,0.0,100.1,1,160.73,10,0,0.0,0,0.0,0.0,100.1,1,160.73,10,0,0.0,0,0.0,0.0,100.1,1,160.73,10,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1
WP2033,1701-5041-1,111,Line,1,5041-17010-2,Line,8.678,104.13,441.4,1,29.104,10,0,0.0,0,0.0,0.0,100.1,1,29.104,2,0,0.0,0,0.0,0.0,100.1,1,29.104,2,0,0.0,0,0.0,0.0,100.1,1,29.104,2,0,0.0,0,0.0,0.0,100.1,1,29.104,2,0,0.0,0,0.0,0.0,100.1,1,29.104,2,0,0.0,0,0.0,0.0,100.1,1,29.104,2,0,0.0,0,0.0,0.0,100.1,1,29.104,2,0,0.0,0,0.0,0.0,100.1,1,29.104,2,0,0.0,0,0.0,0.0,100.1,1,32.248,2,0,0.0,0,0.0,0.0,99.66,1,29.104,2,0,0.0,0,0.0,0.0,100.1,1,29.104,10,0,0.0,0,0.0,0.0,100.1,1,29.104,10,0,0.0,0,0.0,0.0,100.1,1,29.104,10,0,0.0,0,0.0,0.0,100.1,1,29.104,10,0,0.0,0,0.0,0.0,100.1,1,29.104,2,0,0.0,0,0.0,0.0,100.1,1
WP2033,1701-5041-1,112,Line,1,5041-17010-2,Line,15.298,107.28,423.5,1,51.854,10,0,0.0,0,0.0,0.0,100.1,1,51.854,2,0,0.0,0,0.0,0.0,100.1,1,51.854,2,0,0.0,0,0.0,0.0,100.1,1,51.854,2,0,0.0,0,0.0,0.0,100.1,1,51.854,2,0,0.0,0,0.0,0.0,100.1,1,51.854,2,0,0.0,0,0.0,0.0,100.1,1,51.854,2,0,0.0,0,0.0,0.0,100.1,1,51.854,2,0,0.0,0,0.0,0.0,100.1,1,51.854,2,0,0.0,0,0.0,0.0,100.1,1,52.631,2,0,0.0,0,0.0,0.0,99.99,1,51.854,2,0,0.0,0,0.0,0.0,100.1,1,51.854,10,0,0.0,0,0.0,0.0,100.1,1,51.854,10,0,0.0,0,0.0,0.0,100.1,1,51.854,10,0,0.0,0,0.0,0.0,100.1,1,51.854,10,0,0.0,0,0.0,0.0,100.1,1,51.854,4,0,0.0,0,0.0,0.0,100.1,1
WP2033,1701-5041-1,113,Line,1,5041-17010-2,Line,46.977,122.37,661.2,1,160.73,10,0,0.0,0,0.0,0.0,100.1,1,160.73,4,0,0.0,0,0.0,0.0,100.1,1,160.73,4,0,0.0,0,0.0,0.0,100.1,1,160.73,4,0,0.0,0,0.0,0.0,100.1,1,160.73,4,0,0.0,0,0.0,0.0,100.1,1,160.73,4,0,0.0,0,0.0,0.0,100.1,1,160.73,4,0,0.0,0,0.0,0.0,100.1,1,160.73,4,0,0.0,0,0.0,0.0,100.1,1,160.73,4,0,0.0,0,0.0,0.0,100.1,1,170.649,4,0,0.0,0,0.0,0.0,98.73,1,160.73,4,0,0.0,0,0.0,0.0,100.1,1,160.73,10,0,0.0,0,0.0,0.0,100.1,1,160.73,10,0,0.0,0,0.0,0.0,100.1,1,160.73,10,0,0.0,0,0.0,0.0,100.1,1,160.73,10,0,0.0,0,0.0,0.0,100.1,1,160.73,4,0,0.0,0,0.0,0.0,100.1,1
WP2033,1701-5041-1,114,Line,1,5041-17010-2,Line,38.921,118.53,693.9,1,133.044,9,0,0.0,0,0.0,0.0,100.1,1,133.044,3,0,0.0,0,0.0,0.0,100.1,1,133.044,3,0,0.0,0,0.0,0.0,100.1,1,133.044,3,0,0.0,0,0.0,0.0,100.1,1,133.044,3,0,0.0,0,0.0,0.0,100.1,1,133.044,3,0,0.0,0,0.0,0.0,100.1,1,133.044,3,0,0.0,0,0.0,0.0,100.1,1,133.044,3,0,0.0,0,0.0,0.0,100.1,1,133.044,3,0,0.0,0,0.0,0.0,100.1,1,137.898,3,0,0.0,0,0.0,0.0,99.43,1,133.044,3,0,0.0,0,0.0,0.0,100.1,1,133.044,9,0,0.0,0,0.0,0.0,100.1,1,133.044,9,0,0.0,0,0.0,0.0,100.1,1,133.044,9,0,0.0,0,0.0,0.0,100.1,1,133.044,9,0,0.0,0,0.0,0.0,100.1,1,133.044,5,0,0.0,0,0.0,0.0,100.1,1
WP2033,1701-5041-1,115,Line,1,5041-17010-2,Line,5.909,102.81,689.8,1,19.587,7,0,0.0,0,0.0,0.0,100.1,1,19.587,1,0,0.0,0,0.0,0.0,100.1,1,19.587,1,0,0.0,0,0.0,0.0,100.1,1,19.587,1,0,0.0,0,0.0,0.0,100.1,1,19.587,1,0,0.0,0,0.0,0.0,100.1,1,19.587,1,0,0.0,0,0.0,0.0,100.1,1,19.587,1,0,0.0,0,0.0,0.0,100.1,1,19.587,1,0,0.0,0,0.0,0.0,100.1,1,19.587,1,0,0.0,0,0.0,0.0,100.1,1,20.644,1,0,0.0,0,0.0,0.0,99.95,1,19.587,1,0,0.0,0,0.0,0.0,100.1,1,19.587,7,0,0.0,0,0.0,0.0,100.1,1,19.587,7,0,0.0,0,0.0,0.0,100.1,1,19.587,7,0,0.0,0,0.0,0.0,100.1,1,19.587,7,0,0.0,0,0.0,0.0,100.1,1,19.587,1,0,0.0,0,0.0,0.0,100.1,1
WP2033,1701-5041-1,116,Line,1,5041-17010-2,Line,8.897,104.24,686.9,1,29.855,8,0,0.0,0,0.0,0.0,100.1,1,29.855,2,0,0.0,0,0.0,0.0,100.1,1,29.855,2,0,0.0,0,0.0,0.0,100.1,1,29.855,2,0,0.0,0,0.0,0.0,100.1,1,29.855,2,0,0.0,0,0.0,0.0,100.1,1,29.855,2,0,0.0,0,0.0,0.0,100.1,1,29.855,2,0,0.0,0,0.0,0.0,100.1,1,29.855,2,0,0.0,0,0.0,0.0,100.1,1,29.855,2,0,0.0,0,0.0,0.0,100.1,1,31.922,2,0,0.0,0,0.0,0.0,99.81,1,29.855,2,0,0.0,0,0.0,0.0,100.1,1,29.855,8,0,0.0,0,0.0,0.0,100.1,1,29.855,8,0,0.0,0,0.0,0.0,100.1,1,29.855,8,0,0.0,0,0.0,0.0,100.1,1,29.855,8,0,0.0,0,0.0,0.0,100.1,1,29.855,1,0,0.0,0,0.0,0.0,100.1,1
WP2033,1701-5041-1,117,Line,1,5041-17010-2,Line,14.393,106.85,685.4,1,48.746,7,0,0.0,0,0.0,0.0,100.1,1,48.746,2,0,0.0,0,0.0,0.0,100.1,1,48.746,2,0,0.0,0,0.0,0.0,100.1,1,48.746,2,0,0.0,0,0.0,0.0,100.1,1,48.746,2,0,0.0,0,0.0,0.0,100.1,1,48.746,2,0,0.0,0,0.0,0.0,100.1,1,48.746,2,0,0.0,0,0.0,0.0,100.1,1,48.746,2,0,0.0,0,0.0,0.0,100.1,1,48.746,2,0,0.0,0,0.0,0.0,100.1,1,55.039,2,0,0.0,0,0.0,0.0,99.23,1,48.746,2,0,0.0,0,0.0,0.0,100.1,1,48.746,7,0,0.0,0,0.0,0.0,100.1,1,48.746,7,0,0.0,0,0.0,0.0,100.1,1,48.746,7,0,0.0,0,0.0,0.0,100.1,1,48.746,7,0,0.0,0,0.0,0.0,100.1,1,48.746,3,0,0.0,0,0.0,0.0,100.1,1
WP2033,1701-5041-1,118,Line,1,5041-17010-2,Line,18.567,108.84,685.2,1,63.09,8,0,0.0,0,0.0,0.0,100.1,1,63.09,2,0,0.0,0,0.0,0.0,100.1,1,63.09,2,0,0.0,0,0.0,0.0,100.1,1,63.09,2,0,0.0,0,0.0,0.0,100.1,1,63.09,2,0,0.0,0,0.0,0.0,100.1,1,63.09,2,0,0.0,0,0.0,0.0,100.1,1,63.09,2,0,0.0,0,0.0,0.0,100.1,1,63.09,2,0,0.0,0,0.0,0.0,100.1,1,63.09,2,0,0.0,0,0.0,0.0,100.1,1,69.858,2,0,0.0,0,0.0,0.0,99.16,1,63.09,2,0,0.0,0,0.0,0.0,100.1,1,63.09,8,0,0.0,0,0.0,0.0,100.1,1,63.09,8,0,0.0,0,0.0,0.0,100.1,1,63.09,8,0,0.0,0,0.0,0.0,100.1,1,63.09,8,0,0.0,0,0.0,0.0,100.1,1,63.09,3,0,0.0,0,0.0,0.0,100.1,1
WP2033,1701-5041-1,119,Line,1,5041-17010-2,Line,22.067,110.51,687.6,1,75.118,8,0,0.0,0,0.0,0.0,100.1,1,75.118,3,0,0.0,0,0.0,0.0,100.1,1,75.118,3,0,0.0,0,0.0,0.0,100.1,1,75.118,3,0,0.0,0,0.0,0.0,100.1,1,75.118,3,0,0.0,0,0.0,0.0,100.1,1,75.118,3,0,0.0,0,0.0,0.0,100.1,1,75.118,3,0,0.0,0,0.0,0.0,100.1,1,75.118,3,0,0.0,0,0.0,0.0,100.1,1,75.118,3,0,0.0,0,0.0,0.0,100.1,1,76.276,3,0,0.0,0,0.0,0.0,99.94,1,75.118,3,0,0.0,0,0.0,0.0,100.1,1,75.118,8,0,0.0,0,0.0,0.0,100.1,1,75.118,8,0,0.0,0,0.0,0.0,100.1,1,75.118,8,0,0.0,0,0.0,0.0,100.1,1,75.118,8,0,0.0,0,0.0,0.0,100.1,1,75.118,3,0,0.0,0,0.0,0.0,100.1,1
WP2033,1701-5041-1,120,Line,1,5041-17010-2,Line,46.977,122.37,691.9,1,160.73,9,0,0.0,0,0.0,0.0,100.1,1,160.73,4,0,0.0,0,0.0,0.0,100.1,1,160.73,4,0,0.0,0,0.0,0.0,100.1,1,160.73,4,0,0.0,0,0.0,0.0,100.1,1,160.73,4,0,0.0,0,0.0,0.0,100.1,1,160.73,4,0,0.0,0,0.0,0.0,100.1,1,160.73,4,0,0.0,0,0.0,0.0,100.1,1,160.73,4,0,0.0,0,0.0,0.0,100.1,1,160.73,4,0,0.0,0,0.0,0.0,100.1,1,162.354,4,0,0.0,0,0.0,0.0,99.88,1,160.73,4,0,0.0,0,0.0,0.0,100.1,1,160.73,9,0,0.0,0,0.0,0.0,100.1,1,160.73,9,0,0.0,0,0.0,0.0,100.1,1,160.73,9,0,0.0,0,0.0,0.0,100.1,1,160.73,9,0,0.0,0,0.0,0.0,100.1,1,160.73,4,0,0.0,0,0.0,0.0,100.1,1
WP2033,1701-5041-1,121,Line,1,5041-17010-2,Line,46.977,122.37,662.9,1,160.73,9,0,0.0,0,0.0,0.0,100.1,1,160.73,4,0,0.0,0,0.0,0.0,100.1,1,160.73,4,0,0.0,0,0.0,0.0,100.1,1,160.73,4,0,0.0,0,0.0,0.0,100.1,1,160.73,4,0,0.0,0,0.0,0.0,100.1,1,160.73,4,0,0.0,0,0.0,0.0,100.1,1,160.73,4,0,0.0,0,0.0,0.0,100.1,1,160.73,4,0,0.0,0,0.0,0.0,100.1,1,160.73,4,0,0.0,0,0.0,0.0,100.1,1,164.669,4,0,0.0,0,0.0,0.0,99.55,1,160.73,4,0,0.0,0,0.0,0.0,100.1,1,160.73,9,0,0.0,0,0.0,0.0,100.1,1,160.73,9,0,0.0,0,0.0,0.0,100.1,1,160.73,9,0,0.0,0,0.0,0.0,100.1,1,160.73,9,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1
WP2033,1701-5041-1,122,Line,1,5041-17010-2,Line,46.977,122.37,633.4,1,160.73,10,0,0.0,0,0.0,0.0,100.1,1,160.73,4,0,0.0,0,0.0,0.0,100.1,1,160.73,4,0,0.0,0,0.0,0.0,100.1,1,160.73,4,0,0.0,0,0.0,0.0,100.1,1,160.73,4,0,0.0,0,0.0,0.0,100.1,1,160.73,4,0,0.0,0,0.0,0.0,100.1,1,160.73,4,0,0.0,0,0.0,0.0,100.1,1,160.73,4,0,0.0,0,0.0,0.0,100.1,1,160.73,4,0,0.0,0,0.0,0.0,100.1,1,166.495,4,0,0.0,0,0.0,0.0,99.3,1,160.73,4,0,0.0,0,0.0,0.0,100.1,1,160.73,10,0,0.0,0,0.0,0.0,100.1,1,160.73,10,0,0.0,0,0.0,0.0,100.1,1,160.73,10,0,0.0,0,0.0,0.0,100.1,1,160.73,10,0,0.0,0,0.0,0.0,100.1,1,160.73,4,0,0.0,0,0.0,0.0,100.1,1
WP2033,1701-5041-1,123,Line,1,5041-17010-2,Line,46.977,122.37,593.7,1,160.73,10,0,0.0,0,0.0,0.0,100.1,1,160.73,4,0,0.0,0,0.0,0.0,100.1,1,160.73,4,0,0.0,0,0.0,0.0,100.1,1,160.73,4,0,0.0,0,0.0,0.0,100.1,1,160.73,4,0,0.0,0,0.0,0.0,100.1,1,160.73,4,0,0.0,0,0.0,0.0,100.1,1,160.73,4,0,0.0,0,0.0,0.0,100.1,1,160.73,4,0,0.0,0,0.0,0.0,100.1,1,160.73,4,0,0.0,0,0.0,0.0,100.1,1,169.031,4,0,0.0,0,0.0,0.0,98.95,1,160.73,4,0,0.0,0,0.0,0.0,100.1,1,160.73,10,0,0.0,0,0.0,0.0,100.1,1,160.73,10,0,0.0,0,0.0,0.0,100.1,1,160.73,10,0,0.0,0,0.0,0.0,100.1,1,160.73,10,0,0.0,0,0.0,0.0,100.1,1,160.73,4,0,0.0,0,0.0,0.0,100.1,1
WP2033,1701-5041-1,124,Line,1,5041-17010-2,Line,46.977,122.37,470.8,1,160.73,10,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,168.466,5,0,0.0,0,0.0,0.0,99.03,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,160.73,10,0,0.0,0,0.0,0.0,100.1,1,160.73,10,0,0.0,0,0.0,0.0,100.1,1,160.73,10,0,0.0,0,0.0,0.0,100.1,1,160.73,10,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1
WP2033,1701-5041-1,125,Line,1,5041-17010-2,Line,46.977,122.37,438.4,1,160.73,10,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,169.152,5,0,0.0,0,0.0,0.0,98.93,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1,160.73,10,0,0.0,0,0.0,0.0,100.1,1,160.73,10,0,0.0,0,0.0,0.0,100.1,1,160.73,10,0,0.0,0,0.0,0.0,100.1,1,160.73,10,0,0.0,0,0.0,0.0,100.1,1,160.73,5,0,0.0,0,0.0,0.0,100.1,1
