arm,outage,hour,broken,kind,s_nom,loading_pct,over_MW
eir,4382-5172-1,137,2781-4951-1,Line,106.0,100.2,0.21
ovl,4382-5172-1,137,2781-4951-1,Line,106.0,100.14,0.15
eir,4384-43844-1,29,2781-4951-1,Line,106.0,100.13,0.14
eir,4384-43844-1,137,2781-4951-1,Line,106.0,100.13,0.13
eir,4462-4472-1,50,3581-89516-1,Line,123.0,100.18,0.22
ovl,4462-4472-1,50,3581-89516-1,Line,123.0,100.13,0.16
ovl,4462-4922-1,50,1122-1742-1,Line,513.0,100.12,0.6
eir,4462-44731-1,108,1122-11260-1,Line,513.0,100.14,0.73
ovl,4462-44731-1,108,1122-11260-1,Line,513.0,100.15,0.76
ovl,4472-17431-1,36,1122-11260-1,Line,513.0,100.11,0.54
eir,4472-17431-1,50,3581-89516-1,Line,123.0,103.13,3.86
eir,4472-17431-1,50,T89510-89515-1,Transformer,125.0,103.06,3.83
eir,4472-17431-1,50,T89515-89516-1,Transformer,125.0,102.01,2.51
ovl,4472-17431-1,50,3581-89516-1,Line,123.0,102.0,2.46
ovl,4472-17431-1,50,T89510-89515-1,Transformer,125.0,101.16,1.45
ovl,4472-17431-1,50,T89515-89516-1,Transformer,125.0,100.63,0.79
eir,4472-17431-1,72,3581-89516-1,Line,123.0,100.38,0.47
ovl,4472-17431-1,72,3581-89516-1,Line,123.0,100.25,0.31
eir,4472-17431-1,94,3581-89516-1,Line,123.0,100.21,0.26
ovl,4472-17431-1,94,3581-89516-1,Line,123.0,100.15,0.19
ovl,4472-17431-1,101,T3464-3462-34641-1-w1,Transformer,500.0,100.71,3.54
ovl,4472-17431-1,101,T3464-3462-34641-1-w2,Transformer,500.0,100.69,3.45
eir,4472-17431-1,108,3581-89516-1,Line,123.0,102.07,2.54
eir,4472-17431-1,108,T89510-89515-1,Transformer,125.0,101.44,1.8
eir,4472-17431-1,108,T89515-89516-1,Transformer,125.0,100.77,0.96
ovl,4472-17431-1,108,3581-89516-1,Line,123.0,101.27,1.56
ovl,4472-17431-1,108,T89510-89515-1,Transformer,125.0,100.11,0.14
ovl,4472-17431-1,108,T3464-3462-34641-1-w1,Transformer,500.0,101.54,7.68
ovl,4472-17431-1,108,T3464-3462-34641-1-w2,Transformer,500.0,101.5,7.49
eir,4472-30820-1,0,2781-4951-1,Line,106.0,101.39,1.47
eir,4472-30820-1,0,3581-89516-1,Line,123.0,102.29,2.81
eir,4472-30820-1,0,T89510-89515-1,Transformer,125.0,101.45,1.81
eir,4472-30820-1,0,T89515-89516-1,Transformer,125.0,100.92,1.15
ovl,4472-30820-1,0,2781-4951-1,Line,106.0,100.84,0.89
ovl,4472-30820-1,0,3581-89516-1,Line,123.0,101.32,1.63
ovl,4472-30820-1,0,T89510-89515-1,Transformer,125.0,100.18,0.23
eir,4472-30820-1,7,3581-89516-1,Line,123.0,101.96,2.41
eir,4472-30820-1,7,T89510-89515-1,Transformer,125.0,101.01,1.26
eir,4472-30820-1,7,T89515-89516-1,Transformer,125.0,100.55,0.69
ovl,4472-30820-1,7,3581-89516-1,Line,123.0,101.13,1.39
eir,4472-30820-1,21,3581-89516-1,Line,123.0,102.43,2.99
eir,4472-30820-1,21,T89510-89515-1,Transformer,125.0,101.64,2.05
eir,4472-30820-1,21,T89515-89516-1,Transformer,125.0,101.08,1.35
ovl,4472-30820-1,21,3581-89516-1,Line,123.0,101.41,1.73
ovl,4472-30820-1,21,T89510-89515-1,Transformer,125.0,100.3,0.37
eir,4472-30820-1,29,2781-4951-1,Line,106.0,101.06,1.12
eir,4472-30820-1,29,3581-89516-1,Line,123.0,101.74,2.14
eir,4472-30820-1,29,T89510-89515-1,Transformer,125.0,100.72,0.9
eir,4472-30820-1,29,T89515-89516-1,Transformer,125.0,100.31,0.39
ovl,4472-30820-1,29,2781-4951-1,Line,106.0,100.64,0.68
ovl,4472-30820-1,29,3581-89516-1,Line,123.0,101.01,1.24
eir,4472-30820-1,116,3581-89516-1,Line,123.0,101.16,1.43
ovl,4472-30820-1,116,3581-89516-1,Line,123.0,100.76,0.93
eir,4472-30820-2,0,2781-4951-1,Line,106.0,101.36,1.44
eir,4472-30820-2,0,3581-89516-1,Line,123.0,102.24,2.75
eir,4472-30820-2,0,T89510-89515-1,Transformer,125.0,101.38,1.73
eir,4472-30820-2,0,T89515-89516-1,Transformer,125.0,100.86,1.08
ovl,4472-30820-2,0,2781-4951-1,Line,106.0,100.82,0.87
ovl,4472-30820-2,0,3581-89516-1,Line,123.0,101.3,1.59
ovl,4472-30820-2,0,T89510-89515-1,Transformer,125.0,100.15,0.18
eir,4472-30820-2,7,3581-89516-1,Line,123.0,101.91,2.35
eir,4472-30820-2,7,T89510-89515-1,Transformer,125.0,100.94,1.18
eir,4472-30820-2,7,T89515-89516-1,Transformer,125.0,100.5,0.63
ovl,4472-30820-2,7,3581-89516-1,Line,123.0,101.1,1.36
eir,4472-30820-2,21,3581-89516-1,Line,123.0,102.39,2.94
eir,4472-30820-2,21,T89510-89515-1,Transformer,125.0,101.58,1.97
eir,4472-30820-2,21,T89515-89516-1,Transformer,125.0,101.02,1.28
ovl,4472-30820-2,21,3581-89516-1,Line,123.0,101.38,1.7
ovl,4472-30820-2,21,T89510-89515-1,Transformer,125.0,100.26,0.33
eir,4472-30820-2,29,2781-4951-1,Line,106.0,101.03,1.09
eir,4472-30820-2,29,3581-89516-1,Line,123.0,101.69,2.08
eir,4472-30820-2,29,T89510-89515-1,Transformer,125.0,100.65,0.82
eir,4472-30820-2,29,T89515-89516-1,Transformer,125.0,100.26,0.33
ovl,4472-30820-2,29,2781-4951-1,Line,106.0,100.62,0.66
ovl,4472-30820-2,29,3581-89516-1,Line,123.0,100.98,1.2
eir,4472-30820-2,116,3581-89516-1,Line,123.0,101.12,1.38
ovl,4472-30820-2,116,3581-89516-1,Line,123.0,100.73,0.9
eir,4472-44732-1,108,1122-11260-1,Line,513.0,100.14,0.7
ovl,4472-44732-1,108,1122-11260-1,Line,513.0,100.14,0.72
eir,4472-44733-1,108,1122-11260-1,Line,513.0,100.14,0.7
ovl,4472-44733-1,108,1122-11260-1,Line,513.0,100.14,0.74
eir,4664-5464-1,29,2781-4951-1,Line,106.0,100.13,0.14
eir,4664-5464-1,137,2781-4951-1,Line,106.0,100.13,0.13
eir,4664-43844-1,29,2781-4951-1,Line,106.0,100.13,0.14
eir,4664-43844-1,137,2781-4951-1,Line,106.0,100.13,0.13
ovl,5211-22613-1,108,3691-4041-1,Line,192.0,100.16,0.31
eir,5274-5381-1,108,3581-89516-1,Line,123.0,100.16,0.2
eir,5274-5381-1,159,3581-89516-1,Line,123.0,100.28,0.34
ovl,5274-5381-1,159,3581-89516-1,Line,123.0,100.25,0.31
eir,5464-90440-1,29,2781-4951-1,Line,106.0,100.33,0.35
ovl,5464-90440-1,29,2781-4951-1,Line,106.0,100.25,0.27
eir,5464-90440-1,137,2781-4951-1,Line,106.0,100.18,0.19
ovl,5464-90440-1,137,2781-4951-1,Line,106.0,100.13,0.13
eir,17411-24819-1,50,3581-89516-1,Line,123.0,100.32,0.39
eir,35231-90020-1,29,2781-4951-1,Line,106.0,100.12,0.12
ovl,35231-90020-1,108,3691-4041-1,Line,192.0,100.31,0.6
eir,35232-90020-2,29,2781-4951-1,Line,106.0,100.12,0.12
ovl,35232-90020-2,108,3691-4041-1,Line,192.0,100.31,0.6
eir,66121-66122-1,101,1122-11260-1,Line,513.0,100.13,0.64
ovl,66121-66122-1,101,1122-11260-1,Line,513.0,100.11,0.59
eir,66121-66122-1,108,1122-11260-1,Line,513.0,100.11,0.56
ovl,66121-66122-1,108,1122-11260-1,Line,513.0,100.12,0.61
eir,66122-66123-1,101,1122-11260-1,Line,513.0,100.13,0.64
ovl,66122-66123-1,101,1122-11260-1,Line,513.0,100.11,0.59
eir,66122-66123-1,108,1122-11260-1,Line,513.0,100.11,0.56
ovl,66122-66123-1,108,1122-11260-1,Line,513.0,100.11,0.59
ovl,74520-90020-1,108,3691-4041-1,Line,192.0,100.14,0.26
ovl,75510-75511-1,108,3691-4041-1,Line,192.0,100.11,0.2
ovl,T1742-17431-1,36,1122-11260-1,Line,513.0,100.11,0.54
eir,T1742-17431-1,50,3581-89516-1,Line,123.0,103.12,3.84
eir,T1742-17431-1,50,T89510-89515-1,Transformer,125.0,103.04,3.8
eir,T1742-17431-1,50,T89515-89516-1,Transformer,125.0,101.99,2.49
ovl,T1742-17431-1,50,3581-89516-1,Line,123.0,102.0,2.46
ovl,T1742-17431-1,50,T89510-89515-1,Transformer,125.0,101.15,1.44
ovl,T1742-17431-1,50,T89515-89516-1,Transformer,125.0,100.63,0.79
eir,T1742-17431-1,72,3581-89516-1,Line,123.0,100.38,0.46
ovl,T1742-17431-1,72,3581-89516-1,Line,123.0,100.25,0.31
eir,T1742-17431-1,94,3581-89516-1,Line,123.0,100.21,0.26
ovl,T1742-17431-1,94,3581-89516-1,Line,123.0,100.15,0.19
ovl,T1742-17431-1,101,T3464-3462-34641-1-w1,Transformer,500.0,100.71,3.53
ovl,T1742-17431-1,101,T3464-3462-34641-1-w2,Transformer,500.0,100.69,3.44
eir,T1742-17431-1,108,3581-89516-1,Line,123.0,102.06,2.53
eir,T1742-17431-1,108,T89510-89515-1,Transformer,125.0,101.43,1.78
eir,T1742-17431-1,108,T89515-89516-1,Transformer,125.0,100.76,0.95
ovl,T1742-17431-1,108,3581-89516-1,Line,123.0,101.27,1.56
ovl,T1742-17431-1,108,T89510-89515-1,Transformer,125.0,100.11,0.13
ovl,T1742-17431-1,108,T3464-3462-34641-1-w1,Transformer,500.0,101.53,7.67
ovl,T1742-17431-1,108,T3464-3462-34641-1-w2,Transformer,500.0,101.5,7.48
eir,T79010-79015-1,29,2781-4951-1,Line,106.0,100.23,0.24
ovl,T79010-79015-1,29,2781-4951-1,Line,106.0,100.17,0.18
eir,T79010-79015-1,50,1122-1742-1,Line,513.0,100.32,1.64
eir,T79010-79015-1,50,3082-3122-1,Line,634.0,100.26,1.68
ovl,T79010-79015-1,50,1122-1742-1,Line,513.0,100.17,0.89
ovl,T79010-79015-1,50,3082-3122-1,Line,634.0,100.13,0.81
eir,T79010-79015-1,137,2781-4951-1,Line,106.0,100.24,0.25
ovl,T79010-79015-1,137,2781-4951-1,Line,106.0,100.16,0.17
eir,T79015-79016-1,29,2781-4951-1,Line,106.0,100.23,0.24
ovl,T79015-79016-1,29,2781-4951-1,Line,106.0,100.17,0.18
eir,T79015-79016-1,50,1122-1742-1,Line,513.0,100.32,1.64
eir,T79015-79016-1,50,3082-3122-1,Line,634.0,100.26,1.67
ovl,T79015-79016-1,50,1122-1742-1,Line,513.0,100.17,0.89
ovl,T79015-79016-1,50,3082-3122-1,Line,634.0,100.13,0.81
eir,T79015-79016-1,137,2781-4951-1,Line,106.0,100.23,0.25
ovl,T79015-79016-1,137,2781-4951-1,Line,106.0,100.16,0.17
eir,T1212-1211-12121-1-w1,50,3581-89516-1,Line,123.0,100.18,0.22
ovl,T1212-1211-12121-1-w1,50,3581-89516-1,Line,123.0,100.18,0.22
eir,T1212-1211-12121-1-w1,108,3581-89516-1,Line,123.0,100.48,0.6
ovl,T1212-1211-12121-1-w1,108,3581-89516-1,Line,123.0,100.48,0.6
eir,T1212-1211-12121-1-w1,159,3581-89516-1,Line,123.0,100.39,0.47
ovl,T1212-1211-12121-1-w1,159,3581-89516-1,Line,123.0,100.39,0.47
eir,T1212-1211-12121-1-w2,50,3581-89516-1,Line,123.0,100.18,0.22
ovl,T1212-1211-12121-1-w2,50,3581-89516-1,Line,123.0,100.18,0.22
eir,T1212-1211-12121-1-w2,108,3581-89516-1,Line,123.0,100.48,0.59
ovl,T1212-1211-12121-1-w2,108,3581-89516-1,Line,123.0,100.48,0.59
eir,T1212-1211-12121-1-w2,159,3581-89516-1,Line,123.0,100.39,0.47
ovl,T1212-1211-12121-1-w2,159,3581-89516-1,Line,123.0,100.39,0.47
eir,T1212-12111-12122-2-w1,50,3581-89516-1,Line,123.0,100.18,0.22
ovl,T1212-12111-12122-2-w1,50,3581-89516-1,Line,123.0,100.18,0.22
eir,T1212-12111-12122-2-w1,108,3581-89516-1,Line,123.0,100.48,0.6
ovl,T1212-12111-12122-2-w1,108,3581-89516-1,Line,123.0,100.48,0.6
eir,T1212-12111-12122-2-w1,159,3581-89516-1,Line,123.0,100.39,0.47
ovl,T1212-12111-12122-2-w1,159,3581-89516-1,Line,123.0,100.39,0.47
eir,T1212-12111-12122-2-w2,50,3581-89516-1,Line,123.0,100.18,0.22
ovl,T1212-12111-12122-2-w2,50,3581-89516-1,Line,123.0,100.18,0.22
eir,T1212-12111-12122-2-w2,108,3581-89516-1,Line,123.0,100.48,0.59
ovl,T1212-12111-12122-2-w2,108,3581-89516-1,Line,123.0,100.48,0.59
eir,T1212-12111-12122-2-w2,159,3581-89516-1,Line,123.0,100.39,0.47
ovl,T1212-12111-12122-2-w2,159,3581-89516-1,Line,123.0,100.39,0.47
eir,T3464-3462-34641-1-w1,36,1122-11260-1,Line,513.0,100.18,0.9
ovl,T3464-3462-34641-1-w1,36,1122-11260-1,Line,513.0,100.12,0.62
eir,T3464-3462-34641-1-w1,50,T89510-89515-1,Transformer,125.0,101.87,2.34
eir,T3464-3462-34641-1-w1,65,T89510-89515-1,Transformer,125.0,100.28,0.35
eir,T3464-3462-34641-1-w1,72,1122-11260-1,Line,513.0,100.14,0.71
eir,T3464-3462-34641-1-w1,101,1122-11260-1,Line,513.0,100.59,3.01
eir,T3464-3462-34641-1-w1,101,T89510-89515-1,Transformer,125.0,100.43,0.54
ovl,T3464-3462-34641-1-w1,101,1122-11260-1,Line,513.0,100.43,2.21
eir,T3464-3462-34641-1-w1,108,1122-11260-1,Line,513.0,100.61,3.14
eir,T3464-3462-34641-1-w1,108,T89510-89515-1,Transformer,125.0,102.26,2.83
ovl,T3464-3462-34641-1-w1,108,1122-11260-1,Line,513.0,100.44,2.27
eir,T3464-3462-34641-1-w1,145,T89510-89515-1,Transformer,125.0,101.59,1.99
eir,T3464-3462-34641-1-w1,159,T89510-89515-1,Transformer,125.0,102.14,2.68
eir,T3464-3462-34641-1-w2,36,1122-11260-1,Line,513.0,100.18,0.9
ovl,T3464-3462-34641-1-w2,36,1122-11260-1,Line,513.0,100.12,0.62
eir,T3464-3462-34641-1-w2,50,T89510-89515-1,Transformer,125.0,101.86,2.33
eir,T3464-3462-34641-1-w2,65,T89510-89515-1,Transformer,125.0,100.27,0.34
eir,T3464-3462-34641-1-w2,72,1122-11260-1,Line,513.0,100.14,0.71
eir,T3464-3462-34641-1-w2,101,1122-11260-1,Line,513.0,100.59,3.0
eir,T3464-3462-34641-1-w2,101,T89510-89515-1,Transformer,125.0,100.4,0.5
ovl,T3464-3462-34641-1-w2,101,1122-11260-1,Line,513.0,100.43,2.2
eir,T3464-3462-34641-1-w2,108,1122-11260-1,Line,513.0,100.61,3.13
eir,T3464-3462-34641-1-w2,108,T89510-89515-1,Transformer,125.0,102.25,2.81
ovl,T3464-3462-34641-1-w2,108,1122-11260-1,Line,513.0,100.44,2.26
eir,T3464-3462-34641-1-w2,145,T89510-89515-1,Transformer,125.0,101.58,1.98
eir,T3464-3462-34641-1-w2,159,T89510-89515-1,Transformer,125.0,102.13,2.66
eir,T3522-35232-35237-2-w1,29,2781-4951-1,Line,106.0,100.12,0.12
ovl,T3522-35232-35237-2-w1,108,3691-4041-1,Line,192.0,100.31,0.6
eir,T3522-35232-35237-2-w2,29,2781-4951-1,Line,106.0,100.12,0.12
ovl,T3522-35232-35237-2-w2,108,3691-4041-1,Line,192.0,100.31,0.6
eir,T3934-3942-39402-1-w1,36,1122-11260-1,Line,513.0,100.19,0.96
ovl,T3934-3942-39402-1-w1,36,1122-11260-1,Line,513.0,100.13,0.68
eir,T3934-3942-39402-1-w1,50,T89510-89515-1,Transformer,125.0,101.92,2.4
ovl,T3934-3942-39402-1-w1,50,T89510-89515-1,Transformer,125.0,102.93,3.66
eir,T3934-3942-39402-1-w1,65,T89510-89515-1,Transformer,125.0,100.33,0.41
eir,T3934-3942-39402-1-w1,72,1122-11260-1,Line,513.0,100.14,0.74
ovl,T3934-3942-39402-1-w1,72,1122-11260-1,Line,513.0,100.1,0.52
eir,T3934-3942-39402-1-w1,101,1122-11260-1,Line,513.0,100.6,3.06
eir,T3934-3942-39402-1-w1,101,T89510-89515-1,Transformer,125.0,100.49,0.61
ovl,T3934-3942-39402-1-w1,101,1122-11260-1,Line,513.0,100.44,2.28
eir,T3934-3942-39402-1-w1,108,1122-11260-1,Line,513.0,100.62,3.17
eir,T3934-3942-39402-1-w1,108,T89510-89515-1,Transformer,125.0,102.3,2.88
ovl,T3934-3942-39402-1-w1,108,1122-11260-1,Line,513.0,100.45,2.33
ovl,T3934-3942-39402-1-w1,108,T89510-89515-1,Transformer,125.0,101.29,1.61
eir,T3934-3942-39402-1-w1,145,T89510-89515-1,Transformer,125.0,101.63,2.04
ovl,T3934-3942-39402-1-w1,145,T89510-89515-1,Transformer,125.0,101.0,1.26
eir,T3934-3942-39402-1-w1,159,T89510-89515-1,Transformer,125.0,102.18,2.72
ovl,T3934-3942-39402-1-w1,159,T89510-89515-1,Transformer,125.0,101.26,1.58
eir,T3934-3942-39402-1-w2,36,1122-11260-1,Line,513.0,100.19,0.95
ovl,T3934-3942-39402-1-w2,36,1122-11260-1,Line,513.0,100.13,0.68
eir,T3934-3942-39402-1-w2,50,T89510-89515-1,Transformer,125.0,101.91,2.38
eir,T3934-3942-39402-1-w2,65,T89510-89515-1,Transformer,125.0,100.32,0.4
eir,T3934-3942-39402-1-w2,72,1122-11260-1,Line,513.0,100.14,0.73
ovl,T3934-3942-39402-1-w2,72,1122-11260-1,Line,513.0,100.1,0.52
eir,T3934-3942-39402-1-w2,101,1122-11260-1,Line,513.0,100.59,3.05
eir,T3934-3942-39402-1-w2,101,T89510-89515-1,Transformer,125.0,100.46,0.58
ovl,T3934-3942-39402-1-w2,101,1122-11260-1,Line,513.0,100.44,2.27
eir,T3934-3942-39402-1-w2,108,1122-11260-1,Line,513.0,100.62,3.16
eir,T3934-3942-39402-1-w2,108,T89510-89515-1,Transformer,125.0,102.29,2.86
ovl,T3934-3942-39402-1-w2,108,1122-11260-1,Line,513.0,100.45,2.32
ovl,T3934-3942-39402-1-w2,108,T89510-89515-1,Transformer,125.0,101.28,1.6
eir,T3934-3942-39402-1-w2,145,T89510-89515-1,Transformer,125.0,101.62,2.03
ovl,T3934-3942-39402-1-w2,145,T89510-89515-1,Transformer,125.0,100.9,1.13
eir,T3934-3942-39402-1-w2,159,T89510-89515-1,Transformer,125.0,102.16,2.71
ovl,T3934-3942-39402-1-w2,159,T89510-89515-1,Transformer,125.0,101.26,1.57
eir,T3954-3942-39421-2-w1,50,T89510-89515-1,Transformer,125.0,101.18,1.47
ovl,T3954-3942-39421-2-w1,50,T89510-89515-1,Transformer,125.0,102.45,3.06
eir,T3954-3942-39421-2-w1,101,1122-11260-1,Line,513.0,100.48,2.46
ovl,T3954-3942-39421-2-w1,101,1122-11260-1,Line,513.0,100.35,1.79
eir,T3954-3942-39421-2-w1,108,1122-11260-1,Line,513.0,100.5,2.55
eir,T3954-3942-39421-2-w1,108,T89510-89515-1,Transformer,125.0,101.55,1.94
ovl,T3954-3942-39421-2-w1,108,1122-11260-1,Line,513.0,100.39,2.0
ovl,T3954-3942-39421-2-w1,108,T89510-89515-1,Transformer,125.0,100.9,1.12
eir,T3954-3942-39421-2-w1,145,T89510-89515-1,Transformer,125.0,100.91,1.14
eir,T3954-3942-39421-2-w1,159,T89510-89515-1,Transformer,125.0,101.45,1.82
ovl,T3954-3942-39421-2-w1,159,T89510-89515-1,Transformer,125.0,100.68,0.85
eir,T3954-3942-39421-2-w2,50,T89510-89515-1,Transformer,125.0,101.17,1.46
ovl,T3954-3942-39421-2-w2,50,T89510-89515-1,Transformer,125.0,102.45,3.06
eir,T3954-3942-39421-2-w2,101,1122-11260-1,Line,513.0,100.48,2.45
ovl,T3954-3942-39421-2-w2,101,1122-11260-1,Line,513.0,100.35,1.78
eir,T3954-3942-39421-2-w2,108,1122-11260-1,Line,513.0,100.49,2.54
eir,T3954-3942-39421-2-w2,108,T89510-89515-1,Transformer,125.0,101.55,1.93
ovl,T3954-3942-39421-2-w2,108,1122-11260-1,Line,513.0,100.39,2.0
ovl,T3954-3942-39421-2-w2,108,T89510-89515-1,Transformer,125.0,100.9,1.12
eir,T3954-3942-39421-2-w2,145,T89510-89515-1,Transformer,125.0,100.91,1.13
eir,T3954-3942-39421-2-w2,159,T89510-89515-1,Transformer,125.0,101.45,1.81
ovl,T3954-3942-39421-2-w2,159,T89510-89515-1,Transformer,125.0,100.68,0.85
eir,T4384-4382-43821-1-w1,29,2781-4951-1,Line,106.0,100.19,0.2
ovl,T4384-4382-43821-1-w1,29,2781-4951-1,Line,106.0,100.14,0.15
eir,T4384-4382-43821-1-w1,101,1122-11260-1,Line,513.0,100.25,1.3
ovl,T4384-4382-43821-1-w1,101,1122-11260-1,Line,513.0,100.17,0.89
eir,T4384-4382-43821-1-w1,108,1122-11260-1,Line,513.0,100.27,1.37
ovl,T4384-4382-43821-1-w1,108,1122-11260-1,Line,513.0,100.2,1.04
eir,T4384-4382-43821-1-w1,137,2781-4951-1,Line,106.0,100.2,0.21
ovl,T4384-4382-43821-1-w1,137,2781-4951-1,Line,106.0,100.14,0.15
eir,T4384-4382-43821-1-w2,29,2781-4951-1,Line,106.0,100.19,0.2
ovl,T4384-4382-43821-1-w2,29,2781-4951-1,Line,106.0,100.14,0.15
eir,T4384-4382-43821-1-w2,101,1122-11260-1,Line,513.0,100.25,1.3
ovl,T4384-4382-43821-1-w2,101,1122-11260-1,Line,513.0,100.17,0.89
eir,T4384-4382-43821-1-w2,108,1122-11260-1,Line,513.0,100.27,1.37
ovl,T4384-4382-43821-1-w2,108,1122-11260-1,Line,513.0,100.2,1.04
eir,T4384-4382-43821-1-w2,137,2781-4951-1,Line,106.0,100.2,0.21
ovl,T4384-4382-43821-1-w2,137,2781-4951-1,Line,106.0,100.14,0.15
ovl,T75511-75520-75562-1-w1,108,3691-4041-1,Line,192.0,100.11,0.2
ovl,T75511-75520-75562-1-w2,108,3691-4041-1,Line,192.0,100.11,0.2
ovl,T90310-90320-90361-1-w1,108,3691-4041-1,Line,192.0,100.12,0.23
ovl,T90310-90320-90361-1-w2,108,3691-4041-1,Line,192.0,100.12,0.23
ovl,T90310-90320-90362-1-w1,108,3691-4041-1,Line,192.0,100.12,0.23
ovl,T90310-90320-90362-1-w2,108,3691-4041-1,Line,192.0,100.12,0.23
