outage,hour,out_s,hit,hit_s,worst_pct,n_over,eir_lost,eir_rounds,eir_caused,eir_islands,eir_cut,eir_all_lines,eir_min_s,veto_lost,veto_cut,veto_rounds,nothing_lost,nothing_islands,size,chain
3501-4971-1,21,210.0,3581-89516-1,123.0,100.68,1,0,1,0,0,2.2,1,0.0,0,1.7,1,1,0,123.0,
3501-4971-1,22,210.0,3581-89516-1,123.0,100.81,1,0,1,0,0,2.7,1,0.0,0,2.1,1,1,0,123.0,
3501-4971-1,23,210.0,3581-89516-1,123.0,101.72,1,0,1,0,0,6.9,1,0.0,0,5.2,1,1,0,123.0,
3501-4971-1,24,210.0,3581-89516-1,123.0,101.73,3,0,1,0,0,6.8,1,0.0,0,4.8,1,1,0,123.0,
3501-4971-1,25,210.0,3581-89516-1,123.0,102.16,3,0,1,0,0,7.5,1,0.0,0,4.9,1,1,0,123.0,
3501-4971-1,26,210.0,3581-89516-1,123.0,101.95,3,0,1,0,0,11.6,1,0.0,0,5.5,1,1,0,123.0,
3501-4971-1,27,210.0,3581-89516-1,123.0,101.2,1,0,1,0,0,4.6,1,0.0,0,3.3,1,1,0,123.0,
3501-4971-1,28,210.0,3581-89516-1,123.0,101.51,1,0,1,0,0,6.3,1,0.0,0,4.2,1,1,0,123.0,
3501-4971-1,29,210.0,3581-89516-1,123.0,100.68,1,0,1,0,0,2.6,1,0.0,0,1.7,1,1,0,123.0,
3501-4971-1,30,210.0,3581-89516-1,123.0,100.8,1,0,1,0,0,2.5,1,0.0,0,1.7,1,1,0,123.0,
3501-4971-1,37,210.0,3581-89516-1,123.0,101.86,4,0,1,0,0,14.6,1,0.0,0,38.0,1,6,1,123.0,
3501-4971-1,39,210.0,3581-89516-1,123.0,101.07,1,0,1,0,0,5.9,1,0.0,0,2.3,1,1,0,123.0,
3501-4971-1,46,210.0,3581-89516-1,123.0,102.72,3,0,1,0,0,13.7,1,0.0,0,6.3,1,1,0,123.0,
3501-4971-1,50,210.0,3581-89516-1,123.0,102.78,5,0,1,0,0,28.2,1,0.0,0,48.3,1,17,1,123.0,
3501-4971-1,55,210.0,3581-89516-1,123.0,102.56,5,0,1,0,0,25.7,1,0.0,0,43.1,1,14,1,123.0,
3501-4971-1,56,210.0,3581-89516-1,123.0,103.2,3,0,1,0,0,21.9,1,0.0,0,7.8,1,1,0,123.0,
3501-4971-1,57,210.0,3581-89516-1,123.0,103.04,3,0,1,0,0,17.6,1,0.0,0,7.0,1,1,0,123.0,
3501-4971-1,58,210.0,3581-89516-1,123.0,103.54,3,0,1,0,0,20.0,1,0.0,0,8.2,1,1,0,123.0,
3501-4971-1,59,210.0,3581-89516-1,123.0,105.0,3,0,1,0,0,30.7,1,0.0,0,12.4,1,1,0,123.0,
3501-4971-1,60,210.0,3581-89516-1,123.0,103.4,3,0,1,0,0,17.3,1,0.0,0,7.9,1,1,0,123.0,
3501-4971-1,61,210.0,3581-89516-1,123.0,104.9,3,0,1,0,0,28.6,1,0.0,0,11.5,1,1,0,123.0,
3501-4971-1,62,210.0,3581-89516-1,123.0,104.3,3,0,1,0,0,25.4,1,0.0,0,10.0,1,1,0,123.0,
3501-4971-1,63,210.0,3581-89516-1,123.0,103.65,3,0,1,0,0,24.0,1,0.0,0,8.5,1,1,0,123.0,
3501-4971-1,64,210.0,3581-89516-1,123.0,103.48,3,0,1,0,0,22.1,1,0.0,0,8.1,1,1,0,123.0,
3501-4971-1,65,210.0,3581-89516-1,123.0,103.38,3,0,1,0,0,25.7,1,0.0,0,8.3,1,1,0,123.0,
3501-4971-1,66,210.0,3581-89516-1,123.0,103.35,3,0,1,0,0,21.1,1,0.0,0,8.5,1,1,0,123.0,
3501-4971-1,67,210.0,3581-89516-1,123.0,103.01,3,0,1,0,0,14.9,1,0.0,0,7.3,1,1,0,123.0,
3501-4971-1,68,210.0,3581-89516-1,123.0,102.89,3,0,1,0,0,11.2,1,0.0,0,6.7,1,1,0,123.0,
3501-4971-1,69,210.0,3581-89516-1,123.0,102.08,3,0,1,0,0,7.0,1,0.0,0,4.7,1,1,0,123.0,
3501-4971-1,70,210.0,3581-89516-1,123.0,102.03,3,0,1,0,0,6.4,1,0.0,0,4.6,1,1,0,123.0,
3501-4971-1,71,210.0,3581-89516-1,123.0,101.53,1,0,1,0,0,5.0,1,0.0,0,3.4,1,1,0,123.0,
3501-4971-1,72,210.0,3581-89516-1,123.0,103.06,3,0,1,0,0,21.4,1,0.0,0,8.8,1,1,0,123.0,
3501-4971-1,73,210.0,3581-89516-1,123.0,102.09,3,0,1,0,0,10.7,1,0.0,0,4.7,1,1,0,123.0,
3501-4971-1,74,210.0,3581-89516-1,123.0,102.64,3,0,1,0,0,14.3,1,0.0,0,6.1,1,1,0,123.0,
3501-4971-1,75,210.0,3581-89516-1,123.0,102.38,3,0,1,0,0,12.3,1,0.0,0,5.4,1,1,0,123.0,
3501-4971-1,79,210.0,3581-89516-1,123.0,102.22,3,0,1,0,0,11.0,1,0.0,0,5.1,1,1,0,123.0,
3501-4971-1,90,210.0,3581-89516-1,123.0,102.32,3,0,1,0,0,11.7,1,0.0,0,5.3,1,1,0,123.0,
3501-4971-1,91,210.0,3581-89516-1,123.0,102.25,3,0,1,0,0,11.6,1,0.0,0,5.1,1,1,0,123.0,
3501-4971-1,92,210.0,3581-89516-1,123.0,100.88,1,0,1,0,0,4.0,1,0.0,0,1.9,1,1,0,123.0,
3501-4971-1,94,210.0,3581-89516-1,123.0,101.28,1,0,1,0,0,5.9,1,0.0,0,2.8,1,1,0,123.0,
3501-4971-1,96,210.0,3581-89516-1,123.0,100.55,1,0,1,0,0,2.3,1,0.0,0,1.1,1,1,0,123.0,
3501-4971-1,97,210.0,3581-89516-1,123.0,100.85,1,0,1,0,0,3.9,1,0.0,0,1.8,1,1,0,123.0,
3501-4971-1,102,210.0,3581-89516-1,123.0,100.77,1,0,1,0,0,2.1,1,0.0,0,1.6,1,1,0,123.0,
3501-4971-1,105,210.0,3581-89516-1,123.0,100.34,1,0,1,0,0,0.8,1,0.0,0,0.6,1,1,0,123.0,
3501-4971-1,106,210.0,3581-89516-1,123.0,101.77,3,0,1,0,0,7.6,1,0.0,0,4.2,1,1,0,123.0,
3501-4971-1,107,210.0,3581-89516-1,123.0,101.25,1,0,1,0,0,4.7,1,0.0,0,2.7,1,1,0,123.0,
3501-4971-1,108,210.0,3581-89516-1,123.0,101.73,3,0,1,0,0,23.9,1,0.0,0,36.6,1,15,1,123.0,
3501-4971-1,109,210.0,3581-89516-1,123.0,101.23,3,1,2,0,0,1078.5,0,500.0,0,22.2,1,15,1,123.0,T3464-3462-34641-1-w2
3501-4971-1,110,210.0,3581-89516-1,123.0,100.61,1,0,1,0,0,1.7,1,0.0,0,1.2,1,1,0,123.0,
3501-4971-1,111,210.0,3581-89516-1,123.0,101.67,1,0,1,0,0,7.4,1,0.0,0,3.8,1,1,0,123.0,
3501-4971-1,112,210.0,3581-89516-1,123.0,101.09,1,0,1,0,0,3.7,1,0.0,0,2.4,1,1,0,123.0,
3501-4971-1,113,210.0,3581-89516-1,123.0,100.28,1,0,1,0,0,0.7,1,0.0,0,0.4,1,1,0,123.0,
3501-4971-1,114,210.0,3581-89516-1,123.0,100.19,1,0,1,0,0,0.4,1,0.0,0,0.3,1,1,0,123.0,
3501-4971-1,118,210.0,3581-89516-1,123.0,100.83,1,0,1,0,0,2.9,1,0.0,0,2.2,1,1,0,123.0,
3501-4971-1,120,210.0,3581-89516-1,123.0,100.64,1,0,1,0,0,2.0,1,0.0,0,1.6,1,1,0,123.0,
3501-4971-1,121,210.0,3581-89516-1,123.0,101.65,1,0,1,0,0,5.4,1,0.0,0,3.9,1,1,0,123.0,
3501-4971-1,122,210.0,3581-89516-1,123.0,101.26,1,0,1,0,0,4.9,1,0.0,0,3.5,1,1,0,123.0,
3501-4971-1,123,210.0,3581-89516-1,123.0,100.48,1,0,1,0,0,1.3,1,0.0,0,0.9,1,1,0,123.0,
3501-4971-1,127,210.0,3581-89516-1,123.0,101.08,1,0,1,0,0,3.3,1,0.0,0,2.3,1,1,0,123.0,
3501-4971-1,128,210.0,3581-89516-1,123.0,101.53,1,0,1,0,0,6.0,1,0.0,0,3.4,1,1,0,123.0,
3501-4971-1,129,210.0,3581-89516-1,123.0,101.4,1,0,1,0,0,4.6,1,0.0,0,3.1,1,1,0,123.0,
3501-4971-1,130,210.0,3581-89516-1,123.0,101.31,1,0,1,0,0,4.0,1,0.0,0,2.9,1,1,0,123.0,
3501-4971-1,131,210.0,3581-89516-1,123.0,101.57,1,0,1,0,0,5.5,1,0.0,0,3.7,1,1,0,123.0,
3501-4971-1,132,210.0,3581-89516-1,123.0,101.96,3,0,1,0,0,6.5,1,0.0,0,4.4,1,1,0,123.0,
3501-4971-1,133,210.0,3581-89516-1,123.0,103.13,3,0,1,0,0,13.3,1,0.0,0,7.6,1,1,0,123.0,
3501-4971-1,134,210.0,3581-89516-1,123.0,102.67,3,0,1,0,0,9.0,1,0.0,0,6.1,1,1,0,123.0,
3501-4971-1,135,210.0,3581-89516-1,123.0,102.32,3,0,1,0,0,9.4,1,0.0,0,5.5,1,1,0,123.0,
3501-4971-1,136,210.0,3581-89516-1,123.0,101.24,1,0,1,0,0,6.8,1,0.0,0,3.4,1,1,0,123.0,
3501-4971-1,137,210.0,3581-89516-1,123.0,100.8,1,0,1,0,0,3.3,1,0.0,0,2.1,1,1,0,123.0,
3501-4971-1,138,210.0,3581-89516-1,123.0,101.4,1,0,1,0,0,5.4,1,0.0,0,3.9,1,1,0,123.0,
3501-4971-1,139,210.0,3581-89516-1,123.0,100.71,1,0,1,0,0,2.4,1,0.0,0,1.8,1,1,0,123.0,
3501-4971-1,140,210.0,3581-89516-1,123.0,101.41,1,0,1,0,0,5.3,1,0.0,0,3.9,1,1,0,123.0,
3501-4971-1,141,210.0,3581-89516-1,123.0,101.4,1,0,1,0,0,5.3,1,0.0,0,3.8,1,1,0,123.0,
3501-4971-1,142,210.0,3581-89516-1,123.0,102.19,3,0,1,0,0,7.8,1,0.0,0,5.3,1,1,0,123.0,
3501-4971-1,143,210.0,3581-89516-1,123.0,103.23,5,0,1,0,0,47.6,1,0.0,0,51.6,1,13,1,123.0,
3501-4971-1,144,210.0,3581-89516-1,123.0,103.8,5,0,1,0,0,61.8,1,0.0,0,72.1,1,13,1,123.0,
3501-4971-1,145,210.0,3581-89516-1,123.0,104.11,3,0,1,0,0,18.7,1,0.0,0,9.6,1,1,0,123.0,
3501-4971-1,146,210.0,3581-89516-1,123.0,105.08,5,0,1,0,0,82.1,1,0.0,0,112.8,1,13,1,123.0,
3501-4971-1,147,210.0,3581-89516-1,123.0,104.74,5,0,1,0,0,72.1,1,0.0,0,77.5,1,13,1,123.0,
3501-4971-1,148,210.0,3581-89516-1,123.0,104.46,5,0,1,0,0,32.7,1,0.0,0,131.0,1,13,1,123.0,
3501-4971-1,149,210.0,3581-89516-1,123.0,103.57,5,0,1,0,0,54.0,1,0.0,0,57.3,1,13,1,123.0,
3501-4971-1,150,210.0,3581-89516-1,123.0,103.39,3,0,1,0,0,14.7,1,0.0,0,8.3,1,1,0,123.0,
3501-4971-1,151,210.0,3581-89516-1,123.0,103.14,3,0,1,0,0,14.6,1,0.0,0,9.0,1,1,0,123.0,
3501-4971-1,152,210.0,3581-89516-1,123.0,103.57,3,0,1,0,0,14.8,1,0.0,0,8.3,1,1,0,123.0,
3501-4971-1,153,210.0,3581-89516-1,123.0,103.14,5,1,2,0,0,1119.1,0,500.0,0,50.1,1,13,1,123.0,T3464-3462-34641-1-w2
3501-4971-1,154,210.0,3581-89516-1,123.0,103.73,5,1,2,0,0,1144.5,0,500.0,0,60.4,1,13,1,123.0,T3464-3462-34641-1-w2
3501-4971-1,155,210.0,3581-89516-1,123.0,104.16,5,0,1,0,0,63.1,1,0.0,0,220.6,1,13,1,123.0,
3501-4971-1,159,210.0,3581-89516-1,123.0,102.37,5,1,2,0,0,1083.4,0,500.0,0,37.0,1,13,1,123.0,T3464-3462-34641-1-w2
3501-4971-1,160,210.0,3581-89516-1,123.0,102.15,3,0,1,0,0,7.6,1,0.0,0,4.9,1,1,0,123.0,
3501-4971-1,166,210.0,3581-89516-1,123.0,101.95,3,0,1,0,0,7.2,1,0.0,0,4.4,1,1,0,123.0,
3501-4971-1,167,210.0,3581-89516-1,123.0,101.97,3,0,1,0,0,7.3,1,0.0,0,4.5,1,1,0,123.0,
3501-35011-1,15,999.0,3581-89516-1,123.0,100.33,1,0,1,0,0,1.2,1,0.0,0,0.6,1,1,0,123.0,
3501-35011-1,46,999.0,3581-89516-1,123.0,100.35,1,0,1,0,0,1.3,1,0.0,0,0.6,1,1,0,123.0,
3501-35011-1,56,999.0,3581-89516-1,123.0,100.19,1,0,1,0,0,0.6,1,0.0,0,0.2,1,1,0,123.0,
3501-35011-1,57,999.0,3581-89516-1,123.0,100.36,1,0,1,0,0,1.6,1,0.0,0,0.6,1,1,0,123.0,
3501-35011-1,58,999.0,3581-89516-1,123.0,100.96,1,0,1,0,0,5.0,1,0.0,0,2.1,1,1,0,123.0,
3501-35011-1,59,999.0,3581-89516-1,123.0,101.6,1,0,1,0,0,9.4,1,0.0,0,3.8,1,1,0,123.0,
3501-35011-1,60,999.0,3581-89516-1,123.0,101.11,1,0,1,0,0,5.3,1,0.0,0,2.4,1,1,0,123.0,
3501-35011-1,61,999.0,3581-89516-1,123.0,101.36,1,0,1,0,0,7.5,1,0.0,0,3.0,1,1,0,123.0,
3501-35011-1,62,999.0,3581-89516-1,123.0,100.98,1,0,1,0,0,5.4,1,0.0,0,2.1,1,1,0,123.0,
3501-35011-1,63,999.0,3581-89516-1,123.0,100.63,1,0,1,0,0,3.6,1,0.0,0,1.3,1,1,0,123.0,
3501-35011-1,64,999.0,3581-89516-1,123.0,100.66,1,0,1,0,0,3.7,1,0.0,0,1.3,1,1,0,123.0,
3501-35011-1,65,999.0,3581-89516-1,123.0,100.63,1,0,1,0,0,4.2,1,0.0,0,1.3,1,1,0,123.0,
3501-35011-1,66,999.0,3581-89516-1,123.0,100.68,1,0,1,0,0,3.8,1,0.0,0,1.5,1,1,0,123.0,
3501-35011-1,67,999.0,3581-89516-1,123.0,100.36,1,0,1,0,0,1.3,1,0.0,0,0.6,1,1,0,123.0,
3501-35011-1,68,999.0,3581-89516-1,123.0,100.29,1,0,1,0,0,0.8,1,0.0,0,0.5,1,1,0,123.0,
3501-35011-1,72,999.0,3581-89516-1,123.0,100.64,1,0,1,0,0,3.9,1,0.0,0,1.6,1,1,0,123.0,
3501-35011-1,73,999.0,3581-89516-1,123.0,100.47,1,0,1,0,0,2.0,1,0.0,0,0.9,1,1,0,123.0,
3501-35011-1,74,999.0,3581-89516-1,123.0,100.85,1,0,1,0,0,4.2,1,0.0,0,1.8,1,1,0,123.0,
3501-35011-1,75,999.0,3581-89516-1,123.0,100.22,1,0,1,0,0,0.6,1,0.0,0,0.3,1,1,0,123.0,
3501-35011-1,91,999.0,3581-89516-1,123.0,100.22,1,0,1,0,0,0.6,1,0.0,0,0.3,1,1,0,123.0,
3501-35011-1,92,999.0,3581-89516-1,123.0,100.18,1,0,1,0,0,0.4,1,0.0,0,0.2,1,1,0,123.0,
3501-35011-1,103,999.0,3581-89516-1,123.0,100.27,1,0,1,0,0,1.0,1,0.0,0,0.4,1,14,1,123.0,
3501-35011-1,106,999.0,3581-89516-1,123.0,100.15,1,0,1,0,0,0.2,1,0.0,0,0.1,1,1,0,123.0,
3501-35011-1,121,999.0,3581-89516-1,123.0,100.2,1,0,1,0,0,0.4,1,0.0,0,0.3,1,1,0,123.0,
3501-35011-1,127,999.0,3581-89516-1,123.0,100.25,1,0,1,0,0,0.5,1,0.0,0,0.4,1,1,0,123.0,
3501-35011-1,128,999.0,3581-89516-1,123.0,100.4,1,0,1,0,0,1.3,1,0.0,0,0.7,1,1,0,123.0,
3501-35011-1,129,999.0,3581-89516-1,123.0,100.22,1,0,1,0,0,0.4,1,0.0,0,0.3,1,1,0,123.0,
3501-35011-1,130,999.0,3581-89516-1,123.0,100.34,1,0,1,0,0,0.8,1,0.0,0,0.6,1,1,0,123.0,
3501-35011-1,132,999.0,3581-89516-1,123.0,100.34,1,0,1,0,0,0.8,1,0.0,0,0.6,1,1,0,123.0,
3501-35011-1,133,999.0,3581-89516-1,123.0,100.59,1,0,1,0,0,2.2,1,0.0,0,1.2,1,1,0,123.0,
3501-35011-1,134,999.0,3581-89516-1,123.0,100.24,1,0,1,0,0,0.5,1,0.0,0,0.3,1,1,0,123.0,
3501-35011-1,135,999.0,3581-89516-1,123.0,100.34,1,0,1,0,0,1.0,1,0.0,0,0.6,1,1,0,123.0,
3501-35011-1,143,999.0,3581-89516-1,123.0,100.57,1,0,1,0,0,2.7,1,0.0,0,1.2,1,16,1,123.0,
3501-35011-1,144,999.0,3581-89516-1,123.0,100.57,1,0,1,0,0,3.3,1,0.0,0,1.5,1,16,1,123.0,
3501-35011-1,145,999.0,3581-89516-1,123.0,100.39,1,0,1,0,0,1.4,1,0.0,0,0.7,1,1,0,123.0,
3501-35011-1,146,999.0,3581-89516-1,123.0,101.26,1,0,1,0,0,7.4,1,0.0,0,3.5,1,14,1,123.0,
3501-35011-1,147,999.0,3581-89516-1,123.0,101.01,1,0,1,0,0,5.0,1,0.0,0,2.3,1,14,1,123.0,
3501-35011-1,148,999.0,3581-89516-1,123.0,100.81,1,0,1,0,0,4.2,1,0.0,0,2.1,1,1,0,123.0,
3501-35011-1,149,999.0,3581-89516-1,123.0,100.26,1,0,1,0,0,0.9,1,0.0,0,0.5,1,14,1,123.0,
3501-35011-1,152,999.0,3581-89516-1,123.0,100.58,1,0,1,0,0,2.0,1,0.0,0,1.1,1,1,0,123.0,
3501-35011-1,154,999.0,3581-89516-1,123.0,100.52,1,0,1,0,0,1.9,1,0.0,0,1.0,1,15,1,123.0,
3501-35011-1,155,999.0,3581-89516-1,123.0,100.75,1,0,1,0,0,3.5,1,0.0,0,1.9,1,15,1,123.0,
3501-35011-1,156,999.0,3581-89516-1,123.0,100.5,1,0,1,0,0,1.9,1,0.0,0,1.0,1,15,1,123.0,
3501-35011-1,157,999.0,3581-89516-1,123.0,100.32,1,0,1,0,0,1.2,1,0.0,0,0.7,1,15,1,123.0,
3501-35011-1,160,999.0,3581-89516-1,123.0,100.24,1,0,1,0,0,0.5,1,0.0,0,0.3,1,1,0,123.0,
3501-35011-1,166,999.0,3581-89516-1,123.0,100.28,1,0,1,0,0,0.7,1,0.0,0,0.4,1,1,0,123.0,
3501-35011-1,167,999.0,3581-89516-1,123.0,100.39,1,0,1,0,0,1.1,1,0.0,0,0.7,1,1,0,123.0,
3521-4781-1,2,210.0,3581-89516-1,123.0,100.27,1,0,1,0,0,0.5,1,0.0,0,0.4,1,1,0,123.0,
3521-4781-1,5,210.0,3581-89516-1,123.0,100.28,1,0,1,0,0,0.6,1,0.0,0,0.5,1,1,0,123.0,
3521-4781-1,15,210.0,3581-89516-1,123.0,100.15,1,0,1,0,0,0.2,1,0.0,0,0.1,1,1,0,123.0,
3521-4781-1,17,210.0,3581-89516-1,123.0,100.47,1,0,1,0,0,1.2,1,0.0,0,0.9,1,1,0,123.0,
3521-4781-1,30,210.0,3581-89516-1,123.0,100.33,1,0,1,0,0,0.7,1,0.0,0,0.6,1,1,0,123.0,
3521-4781-1,37,210.0,3581-89516-1,123.0,100.67,1,0,1,0,0,2.7,1,0.0,0,1.4,1,6,1,123.0,
3521-4781-1,46,210.0,3581-89516-1,123.0,100.2,1,0,1,0,0,0.5,1,0.0,0,0.2,1,1,0,123.0,
3521-4781-1,55,210.0,3581-89516-1,123.0,100.12,1,0,1,0,0,0.1,1,0.0,0,0.1,1,14,1,123.0,
3521-4781-1,56,210.0,3581-89516-1,123.0,100.95,1,0,1,0,0,6.0,1,0.0,0,2.1,1,1,0,123.0,
3521-4781-1,57,210.0,3581-89516-1,123.0,101.37,1,0,1,0,0,7.5,1,0.0,0,3.0,1,1,0,123.0,
3521-4781-1,58,210.0,3581-89516-1,123.0,101.54,1,0,1,0,0,8.2,1,0.0,0,3.4,1,1,0,123.0,
3521-4781-1,59,210.0,3581-89516-1,123.0,102.59,3,0,1,0,0,15.4,1,0.0,0,6.3,1,1,0,123.0,
3521-4781-1,60,210.0,3581-89516-1,123.0,101.38,1,0,1,0,0,6.7,1,0.0,0,3.1,1,1,0,123.0,
3521-4781-1,61,210.0,3581-89516-1,123.0,101.74,3,0,1,0,0,9.6,1,0.0,0,3.9,1,1,0,123.0,
3521-4781-1,62,210.0,3581-89516-1,123.0,101.87,3,0,1,0,0,10.6,1,0.0,0,4.2,1,1,0,123.0,
3521-4781-1,63,210.0,3581-89516-1,123.0,101.65,1,0,1,0,0,10.3,1,0.0,0,3.7,1,1,0,123.0,
3521-4781-1,64,210.0,3581-89516-1,123.0,102.12,3,0,1,0,0,13.0,1,0.0,0,4.8,1,1,0,123.0,
3521-4781-1,65,210.0,3581-89516-1,123.0,101.56,1,0,1,0,0,11.3,1,0.0,0,3.7,1,1,0,123.0,
3521-4781-1,66,210.0,3581-89516-1,123.0,101.76,3,0,1,0,0,10.7,1,0.0,0,4.2,1,1,0,123.0,
3521-4781-1,67,210.0,3581-89516-1,123.0,100.61,1,0,1,0,0,2.5,1,0.0,0,1.3,1,1,0,123.0,
3521-4781-1,68,210.0,3581-89516-1,123.0,100.54,1,0,1,0,0,1.7,1,0.0,0,1.1,1,1,0,123.0,
3521-4781-1,72,210.0,3581-89516-1,123.0,101.61,1,0,1,0,0,10.7,1,0.0,0,4.5,1,1,0,123.0,
3521-4781-1,73,210.0,3581-89516-1,123.0,100.84,1,0,1,0,0,3.9,1,0.0,0,1.8,1,1,0,123.0,
3521-4781-1,74,210.0,3581-89516-1,123.0,101.2,1,0,1,0,0,6.1,1,0.0,0,2.6,1,1,0,123.0,
3521-4781-1,75,210.0,3581-89516-1,123.0,100.99,1,0,1,0,0,4.7,1,0.0,0,2.1,1,1,0,123.0,
3521-4781-1,79,210.0,3581-89516-1,123.0,100.18,1,0,1,0,0,0.4,1,0.0,0,0.2,1,1,0,123.0,
3521-4781-1,90,210.0,3581-89516-1,123.0,100.6,1,0,1,0,0,2.6,1,0.0,0,1.2,1,1,0,123.0,
3521-4781-1,91,210.0,3581-89516-1,123.0,100.66,1,0,1,0,0,2.9,1,0.0,0,1.3,1,1,0,123.0,
3521-4781-1,92,210.0,3581-89516-1,123.0,100.43,1,0,1,0,0,1.6,1,0.0,0,0.8,1,1,0,123.0,
3521-4781-1,94,210.0,3581-89516-1,123.0,100.31,1,0,1,0,0,1.0,1,0.0,0,0.5,1,1,0,123.0,
3521-4781-1,106,210.0,3581-89516-1,123.0,100.18,1,0,1,0,0,0.4,1,0.0,0,0.2,1,1,0,123.0,
3521-4781-1,108,210.0,3581-89516-1,123.0,100.15,1,0,1,0,0,0.3,1,0.0,0,0.1,1,15,1,123.0,
3521-4781-1,121,210.0,3581-89516-1,123.0,100.44,1,0,1,0,0,1.1,1,0.0,0,0.9,1,1,0,123.0,
3521-4781-1,123,210.0,3581-89516-1,123.0,100.31,1,0,1,0,0,0.7,1,0.0,0,0.5,1,1,0,123.0,
3521-4781-1,127,210.0,3581-89516-1,123.0,100.23,1,0,1,0,0,0.4,1,0.0,0,0.3,1,1,0,123.0,
3521-4781-1,128,210.0,3581-89516-1,123.0,100.46,1,0,1,0,0,1.5,1,0.0,0,0.8,1,1,0,123.0,
3521-4781-1,129,210.0,3581-89516-1,123.0,100.33,1,0,1,0,0,0.8,1,0.0,0,0.6,1,1,0,123.0,
3521-4781-1,130,210.0,3581-89516-1,123.0,100.91,1,0,1,0,0,2.5,1,0.0,0,1.9,1,1,0,123.0,
3521-4781-1,131,210.0,3581-89516-1,123.0,100.3,1,0,1,0,0,0.7,1,0.0,0,0.5,1,1,0,123.0,
3521-4781-1,132,210.0,3581-89516-1,123.0,100.54,1,0,1,0,0,1.5,1,0.0,0,1.0,1,1,0,123.0,
3521-4781-1,133,210.0,3581-89516-1,123.0,101.04,1,0,1,0,0,4.0,1,0.0,0,2.4,1,1,0,123.0,
3521-4781-1,134,210.0,3581-89516-1,123.0,100.94,1,0,1,0,0,2.8,1,0.0,0,2.0,1,1,0,123.0,
3521-4781-1,135,210.0,3581-89516-1,123.0,100.87,1,0,1,0,0,3.1,1,0.0,0,1.9,1,1,0,123.0,
3521-4781-1,139,210.0,3581-89516-1,123.0,100.51,1,0,1,0,0,1.4,1,0.0,0,1.2,1,1,0,123.0,
3521-4781-1,141,210.0,3581-89516-1,123.0,100.35,1,0,1,0,0,0.9,1,0.0,0,0.7,1,1,0,123.0,
3521-4781-1,142,210.0,3581-89516-1,123.0,100.81,1,0,1,0,0,2.5,1,0.0,0,1.8,1,1,0,123.0,
3521-4781-1,143,210.0,3581-89516-1,123.0,100.7,1,0,1,0,0,3.3,1,0.0,0,1.5,1,15,1,123.0,
3521-4781-1,144,210.0,3581-89516-1,123.0,101.41,3,0,1,0,0,8.8,1,0.0,0,29.5,1,15,1,123.0,
3521-4781-1,145,210.0,3581-89516-1,123.0,101.17,1,0,1,0,0,4.9,1,0.0,0,2.5,1,1,0,123.0,
3521-4781-1,146,210.0,3581-89516-1,123.0,102.6,5,0,1,0,0,18.6,1,0.0,0,47.5,1,15,1,123.0,
3521-4781-1,147,210.0,3581-89516-1,123.0,102.16,5,0,1,0,0,13.2,1,0.0,0,105.5,1,15,1,123.0,
3521-4781-1,148,210.0,3581-89516-1,123.0,102.52,3,0,1,0,0,13.7,1,0.0,0,7.2,1,1,0,123.0,
3521-4781-1,149,210.0,3581-89516-1,123.0,101.23,1,0,1,0,0,6.2,1,0.0,0,3.3,1,14,1,123.0,
3521-4781-1,150,210.0,3581-89516-1,123.0,101.32,1,0,1,0,0,5.0,1,0.0,0,3.1,1,1,0,123.0,
3521-4781-1,151,210.0,3581-89516-1,123.0,101.47,1,0,1,0,0,6.2,1,0.0,0,4.1,1,1,0,123.0,
3521-4781-1,152,210.0,3581-89516-1,123.0,101.2,1,0,1,0,0,4.6,1,0.0,0,2.6,1,1,0,123.0,
3521-4781-1,153,210.0,3581-89516-1,123.0,100.97,1,0,1,0,0,4.2,1,0.0,0,2.6,1,14,1,123.0,
3521-4781-1,154,210.0,3581-89516-1,123.0,101.34,1,1,2,1,0,1089.2,0,500.0,0,10.4,1,15,1,123.0,T3464-3462-34641-1-w2
3521-4781-1,156,210.0,3581-89516-1,123.0,101.2,1,0,1,0,0,5.1,1,0.0,0,2.8,1,15,1,123.0,
3521-4781-1,158,210.0,3581-89516-1,123.0,100.89,1,0,1,0,0,4.1,1,0.0,0,2.3,1,14,1,123.0,
3521-4781-1,159,210.0,3581-89516-1,123.0,100.86,1,0,1,0,0,3.1,1,0.0,0,1.8,1,15,1,123.0,
3521-4781-1,160,210.0,3581-89516-1,123.0,100.61,1,0,1,0,0,1.8,1,0.0,0,1.2,1,1,0,123.0,
3521-4781-1,167,210.0,3581-89516-1,123.0,100.24,1,0,1,0,0,0.5,1,0.0,0,0.3,1,1,0,123.0,
3522-66121-1,0,823.0,3581-89516-1,123.0,101.97,3,0,1,0,0,5.7,1,0.0,0,4.5,1,1,0,123.0,
3522-66121-1,1,823.0,3581-89516-1,123.0,102.46,3,0,1,0,0,8.4,1,0.0,0,6.0,1,1,0,123.0,
3522-66121-1,2,823.0,3581-89516-1,123.0,101.61,1,0,1,0,0,4.9,1,0.0,0,3.6,1,1,0,123.0,
3522-66121-1,3,823.0,3581-89516-1,123.0,102.13,3,0,1,0,0,7.2,1,0.0,0,6.1,1,1,0,123.0,
3522-66121-1,4,823.0,3581-89516-1,123.0,102.09,3,0,1,0,0,7.0,1,0.0,0,5.0,1,1,0,123.0,
