outage,hour,out_s,hit,hit_s,worst_pct,n_over,eir_lost,eir_rounds,eir_caused,eir_islands,eir_cut,eir_all_lines,eir_min_s,veto_lost,veto_cut,veto_rounds,nothing_lost,nothing_islands,size,chain
2204-5464-1,101,1473.0,4664-43844-1,997.0,100.38,2,0,1,0,0,13.6,1,0.0,0,10.4,1,17,1,997.0,
2204-22044-1,12,1847.0,4664-43844-1,997.0,107.48,5,0,1,0,0,258.7,1,0.0,0,243.2,1,15,1,997.0,
2204-22044-1,36,1847.0,4664-43844-1,997.0,102.7,3,0,1,0,0,101.5,1,0.0,0,64.3,1,13,1,997.0,
2204-22044-1,46,1847.0,4664-43844-1,997.0,115.29,5,0,1,0,0,568.1,1,0.0,0,399.0,1,14,1,997.0,
2204-22044-1,51,1847.0,4664-43844-1,997.0,127.07,5,0,1,0,0,1006.4,1,0.0,0,745.4,1,14,1,997.0,
2204-22044-1,53,1847.0,4664-43844-1,997.0,131.93,3,0,1,0,0,1182.5,1,0.0,0,863.1,1,11,1,997.0,
2204-22044-1,56,1847.0,4664-43844-1,997.0,131.31,5,0,1,0,0,1227.6,1,0.0,0,841.2,1,14,1,997.0,
2204-22044-1,57,1847.0,4664-43844-1,997.0,121.94,5,0,1,0,0,854.7,1,0.0,0,580.4,1,14,1,997.0,
2204-22044-1,58,1847.0,4664-43844-1,997.0,110.97,5,0,1,0,0,422.7,1,0.0,0,299.9,1,14,1,997.0,
2204-22044-1,59,1847.0,4664-43844-1,997.0,106.5,5,0,1,0,0,262.6,1,0.0,0,223.3,1,15,1,997.0,
2204-22044-1,61,1847.0,4664-43844-1,997.0,129.13,5,0,1,0,0,1103.4,1,0.0,0,780.8,1,14,1,997.0,
2204-22044-1,62,1847.0,4664-43844-1,997.0,127.75,5,0,1,0,0,1063.0,1,0.0,0,734.0,1,14,1,997.0,
2204-22044-1,64,1847.0,4664-43844-1,997.0,106.24,5,0,1,0,0,265.5,1,0.0,0,176.4,1,14,1,997.0,
2204-22044-1,65,1847.0,4664-43844-1,997.0,118.23,6,0,1,0,0,716.6,1,0.0,0,517.9,1,14,1,997.0,
2204-22044-1,66,1847.0,4664-43844-1,997.0,115.84,5,0,1,0,0,602.0,1,0.0,0,432.4,1,14,1,997.0,
2204-22044-1,67,1847.0,4664-43844-1,997.0,117.39,5,0,1,0,0,602.7,1,0.0,0,476.5,1,14,1,997.0,
2204-22044-1,68,1847.0,4664-43844-1,997.0,111.3,5,0,1,0,0,386.2,1,0.0,0,331.7,1,15,1,997.0,
2204-22044-1,72,1847.0,4664-43844-1,997.0,106.46,5,0,1,0,0,259.9,1,0.0,0,202.1,1,15,1,997.0,
2204-22044-1,101,1847.0,4664-43844-1,997.0,131.71,4,0,1,0,0,1097.5,1,0.0,0,820.0,1,14,1,997.0,
2204-22044-1,102,1847.0,4664-43844-1,997.0,110.33,5,0,1,0,0,346.4,1,0.0,0,337.5,1,15,1,997.0,
2204-22044-1,103,1847.0,4664-43844-1,997.0,132.73,6,0,1,0,0,1104.2,1,0.0,0,997.4,1,15,1,997.0,
2204-22044-1,106,1847.0,4664-43844-1,997.0,115.81,5,0,1,0,0,526.5,1,0.0,0,507.7,1,15,1,997.0,
2204-22044-1,107,1847.0,4664-43844-1,997.0,122.58,5,0,1,0,0,766.9,1,0.0,0,717.9,1,15,1,997.0,
2204-22044-1,108,1847.0,4664-43844-1,997.0,131.86,7,0,1,0,0,1186.9,1,0.0,0,860.1,1,14,1,997.0,
2204-22044-1,109,1847.0,4664-43844-1,997.0,127.85,5,0,1,0,0,985.3,1,0.0,0,725.0,1,14,1,997.0,
2204-22044-1,128,1847.0,4664-43844-1,997.0,114.09,5,0,1,0,0,459.0,1,0.0,0,367.2,1,15,1,997.0,
2204-22044-1,129,1847.0,4664-43844-1,997.0,110.2,5,0,1,0,0,335.0,1,0.0,0,274.3,1,15,1,997.0,
2204-22044-1,133,1847.0,4664-43844-1,997.0,124.59,5,0,1,0,0,852.0,1,0.0,0,688.1,1,15,1,997.0,
2204-22044-1,134,1847.0,4664-43844-1,997.0,123.69,5,0,1,0,0,790.0,1,0.0,0,657.9,1,15,1,997.0,
2204-22044-1,135,1847.0,4664-43844-1,997.0,108.18,5,0,1,0,0,287.8,1,0.0,0,267.6,1,16,1,997.0,
2204-22044-1,142,1847.0,4664-43844-1,997.0,107.1,5,0,1,0,0,248.7,1,0.0,0,237.4,1,16,1,997.0,
2204-22044-1,143,1847.0,4664-43844-1,997.0,130.84,5,0,1,0,0,1052.7,1,0.0,0,815.1,1,15,1,997.0,
2204-22044-1,144,1847.0,4664-43844-1,997.0,133.76,5,0,1,0,0,1208.4,1,0.0,0,906.4,1,15,1,997.0,
2204-22044-1,145,1847.0,4664-43844-1,997.0,123.64,5,0,1,0,0,801.6,1,0.0,0,618.7,1,15,1,997.0,
2204-22044-1,146,1847.0,4664-43844-1,997.0,135.9,5,0,1,0,0,1285.7,1,0.0,0,998.4,1,15,1,997.0,
2204-22044-1,147,1847.0,4664-43844-1,997.0,134.48,5,0,1,0,0,1209.4,1,0.0,0,934.9,1,15,1,997.0,
2204-22044-1,148,1847.0,4664-43844-1,997.0,134.11,5,0,1,0,0,1190.8,1,0.0,0,927.6,1,15,1,997.0,
2204-22044-1,149,1847.0,4664-43844-1,997.0,135.99,5,0,1,0,0,1269.7,1,0.0,0,973.2,1,15,1,997.0,
2204-22044-1,150,1847.0,4664-43844-1,997.0,130.51,5,0,1,0,0,1012.2,1,0.0,0,926.2,1,15,1,997.0,
2204-22044-1,151,1847.0,4664-43844-1,997.0,124.18,5,0,1,0,0,823.7,1,0.0,0,676.2,1,16,1,997.0,
2204-22044-1,152,1847.0,4664-43844-1,997.0,112.51,5,0,1,0,0,439.7,1,0.0,0,357.9,1,15,1,997.0,
2204-22044-1,153,1847.0,4664-43844-1,997.0,135.58,5,0,1,0,0,1254.1,1,0.0,0,1001.1,1,15,1,997.0,
2204-22044-1,154,1847.0,4664-43844-1,997.0,135.3,5,0,1,0,0,1230.2,1,0.0,0,975.1,1,15,1,997.0,
2204-22044-1,155,1847.0,4664-43844-1,997.0,136.86,5,0,1,0,0,1321.2,1,0.0,0,1212.8,1,15,1,997.0,
2204-22044-1,156,1847.0,4664-43844-1,997.0,132.97,5,0,1,0,0,1155.9,1,0.0,0,1073.0,1,15,1,997.0,
2204-22044-1,157,1847.0,4664-43844-1,997.0,137.4,5,0,1,0,0,1351.8,1,0.0,0,1229.8,1,15,1,997.0,
2204-22044-1,158,1847.0,4664-43844-1,997.0,135.33,5,0,1,0,0,1259.8,1,0.0,0,1157.2,1,16,1,997.0,
2204-22044-1,159,1847.0,4664-43844-1,997.0,131.43,5,0,1,0,0,1081.5,1,0.0,0,847.8,1,15,1,997.0,
2204-22044-1,160,1847.0,4664-43844-1,997.0,125.94,5,0,1,0,0,870.0,1,0.0,0,683.1,1,15,1,997.0,
2204-22044-1,164,1847.0,4664-43844-1,997.0,113.56,3,0,1,0,0,411.1,1,0.0,0,334.5,1,14,1,997.0,
2204-22044-1,166,1847.0,4664-43844-1,997.0,115.37,5,0,1,0,0,496.9,1,0.0,0,397.5,1,16,1,997.0,
3554-22044-1,12,1944.0,4664-43844-1,997.0,107.48,5,0,1,0,0,258.7,1,0.0,0,243.2,1,15,1,997.0,
3554-22044-1,36,1944.0,4664-43844-1,997.0,102.7,3,0,1,0,0,101.5,1,0.0,0,64.3,1,13,1,997.0,
3554-22044-1,46,1944.0,4664-43844-1,997.0,115.29,5,0,1,0,0,568.1,1,0.0,0,399.0,1,14,1,997.0,
3554-22044-1,51,1944.0,4664-43844-1,997.0,127.07,5,0,1,0,0,1006.4,1,0.0,0,745.4,1,14,1,997.0,
3554-22044-1,53,1944.0,4664-43844-1,997.0,131.93,3,0,1,0,0,1182.5,1,0.0,0,863.1,1,11,1,997.0,
3554-22044-1,56,1944.0,4664-43844-1,997.0,131.31,5,0,1,0,0,1227.6,1,0.0,0,841.2,1,14,1,997.0,
3554-22044-1,57,1944.0,4664-43844-1,997.0,121.94,5,0,1,0,0,854.7,1,0.0,0,580.4,1,14,1,997.0,
3554-22044-1,58,1944.0,4664-43844-1,997.0,110.97,5,0,1,0,0,422.7,1,0.0,0,299.9,1,14,1,997.0,
3554-22044-1,59,1944.0,4664-43844-1,997.0,106.5,5,0,1,0,0,262.6,1,0.0,0,223.3,1,15,1,997.0,
3554-22044-1,61,1944.0,4664-43844-1,997.0,129.13,5,0,1,0,0,1103.4,1,0.0,0,780.8,1,14,1,997.0,
3554-22044-1,62,1944.0,4664-43844-1,997.0,127.75,5,0,1,0,0,1063.0,1,0.0,0,734.0,1,14,1,997.0,
3554-22044-1,64,1944.0,4664-43844-1,997.0,106.24,5,0,1,0,0,265.5,1,0.0,0,176.4,1,14,1,997.0,
3554-22044-1,65,1944.0,4664-43844-1,997.0,118.23,6,0,1,0,0,716.6,1,0.0,0,517.9,1,14,1,997.0,
3554-22044-1,66,1944.0,4664-43844-1,997.0,115.84,5,0,1,0,0,602.0,1,0.0,0,432.4,1,14,1,997.0,
3554-22044-1,67,1944.0,4664-43844-1,997.0,117.39,5,0,1,0,0,602.7,1,0.0,0,476.5,1,14,1,997.0,
3554-22044-1,68,1944.0,4664-43844-1,997.0,111.3,5,0,1,0,0,386.2,1,0.0,0,331.7,1,15,1,997.0,
3554-22044-1,72,1944.0,4664-43844-1,997.0,106.46,5,0,1,0,0,259.9,1,0.0,0,202.1,1,15,1,997.0,
3554-22044-1,101,1944.0,4664-43844-1,997.0,131.71,4,0,1,0,0,1097.5,1,0.0,0,820.0,1,14,1,997.0,
3554-22044-1,102,1944.0,4664-43844-1,997.0,110.33,5,0,1,0,0,346.4,1,0.0,0,337.5,1,15,1,997.0,
3554-22044-1,103,1944.0,4664-43844-1,997.0,132.73,6,0,1,0,0,1104.2,1,0.0,0,997.4,1,15,1,997.0,
3554-22044-1,106,1944.0,4664-43844-1,997.0,115.81,5,0,1,0,0,526.5,1,0.0,0,507.7,1,15,1,997.0,
3554-22044-1,107,1944.0,4664-43844-1,997.0,122.58,5,0,1,0,0,766.9,1,0.0,0,717.9,1,15,1,997.0,
3554-22044-1,108,1944.0,4664-43844-1,997.0,131.86,7,0,1,0,0,1186.9,1,0.0,0,860.1,1,14,1,997.0,
3554-22044-1,109,1944.0,4664-43844-1,997.0,127.85,5,0,1,0,0,985.3,1,0.0,0,725.0,1,14,1,997.0,
3554-22044-1,128,1944.0,4664-43844-1,997.0,114.09,5,0,1,0,0,459.0,1,0.0,0,367.2,1,15,1,997.0,
3554-22044-1,129,1944.0,4664-43844-1,997.0,110.2,5,0,1,0,0,335.0,1,0.0,0,274.3,1,15,1,997.0,
3554-22044-1,133,1944.0,4664-43844-1,997.0,124.59,5,0,1,0,0,852.0,1,0.0,0,688.1,1,15,1,997.0,
3554-22044-1,134,1944.0,4664-43844-1,997.0,123.69,5,0,1,0,0,790.0,1,0.0,0,657.9,1,15,1,997.0,
3554-22044-1,135,1944.0,4664-43844-1,997.0,108.18,5,0,1,0,0,287.8,1,0.0,0,267.6,1,16,1,997.0,
3554-22044-1,142,1944.0,4664-43844-1,997.0,107.1,5,0,1,0,0,248.7,1,0.0,0,237.4,1,16,1,997.0,
3554-22044-1,143,1944.0,4664-43844-1,997.0,130.84,5,0,1,0,0,1052.7,1,0.0,0,815.1,1,15,1,997.0,
3554-22044-1,144,1944.0,4664-43844-1,997.0,133.76,5,0,1,0,0,1208.4,1,0.0,0,906.4,1,15,1,997.0,
3554-22044-1,145,1944.0,4664-43844-1,997.0,123.64,5,0,1,0,0,801.6,1,0.0,0,618.7,1,15,1,997.0,
3554-22044-1,146,1944.0,4664-43844-1,997.0,135.9,5,0,1,0,0,1285.7,1,0.0,0,998.4,1,15,1,997.0,
3554-22044-1,147,1944.0,4664-43844-1,997.0,134.48,5,0,1,0,0,1209.4,1,0.0,0,934.9,1,15,1,997.0,
3554-22044-1,148,1944.0,4664-43844-1,997.0,134.11,5,0,1,0,0,1190.8,1,0.0,0,927.6,1,15,1,997.0,
3554-22044-1,149,1944.0,4664-43844-1,997.0,135.99,5,0,1,0,0,1269.7,1,0.0,0,973.2,1,15,1,997.0,
3554-22044-1,150,1944.0,4664-43844-1,997.0,130.51,5,0,1,0,0,1012.2,1,0.0,0,926.2,1,15,1,997.0,
3554-22044-1,151,1944.0,4664-43844-1,997.0,124.18,5,0,1,0,0,823.7,1,0.0,0,676.2,1,16,1,997.0,
3554-22044-1,152,1944.0,4664-43844-1,997.0,112.51,5,0,1,0,0,439.7,1,0.0,0,357.9,1,15,1,997.0,
3554-22044-1,153,1944.0,4664-43844-1,997.0,135.58,5,0,1,0,0,1254.1,1,0.0,0,1001.1,1,15,1,997.0,
3554-22044-1,154,1944.0,4664-43844-1,997.0,135.3,5,0,1,0,0,1230.2,1,0.0,0,975.1,1,15,1,997.0,
3554-22044-1,155,1944.0,4664-43844-1,997.0,136.86,5,0,1,0,0,1321.2,1,0.0,0,1212.8,1,15,1,997.0,
3554-22044-1,156,1944.0,4664-43844-1,997.0,132.97,5,0,1,0,0,1155.9,1,0.0,0,1073.0,1,15,1,997.0,
3554-22044-1,157,1944.0,4664-43844-1,997.0,137.4,5,0,1,0,0,1351.8,1,0.0,0,1229.8,1,15,1,997.0,
3554-22044-1,158,1944.0,4664-43844-1,997.0,135.33,5,0,1,0,0,1259.8,1,0.0,0,1157.2,1,16,1,997.0,
3554-22044-1,159,1944.0,4664-43844-1,997.0,131.43,5,0,1,0,0,1081.5,1,0.0,0,847.8,1,15,1,997.0,
3554-22044-1,160,1944.0,4664-43844-1,997.0,125.94,5,0,1,0,0,870.0,1,0.0,0,683.1,1,15,1,997.0,
3554-22044-1,164,1944.0,4664-43844-1,997.0,113.56,3,0,1,0,0,411.1,1,0.0,0,334.5,1,14,1,997.0,
3554-22044-1,166,1944.0,4664-43844-1,997.0,115.37,5,0,1,0,0,496.9,1,0.0,0,397.5,1,16,1,997.0,
3554-39444-1,12,1944.0,4664-43844-1,997.0,117.83,5,0,1,0,0,534.9,1,0.0,0,415.4,1,12,1,997.0,
3554-39444-1,13,1944.0,4664-43844-1,997.0,105.74,2,0,1,0,0,173.5,1,0.0,0,123.0,1,11,1,997.0,
3554-39444-1,14,1944.0,4664-43844-1,997.0,100.99,2,0,1,0,0,25.9,1,0.0,0,19.4,1,12,1,997.0,
3554-39444-1,33,1944.0,4664-43844-1,997.0,107.86,2,0,1,0,0,229.7,1,0.0,0,169.1,1,12,1,997.0,
3554-39444-1,34,1944.0,4664-43844-1,997.0,104.27,2,0,1,0,0,125.3,1,0.0,0,90.8,1,12,1,997.0,
3554-39444-1,35,1944.0,4664-43844-1,997.0,104.22,2,0,1,0,0,144.0,1,0.0,0,89.8,1,11,1,997.0,
3554-39444-1,36,1944.0,4664-43844-1,997.0,108.92,2,0,1,0,0,311.3,1,0.0,0,192.1,1,15,1,997.0,
3554-39444-1,38,1944.0,4664-43844-1,997.0,109.44,3,0,1,0,0,330.7,1,0.0,0,225.7,1,15,1,997.0,
3554-39444-1,39,1944.0,4664-43844-1,997.0,125.45,6,0,1,0,0,871.3,1,0.0,0,607.0,1,12,1,997.0,
3554-39444-1,46,1944.0,4664-43844-1,997.0,123.47,5,0,1,0,0,793.7,1,0.0,0,540.8,1,12,1,997.0,
3554-39444-1,49,1944.0,4664-43844-1,997.0,102.2,2,0,1,0,0,74.3,1,0.0,0,45.7,1,11,1,997.0,
3554-39444-1,51,1944.0,4664-43844-1,997.0,135.76,5,0,1,0,0,1212.3,1,0.0,0,871.6,1,14,1,997.0,
3554-39444-1,52,1944.0,4664-43844-1,997.0,134.49,6,0,1,0,0,1169.4,1,0.0,0,867.4,1,14,1,997.0,
3554-39444-1,53,1944.0,4664-43844-1,997.0,137.95,3,0,1,0,0,1284.0,1,0.0,0,890.1,1,10,1,997.0,
3554-39444-1,56,1944.0,4664-43844-1,997.0,136.47,5,0,1,0,0,1308.1,1,0.0,0,870.4,1,11,1,997.0,
3554-39444-1,57,1944.0,4664-43844-1,997.0,127.2,5,0,1,0,0,969.2,1,0.0,0,633.8,1,11,1,997.0,
3554-39444-1,58,1944.0,4664-43844-1,997.0,118.93,5,0,1,0,0,672.9,1,0.0,0,444.1,1,11,1,997.0,
3554-39444-1,59,1944.0,4664-43844-1,997.0,115.88,5,0,1,0,0,569.7,1,0.0,0,361.8,1,11,1,997.0,
3554-39444-1,60,1944.0,4664-43844-1,997.0,107.56,5,0,1,0,0,274.8,1,0.0,0,176.0,1,12,1,997.0,
3554-39444-1,61,1944.0,4664-43844-1,997.0,139.48,5,0,1,0,0,1373.1,1,0.0,0,943.7,1,11,1,997.0,
3554-39444-1,62,1944.0,4664-43844-1,997.0,136.57,5,0,1,0,0,1284.5,1,0.0,0,863.9,1,11,1,997.0,
3554-39444-1,64,1944.0,4664-43844-1,997.0,112.23,5,0,1,0,0,460.9,1,0.0,0,287.1,1,11,1,997.0,
3554-39444-1,65,1944.0,4664-43844-1,997.0,124.42,5,0,1,0,0,884.4,1,0.0,0,566.6,1,11,1,997.0,
3554-39444-1,66,1944.0,4664-43844-1,997.0,123.59,5,0,1,0,0,826.8,1,0.0,0,558.2,1,11,1,997.0,
3554-39444-1,67,1944.0,4664-43844-1,997.0,126.45,5,0,1,0,0,831.7,1,0.0,0,620.5,1,11,1,997.0,
3554-39444-1,68,1944.0,4664-43844-1,997.0,121.05,5,0,1,0,0,638.4,1,0.0,0,474.9,1,12,1,997.0,
3554-39444-1,69,1944.0,4664-43844-1,997.0,106.23,5,0,1,0,0,194.9,1,0.0,0,147.3,1,12,1,997.0,
3554-39444-1,70,1944.0,4664-43844-1,997.0,112.93,5,0,1,0,0,396.5,1,0.0,0,307.8,1,12,1,997.0,
3554-39444-1,72,1944.0,4664-43844-1,997.0,113.71,5,0,1,0,0,475.7,1,0.0,0,322.9,1,11,1,997.0,
3554-39444-1,75,1944.0,4664-43844-1,997.0,107.67,5,0,1,0,0,272.2,1,0.0,0,184.7,1,11,1,997.0,
3554-39444-1,97,1944.0,4664-43844-1,997.0,110.15,6,0,1,0,0,370.9,1,0.0,0,260.5,1,14,1,997.0,
3554-39444-1,99,1944.0,4664-43844-1,997.0,108.24,4,0,1,0,0,319.3,1,0.0,0,270.9,1,14,1,997.0,
3554-39444-1,100,1944.0,4664-43844-1,997.0,124.03,7,0,1,0,0,834.7,1,0.0,0,617.4,1,15,1,997.0,
3554-39444-1,101,1944.0,4664-43844-1,997.0,139.6,3,0,1,0,0,1235.9,1,0.0,0,922.3,1,11,1,997.0,
3554-39444-1,102,1944.0,4664-43844-1,997.0,117.93,5,0,1,0,0,534.1,1,0.0,0,543.3,1,13,1,997.0,
3554-39444-1,103,1944.0,4664-43844-1,997.0,143.06,6,0,1,0,0,1306.8,1,0.0,0,1302.8,1,11,1,997.0,
3554-39444-1,106,1944.0,4664-43844-1,997.0,126.86,5,0,1,0,0,804.1,1,0.0,0,840.9,1,11,1,997.0,
3554-39444-1,107,1944.0,4664-43844-1,997.0,131.92,5,0,1,0,0,963.4,1,0.0,0,1013.4,1,12,1,997.0,
3554-39444-1,108,1944.0,4664-43844-1,997.0,139.19,6,0,1,0,0,1319.0,1,0.0,0,946.9,1,12,1,997.0,
3554-39444-1,109,1944.0,4664-43844-1,997.0,135.84,5,0,1,0,0,1131.9,1,0.0,0,837.4,1,12,1,997.0,
3554-39444-1,110,1944.0,4664-43844-1,997.0,106.57,5,0,1,0,0,203.8,1,0.0,0,157.0,1,12,1,997.0,
3554-39444-1,111,1944.0,4664-43844-1,997.0,114.54,5,0,1,0,0,443.7,1,0.0,0,329.4,1,13,1,997.0,
3554-39444-1,128,1944.0,4664-43844-1,997.0,125.61,5,0,1,0,0,745.2,1,0.0,0,578.0,1,13,1,997.0,
3554-39444-1,129,1944.0,4664-43844-1,997.0,120.83,5,0,1,0,0,596.1,1,0.0,0,471.1,1,13,1,997.0,
3554-39444-1,132,1944.0,4664-43844-1,997.0,109.23,5,0,1,0,0,278.5,1,0.0,0,219.0,1,11,1,997.0,
3554-39444-1,133,1944.0,4664-43844-1,997.0,133.85,5,0,1,0,0,1051.6,1,0.0,0,800.5,1,11,1,997.0,
3554-39444-1,134,1944.0,4664-43844-1,997.0,134.56,5,0,1,0,0,1022.3,1,0.0,0,792.6,1,11,1,997.0,
3554-39444-1,135,1944.0,4664-43844-1,997.0,117.35,5,0,1,0,0,522.0,1,0.0,0,395.8,1,11,1,997.0,
3554-39444-1,141,1944.0,4664-43844-1,997.0,110.48,5,0,1,0,0,322.3,1,0.0,0,323.9,1,11,1,997.0,
3554-39444-1,142,1944.0,4664-43844-1,997.0,115.02,5,0,1,0,0,459.7,1,0.0,0,460.7,1,11,1,997.0,
3554-39444-1,143,1944.0,4664-43844-1,997.0,140.95,5,0,1,0,0,1264.9,1,0.0,0,949.3,1,11,1,997.0,
3554-39444-1,144,1944.0,4664-43844-1,997.0,142.59,5,0,1,0,0,1385.8,1,0.0,0,1026.4,1,11,1,997.0,
3554-39444-1,145,1944.0,4664-43844-1,997.0,134.58,5,0,1,0,0,1062.9,1,0.0,0,815.0,1,11,1,997.0,
3554-39444-1,146,1944.0,4664-43844-1,997.0,146.27,5,0,1,0,0,1503.7,1,0.0,0,1144.2,1,11,1,997.0,
3554-39444-1,147,1944.0,4664-43844-1,997.0,144.86,5,0,1,0,0,1425.2,1,0.0,0,1087.9,1,11,1,997.0,
3554-39444-1,148,1944.0,4664-43844-1,997.0,143.58,5,0,1,0,0,1369.2,1,0.0,0,1032.9,1,11,1,997.0,
3554-39444-1,149,1944.0,4664-43844-1,997.0,143.68,5,0,1,0,0,1385.3,1,0.0,0,1036.3,1,11,1,997.0,
3554-39444-1,150,1944.0,4664-43844-1,997.0,140.36,5,0,1,0,0,1220.5,1,0.0,0,1112.4,1,11,1,997.0,
3554-39444-1,151,1944.0,4664-43844-1,997.0,132.7,5,0,1,0,0,1002.1,1,0.0,0,748.6,1,11,1,997.0,
3554-39444-1,152,1944.0,4664-43844-1,997.0,119.15,5,0,1,0,0,600.1,1,0.0,0,433.4,1,11,1,997.0,
3554-39444-1,153,1944.0,4664-43844-1,997.0,142.75,5,0,1,0,0,1356.7,1,0.0,0,1003.8,1,11,1,997.0,
3554-39444-1,154,1944.0,4664-43844-1,997.0,143.67,5,0,1,0,0,1373.9,1,0.0,0,1055.6,1,11,1,997.0,
3554-39444-1,155,1944.0,4664-43844-1,997.0,145.47,5,0,1,0,0,1473.6,1,0.0,0,1527.3,1,11,1,997.0,
3554-39444-1,156,1944.0,4664-43844-1,997.0,142.4,5,0,1,0,0,1341.5,1,0.0,0,1412.0,1,11,1,997.0,
3554-39444-1,157,1944.0,4664-43844-1,997.0,144.98,5,0,1,0,0,1466.1,1,0.0,0,1506.5,1,11,1,997.0,
3554-39444-1,158,1944.0,4664-43844-1,997.0,143.0,5,0,1,0,0,1382.3,1,0.0,0,1436.4,1,11,1,997.0,
3554-39444-1,159,1944.0,4664-43844-1,997.0,139.83,5,0,1,0,0,1228.6,1,0.0,0,937.0,1,11,1,997.0,
3554-39444-1,160,1944.0,4664-43844-1,997.0,135.39,5,0,1,0,0,1065.3,1,0.0,0,817.5,1,12,1,997.0,
3554-39444-1,164,1944.0,4664-43844-1,997.0,124.06,3,0,1,0,0,659.0,1,0.0,0,539.9,1,10,1,997.0,
3554-39444-1,166,1944.0,4664-43844-1,997.0,125.3,5,0,1,0,0,731.1,1,0.0,0,582.4,1,12,1,997.0,
3554-39444-1,167,1944.0,4664-43844-1,997.0,114.06,5,0,1,0,0,417.4,1,0.0,0,339.8,1,12,1,997.0,
3944-39444-1,12,1847.0,4664-43844-1,997.0,117.83,5,0,1,0,0,534.9,1,0.0,0,415.4,1,12,1,997.0,
3944-39444-1,13,1847.0,4664-43844-1,997.0,105.74,2,0,1,0,0,173.5,1,0.0,0,123.0,1,11,1,997.0,
3944-39444-1,14,1847.0,4664-43844-1,997.0,100.99,2,0,1,0,0,25.9,1,0.0,0,19.4,1,12,1,997.0,
3944-39444-1,33,1847.0,4664-43844-1,997.0,107.86,2,0,1,0,0,229.7,1,0.0,0,169.1,1,12,1,997.0,
3944-39444-1,34,1847.0,4664-43844-1,997.0,104.27,2,0,1,0,0,125.3,1,0.0,0,90.8,1,12,1,997.0,
3944-39444-1,35,1847.0,4664-43844-1,997.0,104.22,2,0,1,0,0,144.0,1,0.0,0,89.8,1,11,1,997.0,
3944-39444-1,36,1847.0,4664-43844-1,997.0,108.92,2,0,1,0,0,311.3,1,0.0,0,192.1,1,15,1,997.0,
3944-39444-1,38,1847.0,4664-43844-1,997.0,109.44,3,0,1,0,0,330.7,1,0.0,0,225.7,1,15,1,997.0,
3944-39444-1,39,1847.0,4664-43844-1,997.0,125.45,6,0,1,0,0,871.3,1,0.0,0,607.0,1,12,1,997.0,
3944-39444-1,46,1847.0,4664-43844-1,997.0,123.47,5,0,1,0,0,793.7,1,0.0,0,540.8,1,12,1,997.0,
3944-39444-1,49,1847.0,4664-43844-1,997.0,102.2,2,0,1,0,0,74.3,1,0.0,0,45.7,1,11,1,997.0,
3944-39444-1,51,1847.0,4664-43844-1,997.0,135.76,5,0,1,0,0,1212.3,1,0.0,0,871.6,1,14,1,997.0,
3944-39444-1,52,1847.0,4664-43844-1,997.0,134.49,6,0,1,0,0,1169.4,1,0.0,0,867.4,1,14,1,997.0,
3944-39444-1,53,1847.0,4664-43844-1,997.0,137.95,3,0,1,0,0,1284.0,1,0.0,0,890.1,1,10,1,997.0,
3944-39444-1,56,1847.0,4664-43844-1,997.0,136.47,5,0,1,0,0,1308.1,1,0.0,0,870.4,1,11,1,997.0,
3944-39444-1,57,1847.0,4664-43844-1,997.0,127.2,5,0,1,0,0,969.2,1,0.0,0,633.8,1,11,1,997.0,
3944-39444-1,58,1847.0,4664-43844-1,997.0,118.93,5,0,1,0,0,672.9,1,0.0,0,444.1,1,11,1,997.0,
3944-39444-1,59,1847.0,4664-43844-1,997.0,115.88,5,0,1,0,0,569.7,1,0.0,0,361.8,1,11,1,997.0,
3944-39444-1,60,1847.0,4664-43844-1,997.0,107.56,5,0,1,0,0,274.8,1,0.0,0,176.0,1,12,1,997.0,
3944-39444-1,61,1847.0,4664-43844-1,997.0,139.48,5,0,1,0,0,1373.1,1,0.0,0,943.7,1,11,1,997.0,
3944-39444-1,62,1847.0,4664-43844-1,997.0,136.57,5,0,1,0,0,1284.5,1,0.0,0,863.9,1,11,1,997.0,
3944-39444-1,64,1847.0,4664-43844-1,997.0,112.23,5,0,1,0,0,460.9,1,0.0,0,287.1,1,11,1,997.0,
3944-39444-1,65,1847.0,4664-43844-1,997.0,124.42,5,0,1,0,0,884.4,1,0.0,0,566.6,1,11,1,997.0,
3944-39444-1,66,1847.0,4664-43844-1,997.0,123.59,5,0,1,0,0,826.8,1,0.0,0,558.2,1,11,1,997.0,
3944-39444-1,67,1847.0,4664-43844-1,997.0,126.45,5,0,1,0,0,831.7,1,0.0,0,620.5,1,11,1,997.0,
3944-39444-1,68,1847.0,4664-43844-1,997.0,121.05,5,0,1,0,0,638.4,1,0.0,0,474.9,1,12,1,997.0,
3944-39444-1,69,1847.0,4664-43844-1,997.0,106.23,5,0,1,0,0,194.9,1,0.0,0,147.3,1,12,1,997.0,
3944-39444-1,70,1847.0,4664-43844-1,997.0,112.93,5,0,1,0,0,396.5,1,0.0,0,307.8,1,12,1,997.0,
3944-39444-1,72,1847.0,4664-43844-1,997.0,113.71,5,0,1,0,0,475.7,1,0.0,0,322.9,1,11,1,997.0,
3944-39444-1,75,1847.0,4664-43844-1,997.0,107.67,5,0,1,0,0,272.2,1,0.0,0,184.7,1,11,1,997.0,
