outage,hour,islanding,kind,n_over,worst_branch,worst_kind,over_MW,worst_pct,wind_avail_MW,eir_cleared,eir_mw,eir_nodes,eir_new_overloads,eir_new_MW,eir_worsened,eir_resid_MW,eir_worst_new_pct,eir_max_load_pct,ovl_cleared,ovl_mw,ovl_nodes,ovl_new_overloads,ovl_new_MW,ovl_worsened,ovl_resid_MW,ovl_worst_new_pct,ovl_max_load_pct,veto_cleared,veto_mw,veto_nodes,veto_new_overloads,veto_new_MW,veto_worsened,veto_resid_MW,veto_worst_new_pct,veto_max_load_pct,lp_cleared,lp_mw,lp_nodes,lp_new_overloads,lp_new_MW,lp_worsened,lp_resid_MW,lp_worst_new_pct,lp_max_load_pct,lp_feasible
1122-1742-1,101,False,Line,5,1121-1301-1,Line,273.463,166.63,5965.5,1,612.351,61,0,0.0,0,0.0,0.0,100.1,1,519.074,5,0,0.0,0,0.0,0.0,100.1,1,519.074,5,0,0.0,0,0.0,0.0,100.1,1,518.446,5,0,0.0,0,0.0,0.0,100.1,1
1122-1742-1,108,False,Line,7,1121-1301-1,Line,257.826,160.32,7006.9,0,694.435,85,1,0.897,0,0.987,100.72,100.72,1,558.542,9,0,0.0,0,0.0,0.0,100.1,0,120.054,3,0,0.0,0,227.67,0.0,159.75,1,519.099,9,0,0.0,0,0.0,0.0,100.1,1
1122-1742-1,145,False,Line,1,3581-89516-1,Line,0.44,100.36,4124.9,1,1.223,26,0,0.0,0,0.0,0.0,100.1,1,0.627,1,0,0.0,0,0.0,0.0,100.1,1,0.627,1,0,0.0,0,0.0,0.0,100.1,1,0.627,1,0,0.0,0,0.0,0.0,100.1,1
1122-1742-1,152,False,Line,1,3581-89516-1,Line,0.679,100.55,4161.2,1,1.952,25,0,0.0,0,0.0,0.0,100.1,1,1.1,1,0,0.0,0,0.0,0.0,100.1,1,1.1,1,0,0.0,0,0.0,0.0,100.1,1,1.1,1,0,0.0,0,0.0,0.0,100.1,1
1122-1742-1,159,False,Line,4,T3464-3462-34641-1-w2,Transformer,33.917,102.88,5313.0,0,106.961,81,0,0.0,0,0.603,0.0,100.12,1,77.19,3,0,0.0,0,0.0,0.0,100.1,1,273.412,8,0,0.0,0,0.0,0.0,100.1,1,77.188,4,0,0.0,0,0.0,0.0,100.1,1
1122-1742-1,167,False,Line,1,3581-89516-1,Line,0.173,100.14,3161.9,1,0.158,26,0,0.0,0,0.0,0.0,100.1,1,0.099,1,0,0.0,0,0.0,0.0,100.1,1,0.099,1,0,0.0,0,0.0,0.0,100.1,1,0.099,1,0,0.0,0,0.0,0.0,100.1,1
1122-3642-1,50,False,Line,1,3581-89516-1,Line,0.17,100.14,5312.4,1,0.238,26,0,0.0,0,0.0,0.0,100.1,1,0.094,1,0,0.0,0,0.0,0.0,100.1,1,0.094,1,0,0.0,0,0.0,0.0,100.1,1,0.094,1,0,0.0,0,0.0,0.0,100.1,1
1122-3642-1,58,False,Line,1,3581-89516-1,Line,0.237,100.19,4583.8,1,0.56,26,0,0.0,0,0.0,0.0,100.1,1,0.226,1,0,0.0,0,0.0,0.0,100.1,1,0.226,1,0,0.0,0,0.0,0.0,100.1,1,0.226,1,0,0.0,0,0.0,0.0,100.1,1
1122-3642-1,108,False,Line,4,T3464-3462-34641-1-w2,Transformer,9.858,100.94,7006.9,0,32.851,76,0,0.0,0,0.518,0.0,100.1,1,61.133,2,0,0.0,0,0.0,0.0,100.1,1,61.133,2,0,0.0,0,0.0,0.0,100.1,1,22.938,2,0,0.0,0,0.0,0.0,100.1,1
1122-3642-1,145,False,Line,1,3581-89516-1,Line,0.177,100.14,4124.9,1,0.208,26,0,0.0,0,0.0,0.0,100.1,1,0.107,1,0,0.0,0,0.0,0.0,100.1,1,0.107,1,0,0.0,0,0.0,0.0,100.1,1,0.107,1,0,0.0,0,0.0,0.0,100.1,1
