arm,outage,hour,broken,kind,s_nom,loading_pct,over_MW
ovl,3554-39444-1,142,2781-4951-1,Line,106.0,101.72,1.82
ovl,3554-39444-1,146,2781-4951-1,Line,106.0,100.98,1.04
ovl,3554-39444-1,150,2781-4951-1,Line,106.0,102.92,3.1
ovl,3554-39444-1,155,2781-4951-1,Line,106.0,105.38,5.7
ovl,3554-39444-1,156,2781-4951-1,Line,106.0,104.89,5.19
ovl,3554-39444-1,157,2781-4951-1,Line,106.0,105.31,5.63
ovl,3554-39444-1,158,2781-4951-1,Line,106.0,104.97,5.26
ovl,3571-4481-1,103,2781-4951-1,Line,106.0,100.39,0.42
ovl,3571-4481-1,155,2781-4951-1,Line,106.0,100.28,0.29
ovl,3571-4481-1,156,2781-4951-1,Line,106.0,100.25,0.27
ovl,3571-4481-1,157,2781-4951-1,Line,106.0,100.27,0.29
ovl,3571-4481-1,158,2781-4951-1,Line,106.0,100.25,0.26
ovl,3571-5081-1,103,2781-4951-1,Line,106.0,100.35,0.37
ovl,3571-5081-1,155,2781-4951-1,Line,106.0,100.21,0.22
ovl,3571-5081-1,156,2781-4951-1,Line,106.0,100.31,0.33
ovl,3571-5081-1,157,2781-4951-1,Line,106.0,100.2,0.21
ovl,3571-5081-1,158,2781-4951-1,Line,106.0,100.18,0.19
eir,3581-28019-1,23,2781-4951-1,Line,106.0,100.22,0.24
ovl,3581-28019-1,23,2781-4951-1,Line,106.0,100.19,0.2
eir,3581-28019-1,27,2781-4951-1,Line,106.0,100.16,0.17
ovl,3581-28019-1,27,2781-4951-1,Line,106.0,100.13,0.14
eir,3581-28019-1,29,2781-4951-1,Line,106.0,100.14,0.14
ovl,3581-28019-1,29,2781-4951-1,Line,106.0,100.1,0.11
eir,3581-28019-1,114,2781-4951-1,Line,106.0,100.17,0.18
ovl,3581-28019-1,114,2781-4951-1,Line,106.0,100.14,0.15
eir,3581-28019-1,156,T3464-3462-34641-1-w1,Transformer,500.0,100.1,0.52
eir,3581-28019-1,156,T3464-3462-34641-1-w2,Transformer,500.0,100.1,0.52
ovl,3581-28019-1,156,T3464-3462-34641-1-w1,Transformer,500.0,100.11,0.54
ovl,3581-28019-1,156,T3464-3462-34641-1-w2,Transformer,500.0,100.11,0.54
ovl,3641-36411-1,108,3691-4041-1,Line,192.0,100.14,0.26
ovl,3691-4041-1,103,2781-4951-1,Line,106.0,100.33,0.35
ovl,3841-5211-1,103,3691-4041-1,Line,192.0,100.18,0.34
ovl,3841-5211-1,108,3691-4041-1,Line,192.0,100.16,0.3
ovl,3841-5211-1,156,2781-4951-1,Line,106.0,100.14,0.14
ovl,3934-3944-1,102,2781-4951-1,Line,106.0,101.08,1.14
ovl,3934-3944-1,103,2781-4951-1,Line,106.0,103.54,3.76
ovl,3934-3944-1,106,2781-4951-1,Line,106.0,102.01,2.13
ovl,3934-3944-1,107,2781-4951-1,Line,106.0,102.53,2.68
ovl,3934-3944-1,141,2781-4951-1,Line,106.0,100.25,0.27
ovl,3934-3944-1,142,2781-4951-1,Line,106.0,100.72,0.76
ovl,3934-3944-1,150,2781-4951-1,Line,106.0,101.48,1.57
ovl,3934-3944-1,155,2781-4951-1,Line,106.0,103.66,3.88
ovl,3934-3944-1,156,2781-4951-1,Line,106.0,103.7,3.92
ovl,3934-3944-1,157,2781-4951-1,Line,106.0,103.56,3.77
ovl,3934-3944-1,158,2781-4951-1,Line,106.0,103.36,3.56
ovl,3940-3942-1,103,2781-4951-1,Line,106.0,100.19,0.2
ovl,3940-3942-1,155,2781-4951-1,Line,106.0,100.19,0.2
ovl,3940-3942-1,156,2781-4951-1,Line,106.0,100.19,0.2
ovl,3940-3942-1,157,2781-4951-1,Line,106.0,100.19,0.2
ovl,3940-3942-1,158,2781-4951-1,Line,106.0,100.19,0.2
ovl,3942-39420-1,9,2781-4951-1,Line,106.0,100.58,0.61
ovl,3944-3954-1,102,2781-4951-1,Line,106.0,100.68,0.72
ovl,3944-3954-1,103,2781-4951-1,Line,106.0,102.92,3.09
ovl,3944-3954-1,106,2781-4951-1,Line,106.0,101.54,1.63
ovl,3944-3954-1,107,2781-4951-1,Line,106.0,102.25,2.38
ovl,3944-3954-1,142,2781-4951-1,Line,106.0,100.14,0.15
ovl,3944-3954-1,150,2781-4951-1,Line,106.0,100.95,1.01
ovl,3944-3954-1,155,2781-4951-1,Line,106.0,102.97,3.15
ovl,3944-3954-1,156,2781-4951-1,Line,106.0,102.95,3.12
ovl,3944-3954-1,157,2781-4951-1,Line,106.0,103.01,3.19
ovl,3944-3954-1,158,2781-4951-1,Line,106.0,102.92,3.1
ovl,3944-39444-1,102,2781-4951-1,Line,106.0,101.95,2.07
ovl,3944-39444-1,103,2781-4951-1,Line,106.0,104.98,5.28
ovl,3944-39444-1,106,2781-4951-1,Line,106.0,102.97,3.15
ovl,3944-39444-1,107,2781-4951-1,Line,106.0,103.61,3.83
eir,3944-39444-1,136,2781-4951-1,Line,106.0,100.12,0.12
ovl,3944-39444-1,141,2781-4951-1,Line,106.0,101.2,1.27
ovl,3944-39444-1,142,2781-4951-1,Line,106.0,101.72,1.82
ovl,3944-39444-1,146,2781-4951-1,Line,106.0,100.98,1.04
ovl,3944-39444-1,150,2781-4951-1,Line,106.0,102.92,3.1
ovl,3944-39444-1,155,2781-4951-1,Line,106.0,105.38,5.7
ovl,3944-39444-1,156,2781-4951-1,Line,106.0,104.89,5.19
ovl,3944-39444-1,157,2781-4951-1,Line,106.0,105.31,5.63
ovl,3944-39444-1,158,2781-4951-1,Line,106.0,104.97,5.26
ovl,4001-4971-1,103,2781-4951-1,Line,106.0,100.12,0.13
ovl,4001-4971-1,155,2781-4951-1,Line,106.0,100.2,0.21
ovl,4001-4971-1,156,2781-4951-1,Line,106.0,100.25,0.27
ovl,4001-4971-1,157,2781-4951-1,Line,106.0,100.24,0.26
ovl,4001-4971-1,158,2781-4951-1,Line,106.0,100.16,0.17
ovl,4041-5341-1,155,2781-4951-1,Line,106.0,100.24,0.25
ovl,4041-5341-1,157,2781-4951-1,Line,106.0,100.13,0.14
ovl,4041-5341-1,158,2781-4951-1,Line,106.0,100.45,0.47
ovl,4121-23019-1,55,1122-1742-1,Line,513.0,100.11,0.57
ovl,4121-23019-1,103,3691-4041-1,Line,192.0,100.15,0.29
ovl,4121-23019-1,108,3691-4041-1,Line,192.0,100.12,0.23
ovl,4121-23019-1,156,2781-4951-1,Line,106.0,100.14,0.15
eir,4242-4462-1,0,2781-4951-1,Line,106.0,103.6,3.82
eir,4242-4462-1,0,3581-89516-1,Line,123.0,101.87,2.3
eir,4242-4462-1,0,T89510-89515-1,Transformer,125.0,100.24,0.3
eir,4242-4462-1,0,T89515-89516-1,Transformer,125.0,100.24,0.3
ovl,4242-4462-1,0,2781-4951-1,Line,106.0,101.69,1.79
ovl,4242-4462-1,0,3581-89516-1,Line,123.0,101.08,1.33
eir,4242-4462-1,1,2781-4951-1,Line,106.0,103.99,4.23
eir,4242-4462-1,1,3581-89516-1,Line,123.0,102.05,2.52
eir,4242-4462-1,1,T89510-89515-1,Transformer,125.0,100.41,0.52
eir,4242-4462-1,1,T89515-89516-1,Transformer,125.0,100.41,0.52
ovl,4242-4462-1,1,2781-4951-1,Line,106.0,101.85,1.96
ovl,4242-4462-1,1,3581-89516-1,Line,123.0,101.19,1.46
eir,4242-4462-1,2,2781-4951-1,Line,106.0,103.74,3.96
eir,4242-4462-1,2,3581-89516-1,Line,123.0,101.87,2.3
eir,4242-4462-1,2,T89510-89515-1,Transformer,125.0,100.24,0.3
eir,4242-4462-1,2,T89515-89516-1,Transformer,125.0,100.24,0.3
ovl,4242-4462-1,2,2781-4951-1,Line,106.0,101.69,1.79
ovl,4242-4462-1,2,3581-89516-1,Line,123.0,101.08,1.33
eir,4242-4462-1,3,2781-4951-1,Line,106.0,104.67,4.95
eir,4242-4462-1,3,3581-89516-1,Line,123.0,102.26,2.78
eir,4242-4462-1,3,T89510-89515-1,Transformer,125.0,100.62,0.78
eir,4242-4462-1,3,T89515-89516-1,Transformer,125.0,100.62,0.78
ovl,4242-4462-1,3,1472-5022-1,Line,570.0,101.64,9.36
ovl,4242-4462-1,3,2781-4951-1,Line,106.0,101.97,2.08
ovl,4242-4462-1,3,3581-89516-1,Line,123.0,101.26,1.55
eir,4242-4462-1,4,2781-4951-1,Line,106.0,103.62,3.84
eir,4242-4462-1,4,3581-89516-1,Line,123.0,101.88,2.31
eir,4242-4462-1,4,T89510-89515-1,Transformer,125.0,100.25,0.31
eir,4242-4462-1,4,T89515-89516-1,Transformer,125.0,100.25,0.31
ovl,4242-4462-1,4,2781-4951-1,Line,106.0,101.7,1.8
ovl,4242-4462-1,4,3581-89516-1,Line,123.0,101.09,1.34
eir,4242-4462-1,5,2781-4951-1,Line,106.0,103.54,3.75
eir,4242-4462-1,5,3581-89516-1,Line,123.0,101.84,2.26
eir,4242-4462-1,5,T89510-89515-1,Transformer,125.0,100.21,0.26
eir,4242-4462-1,5,T89515-89516-1,Transformer,125.0,100.21,0.26
ovl,4242-4462-1,5,2781-4951-1,Line,106.0,101.66,1.76
ovl,4242-4462-1,5,3581-89516-1,Line,123.0,101.07,1.31
eir,4242-4462-1,6,2781-4951-1,Line,106.0,100.88,0.93
ovl,4242-4462-1,6,1472-5022-1,Line,570.0,107.63,43.47
ovl,4242-4462-1,6,4922-5022-1,Line,593.0,103.45,20.47
eir,4242-4462-1,7,3581-89516-1,Line,123.0,101.93,2.38
eir,4242-4462-1,7,T89510-89515-1,Transformer,125.0,100.3,0.38
eir,4242-4462-1,7,T89515-89516-1,Transformer,125.0,100.3,0.38
ovl,4242-4462-1,7,3581-89516-1,Line,123.0,101.12,1.38
eir,4242-4462-1,8,3581-89516-1,Line,123.0,101.04,1.28
ovl,4242-4462-1,8,3581-89516-1,Line,123.0,100.48,0.59
eir,4242-4462-1,9,2781-4951-1,Line,106.0,100.46,0.49
eir,4242-4462-1,9,3581-89516-1,Line,123.0,101.91,2.35
eir,4242-4462-1,9,T89510-89515-1,Transformer,125.0,100.28,0.35
eir,4242-4462-1,9,T89515-89516-1,Transformer,125.0,100.28,0.35
ovl,4242-4462-1,9,3581-89516-1,Line,123.0,101.05,1.3
eir,4242-4462-1,10,2781-4951-1,Line,106.0,100.32,0.34
eir,4242-4462-1,10,3581-89516-1,Line,123.0,101.95,2.4
eir,4242-4462-1,10,T89510-89515-1,Transformer,125.0,100.32,0.4
eir,4242-4462-1,10,T89515-89516-1,Transformer,125.0,100.32,0.4
ovl,4242-4462-1,10,3581-89516-1,Line,123.0,101.08,1.33
eir,4242-4462-1,11,2781-4951-1,Line,106.0,101.78,1.89
eir,4242-4462-1,11,3581-89516-1,Line,123.0,101.55,1.91
ovl,4242-4462-1,11,3581-89516-1,Line,123.0,100.9,1.11
eir,4242-4462-1,12,3581-89516-1,Line,123.0,100.62,0.76
ovl,4242-4462-1,12,3581-89516-1,Line,123.0,100.34,0.42
eir,4242-4462-1,15,3581-89516-1,Line,123.0,101.02,1.25
ovl,4242-4462-1,15,3581-89516-1,Line,123.0,100.56,0.69
eir,4242-4462-1,17,3581-89516-1,Line,123.0,101.74,2.13
eir,4242-4462-1,17,T89510-89515-1,Transformer,125.0,100.11,0.13
eir,4242-4462-1,17,T89515-89516-1,Transformer,125.0,100.11,0.13
ovl,4242-4462-1,17,3581-89516-1,Line,123.0,101.01,1.24
eir,4242-4462-1,18,3581-89516-1,Line,123.0,101.69,2.08
ovl,4242-4462-1,18,3581-89516-1,Line,123.0,100.98,1.21
eir,4242-4462-1,19,2781-4951-1,Line,106.0,102.68,2.84
eir,4242-4462-1,19,3581-89516-1,Line,123.0,101.38,1.7
ovl,4242-4462-1,19,2781-4951-1,Line,106.0,101.25,1.32
ovl,4242-4462-1,19,3581-89516-1,Line,123.0,100.8,0.99
eir,4242-4462-1,20,2781-4951-1,Line,106.0,102.19,2.32
eir,4242-4462-1,20,3581-89516-1,Line,123.0,101.12,1.37
ovl,4242-4462-1,20,2781-4951-1,Line,106.0,100.95,1.01
ovl,4242-4462-1,20,3581-89516-1,Line,123.0,100.62,0.76
eir,4242-4462-1,21,3581-89516-1,Line,123.0,101.98,2.44
eir,4242-4462-1,21,T89510-89515-1,Transformer,125.0,100.35,0.44
eir,4242-4462-1,21,T89515-89516-1,Transformer,125.0,100.35,0.44
ovl,4242-4462-1,21,3581-89516-1,Line,123.0,101.15,1.41
eir,4242-4462-1,22,3581-89516-1,Line,123.0,101.99,2.45
eir,4242-4462-1,22,T89510-89515-1,Transformer,125.0,100.36,0.45
eir,4242-4462-1,22,T89515-89516-1,Transformer,125.0,100.36,0.45
ovl,4242-4462-1,22,3581-89516-1,Line,123.0,101.16,1.42
eir,4242-4462-1,23,2781-4951-1,Line,106.0,104.13,4.38
eir,4242-4462-1,23,3581-89516-1,Line,123.0,102.08,2.56
eir,4242-4462-1,23,T89510-89515-1,Transformer,125.0,100.45,0.56
eir,4242-4462-1,23,T89515-89516-1,Transformer,125.0,100.45,0.56
ovl,4242-4462-1,23,2781-4951-1,Line,106.0,101.88,1.99
ovl,4242-4462-1,23,3581-89516-1,Line,123.0,101.2,1.48
eir,4242-4462-1,24,2781-4951-1,Line,106.0,103.86,4.09
eir,4242-4462-1,24,3581-89516-1,Line,123.0,102.0,2.46
eir,4242-4462-1,24,T89510-89515-1,Transformer,125.0,100.37,0.46
eir,4242-4462-1,24,T89515-89516-1,Transformer,125.0,100.37,0.46
ovl,4242-4462-1,24,2781-4951-1,Line,106.0,101.81,1.92
ovl,4242-4462-1,24,3581-89516-1,Line,123.0,101.16,1.43
eir,4242-4462-1,25,3581-89516-1,Line,123.0,101.86,2.29
eir,4242-4462-1,25,T89510-89515-1,Transformer,125.0,100.23,0.29
eir,4242-4462-1,25,T89515-89516-1,Transformer,125.0,100.23,0.29
ovl,4242-4462-1,25,3581-89516-1,Line,123.0,101.08,1.33
eir,4242-4462-1,26,3581-89516-1,Line,123.0,102.15,2.64
eir,4242-4462-1,26,T89510-89515-1,Transformer,125.0,100.51,0.64
eir,4242-4462-1,26,T89515-89516-1,Transformer,125.0,100.51,0.64
ovl,4242-4462-1,26,3581-89516-1,Line,123.0,101.24,1.53
eir,4242-4462-1,27,2781-4951-1,Line,106.0,104.1,4.34
eir,4242-4462-1,27,3581-89516-1,Line,123.0,102.09,2.57
eir,4242-4462-1,27,T89510-89515-1,Transformer,125.0,100.45,0.57
eir,4242-4462-1,27,T89515-89516-1,Transformer,125.0,100.45,0.57
ovl,4242-4462-1,27,2781-4951-1,Line,106.0,101.87,1.98
ovl,4242-4462-1,27,3581-89516-1,Line,123.0,101.2,1.47
eir,4242-4462-1,28,2781-4951-1,Line,106.0,103.77,4.0
eir,4242-4462-1,28,3581-89516-1,Line,123.0,101.96,2.41
eir,4242-4462-1,28,T89510-89515-1,Transformer,125.0,100.33,0.41
eir,4242-4462-1,28,T89515-89516-1,Transformer,125.0,100.33,0.41
ovl,4242-4462-1,28,2781-4951-1,Line,106.0,101.77,1.88
ovl,4242-4462-1,28,3581-89516-1,Line,123.0,101.13,1.39
eir,4242-4462-1,29,2781-4951-1,Line,106.0,103.99,4.23
eir,4242-4462-1,29,3581-89516-1,Line,123.0,102.05,2.52
eir,4242-4462-1,29,T89510-89515-1,Transformer,125.0,100.41,0.52
eir,4242-4462-1,29,T89515-89516-1,Transformer,125.0,100.41,0.52
ovl,4242-4462-1,29,2781-4951-1,Line,106.0,101.85,1.96
ovl,4242-4462-1,29,3581-89516-1,Line,123.0,101.19,1.46
eir,4242-4462-1,30,3581-89516-1,Line,123.0,101.79,2.2
eir,4242-4462-1,30,T89510-89515-1,Transformer,125.0,100.16,0.2
eir,4242-4462-1,30,T89515-89516-1,Transformer,125.0,100.16,0.2
ovl,4242-4462-1,30,3581-89516-1,Line,123.0,101.04,1.28
eir,4242-4462-1,31,3581-89516-1,Line,123.0,100.19,0.24
eir,4242-4462-1,92,3581-89516-1,Line,123.0,100.13,0.17
eir,4242-4462-1,104,2781-4951-1,Line,106.0,101.2,1.27
eir,4242-4462-1,104,3581-89516-1,Line,123.0,100.56,0.69
ovl,4242-4462-1,104,2781-4951-1,Line,106.0,100.46,0.49
ovl,4242-4462-1,104,3581-89516-1,Line,123.0,100.31,0.38
eir,4242-4462-1,105,2781-4951-1,Line,106.0,100.93,0.99
eir,4242-4462-1,105,3581-89516-1,Line,123.0,100.44,0.54
ovl,4242-4462-1,105,2781-4951-1,Line,106.0,100.35,0.37
ovl,4242-4462-1,105,3581-89516-1,Line,123.0,100.24,0.3
eir,4242-4462-1,107,2781-4951-1,Line,106.0,100.12,0.12
eir,4242-4462-1,110,3581-89516-1,Line,123.0,100.66,0.82
ovl,4242-4462-1,110,3581-89516-1,Line,123.0,100.38,0.47
eir,4242-4462-1,111,3581-89516-1,Line,123.0,100.16,0.19
eir,4242-4462-1,112,3581-89516-1,Line,123.0,100.13,0.16
eir,4242-4462-1,113,3581-89516-1,Line,123.0,101.56,1.92
ovl,4242-4462-1,113,3581-89516-1,Line,123.0,100.9,1.11
eir,4242-4462-1,114,2781-4951-1,Line,106.0,104.3,4.55
eir,4242-4462-1,114,3581-89516-1,Line,123.0,102.23,2.74
eir,4242-4462-1,114,T89510-89515-1,Transformer,125.0,100.59,0.74
eir,4242-4462-1,114,T89515-89516-1,Transformer,125.0,100.59,0.74
ovl,4242-4462-1,114,1472-5022-1,Line,570.0,100.69,3.95
ovl,4242-4462-1,114,2781-4951-1,Line,106.0,102.02,2.14
ovl,4242-4462-1,114,3581-89516-1,Line,123.0,101.29,1.59
eir,4242-4462-1,115,2781-4951-1,Line,106.0,103.37,3.57
eir,4242-4462-1,115,3581-89516-1,Line,123.0,101.74,2.14
eir,4242-4462-1,115,T89510-89515-1,Transformer,125.0,100.11,0.14
eir,4242-4462-1,115,T89515-89516-1,Transformer,125.0,100.11,0.14
ovl,4242-4462-1,115,2781-4951-1,Line,106.0,101.53,1.62
ovl,4242-4462-1,115,3581-89516-1,Line,123.0,100.98,1.21
eir,4242-4462-1,116,3581-89516-1,Line,123.0,100.6,0.74
ovl,4242-4462-1,116,3581-89516-1,Line,123.0,100.32,0.39
eir,4242-4462-1,122,2781-4951-1,Line,106.0,101.05,1.11
eir,4242-4462-1,122,3581-89516-1,Line,123.0,100.55,0.68
ovl,4242-4462-1,122,2781-4951-1,Line,106.0,100.49,0.51
ovl,4242-4462-1,122,3581-89516-1,Line,123.0,100.32,0.4
eir,4242-4462-1,131,2781-4951-1,Line,106.0,100.99,1.04
eir,4242-4462-1,131,3581-89516-1,Line,123.0,100.53,0.65
ovl,4242-4462-1,131,2781-4951-1,Line,106.0,100.46,0.49
ovl,4242-4462-1,131,3581-89516-1,Line,123.0,100.31,0.38
eir,4242-4462-1,136,2781-4951-1,Line,106.0,100.39,0.41
eir,4242-4462-1,136,3581-89516-1,Line,123.0,100.21,0.26
ovl,4242-4462-1,136,2781-4951-1,Line,106.0,100.18,0.19
ovl,4242-4462-1,136,3581-89516-1,Line,123.0,100.13,0.16
eir,4242-4462-1,138,2781-4951-1,Line,106.0,100.51,0.54
eir,4242-4462-1,138,3581-89516-1,Line,123.0,100.28,0.35
ovl,4242-4462-1,138,2781-4951-1,Line,106.0,100.25,0.27
ovl,4242-4462-1,138,3581-89516-1,Line,123.0,100.18,0.22
eir,4382-5172-1,1,2781-4951-1,Line,106.0,100.14,0.15
eir,4382-5172-1,2,2781-4951-1,Line,106.0,100.12,0.13
eir,4382-5172-1,3,2781-4951-1,Line,106.0,100.14,0.15
ovl,4382-5172-1,3,2781-4951-1,Line,106.0,100.11,0.11
eir,4382-5172-1,4,2781-4951-1,Line,106.0,100.14,0.15
eir,4382-5172-1,5,2781-4951-1,Line,106.0,100.14,0.15
ovl,4382-5172-1,5,2781-4951-1,Line,106.0,100.11,0.11
eir,4382-5172-1,19,2781-4951-1,Line,106.0,100.11,0.11
eir,4382-5172-1,20,2781-4951-1,Line,106.0,100.11,0.12
eir,4382-5172-1,23,2781-4951-1,Line,106.0,100.15,0.16
ovl,4382-5172-1,23,2781-4951-1,Line,106.0,100.11,0.12
eir,4382-5172-1,24,2781-4951-1,Line,106.0,100.14,0.15
eir,4382-5172-1,27,2781-4951-1,Line,106.0,100.15,0.16
ovl,4382-5172-1,27,2781-4951-1,Line,106.0,100.11,0.12
eir,4382-5172-1,28,2781-4951-1,Line,106.0,100.19,0.21
ovl,4382-5172-1,28,2781-4951-1,Line,106.0,100.12,0.12
eir,4382-5172-1,29,2781-4951-1,Line,106.0,100.18,0.19
ovl,4382-5172-1,29,2781-4951-1,Line,106.0,100.12,0.13
eir,4382-5172-1,102,2781-4951-1,Line,106.0,100.14,0.14
ovl,4382-5172-1,102,2781-4951-1,Line,106.0,100.1,0.11
ovl,4382-5172-1,103,2781-4951-1,Line,106.0,101.95,2.07
eir,4382-5172-1,104,2781-4951-1,Line,106.0,100.12,0.12
eir,4382-5172-1,105,2781-4951-1,Line,106.0,100.13,0.13
eir,4382-5172-1,106,2781-4951-1,Line,106.0,100.23,0.24
ovl,4382-5172-1,106,2781-4951-1,Line,106.0,100.14,0.14
ovl,4382-5172-1,107,2781-4951-1,Line,106.0,100.81,0.86
eir,4382-5172-1,114,2781-4951-1,Line,106.0,100.15,0.15
ovl,4382-5172-1,114,2781-4951-1,Line,106.0,100.12,0.13
eir,4382-5172-1,115,2781-4951-1,Line,106.0,100.16,0.17
ovl,4382-5172-1,115,2781-4951-1,Line,106.0,100.11,0.11
eir,4382-5172-1,118,2781-4951-1,Line,106.0,100.16,0.17
ovl,4382-5172-1,118,2781-4951-1,Line,106.0,100.12,0.13
eir,4382-5172-1,119,2781-4951-1,Line,106.0,100.12,0.13
eir,4382-5172-1,120,2781-4951-1,Line,106.0,100.12,0.13
eir,4382-5172-1,121,2781-4951-1,Line,106.0,100.14,0.15
ovl,4382-5172-1,121,2781-4951-1,Line,106.0,100.11,0.12
eir,4382-5172-1,122,2781-4951-1,Line,106.0,100.18,0.2
ovl,4382-5172-1,122,2781-4951-1,Line,106.0,100.12,0.13
eir,4382-5172-1,131,2781-4951-1,Line,106.0,100.15,0.16
eir,4382-5172-1,136,2781-4951-1,Line,106.0,100.26,0.27
ovl,4382-5172-1,136,2781-4951-1,Line,106.0,100.13,0.13
eir,4382-5172-1,137,2781-4951-1,Line,106.0,100.19,0.21
ovl,4382-5172-1,137,2781-4951-1,Line,106.0,100.12,0.13
eir,4382-5172-1,138,2781-4951-1,Line,106.0,100.17,0.18
ovl,4382-5172-1,138,2781-4951-1,Line,106.0,100.12,0.13
eir,4382-5172-1,140,2781-4951-1,Line,106.0,100.18,0.19
ovl,4382-5172-1,140,2781-4951-1,Line,106.0,100.13,0.14
eir,4382-5172-1,141,2781-4951-1,Line,106.0,100.19,0.2
ovl,4382-5172-1,141,2781-4951-1,Line,106.0,100.14,0.14
eir,4382-5172-1,142,2781-4951-1,Line,106.0,100.18,0.19
ovl,4382-5172-1,142,2781-4951-1,Line,106.0,100.13,0.14
ovl,4382-5172-1,155,2781-4951-1,Line,106.0,101.9,2.01
ovl,4382-5172-1,156,2781-4951-1,Line,106.0,101.7,1.8
ovl,4382-5172-1,157,2781-4951-1,Line,106.0,102.2,2.33
ovl,4382-5172-1,158,2781-4951-1,Line,106.0,101.74,1.85
eir,4384-43844-1,28,2781-4951-1,Line,106.0,100.1,0.11
eir,4384-43844-1,29,2781-4951-1,Line,106.0,100.11,0.12
eir,4384-43844-1,102,2781-4951-1,Line,106.0,100.11,0.12
eir,4384-43844-1,103,2781-4951-1,Line,106.0,100.28,0.3
ovl,4384-43844-1,103,2781-4951-1,Line,106.0,100.2,0.21
eir,4384-43844-1,106,2781-4951-1,Line,106.0,100.18,0.19
eir,4384-43844-1,107,2781-4951-1,Line,106.0,100.16,0.17
ovl,4384-43844-1,107,2781-4951-1,Line,106.0,100.1,0.11
eir,4384-43844-1,122,2781-4951-1,Line,106.0,100.11,0.11
eir,4384-43844-1,136,2781-4951-1,Line,106.0,100.17,0.18
eir,4384-43844-1,137,2781-4951-1,Line,106.0,100.11,0.11
eir,4384-43844-1,140,2781-4951-1,Line,106.0,100.11,0.11
eir,4384-43844-1,141,2781-4951-1,Line,106.0,100.14,0.15
ovl,4384-43844-1,141,2781-4951-1,Line,106.0,100.11,0.11
eir,4384-43844-1,142,2781-4951-1,Line,106.0,100.13,0.14
ovl,4384-43844-1,142,2781-4951-1,Line,106.0,100.1,0.11
eir,4384-43844-1,155,2781-4951-1,Line,106.0,100.24,0.26
ovl,4384-43844-1,155,2781-4951-1,Line,106.0,100.14,0.14
eir,4384-43844-1,156,2781-4951-1,Line,106.0,100.21,0.22
ovl,4384-43844-1,156,2781-4951-1,Line,106.0,100.11,0.12
eir,4384-43844-1,157,2781-4951-1,Line,106.0,100.25,0.26
ovl,4384-43844-1,157,2781-4951-1,Line,106.0,100.14,0.15
eir,4384-43844-1,158,2781-4951-1,Line,106.0,100.23,0.25
ovl,4384-43844-1,158,2781-4951-1,Line,106.0,100.13,0.14
ovl,4461-4651-3,11,2781-4951-1,Line,106.0,100.57,0.6
ovl,4461-4651-3,11,3581-89516-1,Line,123.0,100.89,1.09
ovl,4461-4651-3,12,3581-89516-1,Line,123.0,100.68,0.83
ovl,4461-4651-3,35,3082-3122-1,Line,634.0,105.85,37.09
ovl,4461-4651-3,36,3082-3122-1,Line,634.0,104.83,30.62
ovl,4461-4651-3,59,3581-89516-1,Line,123.0,100.68,0.83
ovl,4461-4651-3,61,3581-89516-1,Line,123.0,100.24,0.29
ovl,4461-4651-3,74,3581-89516-1,Line,123.0,100.38,0.46
ovl,4461-4651-3,75,3082-3122-1,Line,634.0,102.05,13.02
ovl,4461-4651-3,75,3581-89516-1,Line,123.0,100.95,1.16
ovl,4461-4651-3,79,3581-89516-1,Line,123.0,100.42,0.51
ovl,4461-4651-3,90,3581-89516-1,Line,123.0,100.91,1.12
ovl,4461-4651-3,91,3581-89516-1,Line,123.0,100.34,0.42
ovl,4461-4651-3,106,2781-4951-1,Line,106.0,101.2,1.27
ovl,4461-4651-3,106,3581-89516-1,Line,123.0,100.56,0.69
ovl,4461-4651-3,107,2781-4951-1,Line,106.0,102.42,2.56
ovl,4461-4651-3,107,3581-89516-1,Line,123.0,101.13,1.39
ovl,4461-4651-3,108,3082-3122-1,Line,634.0,103.8,24.12
ovl,4461-4651-3,108,3581-89516-1,Line,123.0,101.37,1.69
ovl,4461-4651-3,108,T3464-3462-34641-1-w1,Transformer,500.0,103.99,19.94
ovl,4461-4651-3,108,T3464-3462-34641-1-w2,Transformer,500.0,103.99,19.94
ovl,4461-4651-3,108,T3934-3942-39402-1-w1,Transformer,500.0,101.78,8.92
ovl,4461-4651-3,109,3581-89516-1,Line,123.0,100.4,0.5
ovl,4461-4651-3,109,T3464-3462-34641-1-w1,Transformer,500.0,101.2,6.0
ovl,4461-4651-3,109,T3464-3462-34641-1-w2,Transformer,500.0,101.2,6.0
ovl,4462-4472-1,100,1122-1742-1,Line,513.0,100.11,0.55
ovl,4462-4922-1,50,1122-1742-1,Line,513.0,100.11,0.56
ovl,4462-4922-1,51,1122-1742-1,Line,513.0,100.11,0.56
ovl,4471-4651-4,10,3581-89516-1,Line,123.0,100.3,0.37
ovl,4471-4651-4,11,2781-4951-1,Line,106.0,101.17,1.24
ovl,4471-4651-4,11,3581-89516-1,Line,123.0,101.17,1.44
ovl,4471-4651-4,12,3581-89516-1,Line,123.0,101.17,1.44
ovl,4471-4651-4,35,3082-3122-1,Line,634.0,105.85,37.09
ovl,4471-4651-4,36,3082-3122-1,Line,634.0,108.99,56.98
ovl,4471-4651-4,37,3082-3122-1,Line,634.0,103.68,23.35
ovl,4471-4651-4,37,3581-89516-1,Line,123.0,100.36,0.45
