events,outages,eir_cleared_pct,eir_events_broke_a_line,eir_lines_broken,eir_median_MW,eir_total_MW_common,eir_median_nodes,eir_collateral_MW,ovl_cleared_pct,ovl_events_broke_a_line,ovl_lines_broken,ovl_median_MW,ovl_total_MW_common,ovl_median_nodes,ovl_collateral_MW,solo_cleared_pct,solo_events_broke_a_line,solo_lines_broken,solo_median_MW,solo_total_MW_common,solo_median_nodes,solo_collateral_MW,veto_cleared_pct,veto_events_broke_a_line,veto_lines_broken,veto_median_MW,veto_total_MW_common,veto_median_nodes,veto_collateral_MW,lp_cleared_pct,lp_events_broke_a_line,lp_lines_broken,lp_median_MW,lp_total_MW_common,lp_median_nodes,lp_collateral_MW,lp_feasible_pct
20203,432,92.0,642,873,2.166,822671.6,18.0,675.42,94.26,1085,1354,1.418,634480.8,1.0,2636.55,89.5,0,0,1.345,596757.7,1.0,0.0,89.91,0,0,1.425,626626.3,1.0,0.0,99.75,0,0,1.775,552180.0,1.0,0.0,99.753
